id,created_at,text
1259406927882121200,Sun May 10 08:56:24 +0000 2020,RT @iCanSaveLife: #Bhubaneswar #May10 Need A+ve Blood donors At SUM Hospital Call 8144194094 via @bloodforod cc @tinucherian #iCanSaveLife…
1259395969986162700,Sun May 10 08:12:52 +0000 2020,RT @sonaliranade: Modi ji has finished with his grand theatre.  States will handle the messy business of existing from his “lockdown.”  htt…
1259395755707531300,Sun May 10 08:12:01 +0000 2020,RT @sonaliranade: 5 people at Dharavi have died after they were teated successfully for Covid-19 infections and discharged from the hospita…
1259395622282555400,Sun May 10 08:11:29 +0000 2020,RT @AshwiniMS_TNIE: Whether it is fighting the visible enemy at the border, or the invisible enemy — the coronavirus, he makes his mark. Ma…
1259395519287156700,Sun May 10 08:11:04 +0000 2020,RT @ralpharakal: #MothersDay special: Moms in uniform on duty to ensure moms carrying kids reach home safely.   Photo shared by @SWRRLY as…
1259394357762777000,Sun May 10 08:06:27 +0000 2020,RT @AnnuJal: Hari Vasudevan, brilliant scholar, wonderful teacher and generous friend just lost his life, after 3 days in ICU in #Kolkata,…
1259394268013064200,Sun May 10 08:06:06 +0000 2020,RT @historychatter: Hari Vasudevan published an oped in @thewire_in on 13 April. He wrote all attention in China was focused on sealing off…
1259393565286785000,Sun May 10 08:03:19 +0000 2020,RT @ChristinMP_TOI: Migrants taking the Shramik trains are paying for their own fares, so are Indians stranded abroad taking the Vande Bhar…
1259393450224443400,Sun May 10 08:02:51 +0000 2020,RT @rakeshprakash1: #Karnataka #Covid update @ 12 pm:  53 new cases reported: highest reported from Belagavi (22 cases)  One death in #Beng…
1259132354108420000,Sat May 09 14:45:21 +0000 2020,RT @ProsaicView: I call it the Delhi flyover effect. It moves the choke point from one place to another while giving the illusion that it i…
1259131063512653800,Sat May 09 14:40:13 +0000 2020,RT @bainjal: Dear @amitshah how exactly is @MamataOfficial not allowing trains to reach Bengal? Does she run India?
1259130812680700000,Sat May 09 14:39:13 +0000 2020,RT @Lolita_TNIE: Karnataka State sends request to two more States, Himachal Pradesh and Gujarat, to run trains on any day they prefer. HP h…
1259130505531764700,Sat May 09 14:38:00 +0000 2020,RT @sandipsabharwal: The Government's favourite Media loudspeakers are busy spreading  "Companies want to shift from China to India"  Far f…
1259130460250058800,Sat May 09 14:37:49 +0000 2020,RT @vilakudy: So that also shows the random tests at GCC airports were not effective. Or are these two flown in under special permission?
1259130425475129300,Sat May 09 14:37:41 +0000 2020,RT @vilakudy: Two expats who were brought in from Dubai tested + in Kerala today. So will the state have to quarantine or test their fellow…
1259130255509295000,Sat May 09 14:37:01 +0000 2020,RT @imFmoharkan: Resident Welfare Association in #Bengaluru are behaving like Khap Panchayats.
1259086559896154000,Sat May 09 11:43:23 +0000 2020,@Joshi_Aar @BangaloreMirror Exactly.  Great going BM team. It is so good to read Bangalore Mirror human interest st… https://t.co/7Emw7ugq38
1259086039110389800,Sat May 09 11:41:19 +0000 2020,RT @Joshi_Aar: It’s stories like these that set  @bangaloremirror apart. Day after day, our team brings you exclusive stories that question…
1259086000120160300,Sat May 09 11:41:09 +0000 2020,RT @Joshi_Aar: Desperate to return home after hearing of their kid sister’s death, these two brothers tried everything but in vain. A call…
1259085843555205000,Sat May 09 11:40:32 +0000 2020,RT @Ananthaforu: A leader is dealer of Hope. @BangaloreMirror maintains lead over almost all other news dailies. Likewise, when @pragnalkru…
1259017255062343700,Sat May 09 07:07:59 +0000 2020,@samjawed65 https://t.co/PEy15kB9Ay
1259016650784833500,Sat May 09 07:05:35 +0000 2020,RT @samjawed65: OMG! Who did this? The nation wants to know. https://t.co/BMOTKdCuMn
1259016417447301000,Sat May 09 07:04:39 +0000 2020,RT @Chethan_Dash: At one of Bengaluru's labour colonies... Workers crowd around a police van to get details on when they can leave. One #mi…
1259001296402542600,Sat May 09 06:04:34 +0000 2020,RT @himantabiswa: I am health minister of the state.
1259000375811559400,Sat May 09 06:00:55 +0000 2020,RT @XpressBengaluru: Can you, in India, think of any place that offers decent living quarters with regular amenities to migrant labour—thos…
