id,created_at,text
1260879267258413000,Thu May 14 10:26:57 +0000 2020,https://t.co/Hx2kqXTcmZ
1260722902317621200,Thu May 14 00:05:37 +0000 2020,The White House was shaken last week when two staffers tested positive for the virus. Four officials who have been… https://t.co/HaiiBBbXwb
1260361879723085800,Wed May 13 00:11:03 +0000 2020,For the first decade of the century, the Upper Missouri River Basin was the driest it’s been in 1,200 years, even m… https://t.co/3Ac6BlQtQJ
1259476481706791000,Sun May 10 13:32:47 +0000 2020,“If we don’t go to the line, we don’t have food to eat. Thank God that they’ve been helping us. Thank God,” https://t.co/bkGZgPyytu
1259261940012060700,Sat May 09 23:20:17 +0000 2020,RT @garytaphouse: Blimey 👀 https://t.co/sslcZweRu3
1259237019710107600,Sat May 09 21:41:15 +0000 2020,‘Weird things' on climate beat inspired Pulitzer winner https://t.co/DdTjuOWu3o ⁦@chriscmooney⁩  https://t.co/FVDVUjLSRM
1258518856307404800,Thu May 07 22:07:32 +0000 2020,RT @bydarrylfears: From grade school to college, teachers say Kizzy Corbett, the young woman searching for a vaccine for #COVID19 @NIH, was…
1258518747255431200,Thu May 07 22:07:06 +0000 2020,RT @washingtonpost: Kizzmekia Corbett spent her life preparing for this moment. Can she create the vaccine to end a pandemic? https://t.co/…
1258012591269580800,Wed May 06 12:35:49 +0000 2020,RT @chriscmooney: The Washington Post Put Serious Resources Into Its Pulitzer-Winning Series on Extreme Climate Change https://t.co/Mkc3Oh4…
1258012203334197200,Wed May 06 12:34:16 +0000 2020,One thing that is working properly mid-pandemic is the Internet. great piece here by Charles Fishman https://t.co/xZwyEwAcoq
1257734104478625800,Tue May 05 18:09:12 +0000 2020,@BarbraStreisand Thank you Ms. Streisand!
1257632563369255000,Tue May 05 11:25:43 +0000 2020,RT @billmckibben: and here, via the peerless @eilperin, are the names of some of the other winners: "our editor @TrishWbelli  and writers @…
1257630894753546200,Tue May 05 11:19:05 +0000 2020,RT @ashoswai: Three #Kashmiri photographers Dar Yasin, Mukhtar Khan, Channi Anand have been honored with the 2020 Pulitzer Prize in feature…
1257622380639379500,Tue May 05 10:45:15 +0000 2020,Three Russian Doctors Treating The Coronavirus Have Fallen Out Of Windows In Just Over A Week https://t.co/IRx6ArcMqT
1257493553506328600,Tue May 05 02:13:20 +0000 2020,This was an incredible series with an incredible cast of journalists — all 53! https://t.co/RJZQeYH7M0
1257492560861413400,Tue May 05 02:09:24 +0000 2020,Aww. Thank you honey! https://t.co/0AQv31c2RU
1257491861620625400,Tue May 05 02:06:37 +0000 2020,This from our series we won a Pulitzer for. Mammoth tusks emerging from thawing permafrost. What a story! https://t.co/l2sfMpXqlO
