id,created_at,text
1260255908522680300,Tue May 12 17:09:57 +0000 2020,"ఆత్మనిర్భర్ భారత్" నిర్మించేందుకు ప్రధాని శ్రీ @narendramodi గారి చారిత్రాత్మక నిర్ణయాలు:  #AtmanirbharBharat… https://t.co/rXWYlQI1Sy
1260249670623744000,Tue May 12 16:45:10 +0000 2020,Hon. PM Shri @narendramodi ji announces historic measures to build 'Atmanirbhar Bharat'  #AtmanirbharBharat #PMModi https://t.co/Qxz5wTUFIH
1260245706943545300,Tue May 12 16:29:25 +0000 2020,RT @PawanKalyan: Thank You Hon. PM Sri @narendramodi  ji , Mission Self Reliant India - shall help our Nation  to rise and lead the world.…
1260192693117874200,Tue May 12 12:58:45 +0000 2020,A responsible political system must emerge! https://t.co/vIXGAkdiR6
1260182637198672000,Tue May 12 12:18:48 +0000 2020,RT @PawanKalyan: *தமிழக முதல்வர் மாண்புமிகு எடப்பாடி பழனிச்சாமி அவர்களுக்கு பிறந்தநாள் வாழ்த்துகள்!* 🙏 @CMOTamilNadu https://t.co/Ij2h60KGpG
1260179161181798400,Tue May 12 12:04:59 +0000 2020,Birthday greetings to Tamil Nadu Chief Minister Sri Edappadi Palaniswami @CMOTamilNadu @EPSTamilNadu https://t.co/P2nlb6mGgp
1260176212581773300,Tue May 12 11:53:16 +0000 2020,RT @PawanKalyan: My heartfelt appreciation to Janasena Leader ‘Sri Kotikalapudi Govinda Rao garu’ , who’s called affectionately as ‘Chinna…
1260169237785538600,Tue May 12 11:25:33 +0000 2020,International Nurses Day greetings! - JanaSena Chief @PawanKalyan   #InternationalNursesDay https://t.co/l7aBEwHihH
1260165613626044400,Tue May 12 11:11:09 +0000 2020,బాధ్యతతో కూడిన రాజకీయ వ్యవస్థ రావాలి https://t.co/LTp5qyJhnn
1260127748254826500,Tue May 12 08:40:41 +0000 2020,అంతర్జాతీయ నర్సుల దినోత్సవ శుభాకాంక్షలు - JanaSena Chief @PawanKalyan   #InternationalNursesDay https://t.co/Z5m2d4Pyn3
1260073462413942800,Tue May 12 05:04:59 +0000 2020,పొదిలి మండలంలో పేద కుటుంబాలకు కూరగాయలు, నిత్యావసర వస్తువులు, సహాయ సేవా కార్యక్రమాలు నిర్వహిస్తూ, "కరోనా" కష్ట కాలం… https://t.co/Exj1xq8uyK
1260070695804956700,Tue May 12 04:53:59 +0000 2020,శ్రీశైలం నియోజకవర్గంలో పేద  కుటుంబాలకు,యాచకులకు కూరగాయలు నిత్యావసర వస్తువులు, సహాయ సేవా కార్యక్రమాలు నిర్వహిస్తూ, "… https://t.co/VoM7MZEejN
1260069717861036000,Tue May 12 04:50:06 +0000 2020,ఆళ్లగడ్డ నియోజకవర్గంలో క్వారెంటైన్ లో ఉన్న 100 మందికి ఆహారాన్ని అందిస్తూ, సహాయ సేవా కార్యక్రమాలు నిర్వహిస్తూ, "కరో… https://t.co/mkeBPcQcaH
1260067971151454200,Tue May 12 04:43:09 +0000 2020,డోన్ నియోజకవర్గంలో పారిశుధ్య కార్మికులకు,ఇతరులకు కూరగాయలు, నిత్యావసర వస్తువులు, సహాయ సేవా కార్యక్రమాలు నిర్వహిస్తూ,… https://t.co/ZTmtT8TF33
1260066085140705300,Tue May 12 04:35:40 +0000 2020,ఎలమంచిలి నియోజకవర్గంలో పేద కుటుంబాలకు కూరగాయలు నిత్యావసర వస్తువులు, సహాయ సేవా కార్యక్రమాలు నిర్వహిస్తూ, "కరోనా" క… https://t.co/dWrInLRXi8
1259874387215425500,Mon May 11 15:53:55 +0000 2020,ఎలమంచిలి నియోజకవర్గంలో ప్రజా పరిషత్ అధికారులకు వాటర్ బాటిల్స్, గ్లూకోజ్ బాటిల్స్, మరి సహాయ సేవా కార్యక్రమాలు నిర్వ… https://t.co/fo93Q3y17N
1259871469904916500,Mon May 11 15:42:20 +0000 2020,పాణ్యం నియోజకవర్గంలో అనేక గ్రామాలలో కూరగాయలు, నిత్యావసర వస్తువులు, సహాయ సేవా కార్యక్రమాలు నిర్వహిస్తూ, "కరోనా" కష్ట… https://t.co/HWxap5SgJO
1259870145297571800,Mon May 11 15:37:04 +0000 2020,ఎలమంచిలి నియోజకవర్గంలో రెవిన్యూ అధికారులకు వాటర్ బాటిల్స్, గ్లూకోజ్ బాటిల్స్, మరియు సహాయ సేవా కార్యక్రమాలు నిర్వహి… https://t.co/k3gNLcEz16
1259867760043020300,Mon May 11 15:27:35 +0000 2020,ఆళ్లగడ్డ నియోజకవర్గంలో స్ఫూర్తి మదర్ హోమ్ వారికి కూరగాయలు, బియ్యం, నిత్యావసర వస్తువులు, సహాయ సేవా కార్యక్రమాలు ని… https://t.co/GxUHmPyQUs
1259857516328095700,Mon May 11 14:46:53 +0000 2020,एलजी पॉलीमर्स घटना की जांच के मुख्य बातों को रासायनिक विशेषज्ञों ने श्री पवन कल्याण के ध्यान में लाया https://t.co/GU5DicIRRy
