id,created_at,text
1260378483521273900,Wed May 13 01:17:01 +0000 2020,A 1.9 magnitude earthquake occurred 1.24mi NE of Northridge, CA. Details: https://t.co/yT5n6F37vV Map: https://t.co/OTm3S7LtyH
1260347781601878000,Tue May 12 23:15:01 +0000 2020,A 1.6 magnitude earthquake occurred 3.11mi S of Lytle Creek, CA. Details: https://t.co/O8adUAKQyh Map: https://t.co/HNI81loyB5
1260345014321680400,Tue May 12 23:04:02 +0000 2020,A 1.7 magnitude earthquake occurred 3.11mi S of Lytle Creek, CA. Details: https://t.co/Okn7g9xyOl Map: https://t.co/tFtDScFTzb
1260285620565364700,Tue May 12 19:08:01 +0000 2020,A 1.6 magnitude earthquake occurred 3.11mi SSW of Redlands, CA. Details: https://t.co/eqVucidcnk Map: https://t.co/XDIogweix4
1260223712046936000,Tue May 12 15:02:01 +0000 2020,A 1.4 magnitude earthquake occurred 3.11mi WSW of Good Hope, CA. Details: https://t.co/zHJ0GTk0eS Map: https://t.co/BNCutWSKop
1260180426385023000,Tue May 12 12:10:01 +0000 2020,A 1.0 magnitude earthquake occurred 1.24mi NE of Colton, CA. Details: https://t.co/QhKGs2RaTg Map: https://t.co/Fu4mentbCh
1259939842189693000,Mon May 11 20:14:01 +0000 2020,A 1.1 magnitude earthquake occurred 2.49mi NW of Fontana, CA. Details: https://t.co/IirrQtxPkD Map: https://t.co/uyfD8jFZHt
1259922730113106000,Mon May 11 19:06:01 +0000 2020,A 1.3 magnitude earthquake occurred 4.35mi SSE of Home Gardens, CA. Details: https://t.co/xPWZHmDwOw Map: https://t.co/3pg7rWRVMo
1259921219664507000,Mon May 11 19:00:01 +0000 2020,A 1.0 magnitude earthquake occurred 3.11mi SSW of Redlands, CA. Details: https://t.co/hkRQUwqoMt Map: https://t.co/t2L59VvjDN
1259837166026240000,Mon May 11 13:26:01 +0000 2020,A 1.6 magnitude earthquake occurred 3.11mi NE of Bradbury, CA. Details: https://t.co/L0WuQEoPmN Map: https://t.co/6cGkfdmZxf
1259703535135977500,Mon May 11 04:35:01 +0000 2020,A 1.8 magnitude earthquake occurred 9.32mi ENE of Ojai, CA. Details: https://t.co/mwR0lsokz9 Map: https://t.co/598yX0j001
1259434511764304000,Sun May 10 10:46:01 +0000 2020,A 1.1 magnitude earthquake occurred 0.62mi N of View Park-Windsor Hills, CA. Details: https://t.co/AwyWuoQeIk Map: https://t.co/du83vXrkFG
1259317492050088000,Sun May 10 03:01:01 +0000 2020,A 1.7 magnitude earthquake occurred 5.59mi NE of Trabuco Canyon, CA. Details: https://t.co/PuPHbzKwCd Map: https://t.co/x9EvHzssmr
1259283265237553200,Sun May 10 00:45:01 +0000 2020,A 1.3 magnitude earthquake occurred 1.24mi SE of View Park-Windsor Hills, CA. Details: https://t.co/ccKIYjKvTr Map: https://t.co/e7nKVAvoe3
1259222868430184400,Sat May 09 20:45:01 +0000 2020,A 0.9 magnitude earthquake occurred 0mi ENE of Good Hope, CA. Details: https://t.co/I3O2RZypKw Map: https://t.co/n5N802CU1M
1259167002058322000,Sat May 09 17:03:02 +0000 2020,A 1.1 magnitude earthquake occurred 1.24mi WNW of Monterey Park, CA. Details: https://t.co/0hg3uzIA77 Map: https://t.co/jDxmy70Y62
1259135795815788500,Sat May 09 14:59:01 +0000 2020,A 1.2 magnitude earthquake occurred 1.24mi ENE of Placentia, CA. Details: https://t.co/8z5Wxnp4DX Map: https://t.co/DpcLWQVLMK
1258865765156925400,Fri May 08 21:06:01 +0000 2020,A 1.2 magnitude earthquake occurred 1.24mi SE of Home Gardens, CA. Details: https://t.co/nUXoOyyr4e Map: https://t.co/uMWOZwMsrW
1258843869854064600,Fri May 08 19:39:01 +0000 2020,A 1.1 magnitude earthquake occurred 4.35mi SSE of Home Gardens, CA. Details: https://t.co/4h02zAsb0J Map: https://t.co/fTpwAdfznz
1258815180248543200,Fri May 08 17:45:01 +0000 2020,A 1.2 magnitude earthquake occurred 1.24mi SE of Loma Linda, CA. Details: https://t.co/ApFtIORsVk Map: https://t.co/HpNmG0SDQv
1258774915055906800,Fri May 08 15:05:01 +0000 2020,A 1.6 magnitude earthquake occurred 8.7mi N of Castaic, CA. Details: https://t.co/FjgVhU61NR Map: https://t.co/DbJfxi8UnP
1258541376335016000,Thu May 07 23:37:01 +0000 2020,A 2.1 magnitude earthquake occurred 0mi SSE of Wrightwood, CA. Details: https://t.co/EImN96X2Sq Map: https://t.co/rlnqy0M6gi
1258486266816917500,Thu May 07 19:58:02 +0000 2020,A 1.2 magnitude earthquake occurred 7.46mi NNW of Castaic, CA. Details: https://t.co/qi8eFeKT1M Map: https://t.co/3wX1TRn7x2
1258479971548323800,Thu May 07 19:33:01 +0000 2020,A 1.9 magnitude earthquake occurred 2.49mi SSE of Home Gardens, CA. Details: https://t.co/qeFkH9Pp9t Map: https://t.co/oRjy9Njjyw
1258478462517403600,Thu May 07 19:27:01 +0000 2020,A 1.3 magnitude earthquake occurred 7.46mi NNW of Castaic, CA. Details: https://t.co/SEoeLHZ27r Map: https://t.co/iuiRSElW5D
1258470159544541200,Thu May 07 18:54:01 +0000 2020,A 1.2 magnitude earthquake occurred 8.08mi N of Castaic, CA. Details: https://t.co/uOHVz46CTk Map: https://t.co/xpt9zN2fhC
1258467641951268900,Thu May 07 18:44:01 +0000 2020,A 1.6 magnitude earthquake occurred 8.08mi N of Castaic, CA. Details: https://t.co/PjqNDxBme4 Map: https://t.co/jbyvF9STkG
1258466635578437600,Thu May 07 18:40:01 +0000 2020,A 2.0 magnitude earthquake occurred 8.7mi N of Castaic, CA. Details: https://t.co/ofnMu4uUlB Map: https://t.co/hbQnEWzJkv
1258343324190036000,Thu May 07 10:30:02 +0000 2020,A 0.9 magnitude earthquake occurred 1.24mi NNE of Loma Linda, CA. Details: https://t.co/kSbkC7bVY5 Map: https://t.co/kbynOLm3Yw
1258273109724942300,Thu May 07 05:51:01 +0000 2020,A 1.2 magnitude earthquake occurred 7.46mi SSE of Corona, CA. Details: https://t.co/VU5cTaGots Map: https://t.co/BzFaK3632A
1258251720448028700,Thu May 07 04:26:01 +0000 2020,A 0.6 magnitude earthquake occurred 1.24mi SE of Loma Linda, CA. Details: https://t.co/t5GTbxDTUT Map: https://t.co/Sw42aAqqhJ
1258190817870483500,Thu May 07 00:24:01 +0000 2020,A 1.0 magnitude earthquake occurred 4.35mi SSW of Pearblossum, CA. Details: https://t.co/x8QpLDgpsD Map: https://t.co/xCR0hXofGv
1258155587042340900,Wed May 06 22:04:02 +0000 2020,A 1.6 magnitude earthquake occurred 1.24mi SE of Home Gardens, CA. Details: https://t.co/fssCvpBiCd Map: https://t.co/37zBNHR89x
1257968100760158200,Wed May 06 09:39:01 +0000 2020,A 1.2 magnitude earthquake occurred 1.86mi E of Brea, CA. Details: https://t.co/f83kbsc7Da Map: https://t.co/2uuSvgPbMs
1257944946692124700,Wed May 06 08:07:01 +0000 2020,A 1.2 magnitude earthquake occurred 4.35mi SSW of Redlands, CA. Details: https://t.co/oJtacEpFxv Map: https://t.co/NgQX7Fdn2F
1257919530338095000,Wed May 06 06:26:01 +0000 2020,A 0.8 magnitude earthquake occurred 2.49mi WNW of Devore, CA. Details: https://t.co/I6mTO8WOk0 Map: https://t.co/Eak5rxD5X6
1257902671056363500,Wed May 06 05:19:02 +0000 2020,A 1.8 magnitude earthquake occurred 6.21mi NW of Malibu, CA. Details: https://t.co/I6fg5x8nGk Map: https://t.co/7qYESXkBoF
1257827421933330400,Wed May 06 00:20:01 +0000 2020,A 2.0 magnitude earthquake occurred 0.62mi SE of View Park-Windsor Hills, CA. Details: https://t.co/TYkcLFsZ6f Map: https://t.co/Zc3obKJ11c
1257738588457889800,Tue May 05 18:27:01 +0000 2020,A 1.1 magnitude earthquake occurred 6.21mi S of Chino, CA. Details: https://t.co/Z2d7rgDq63 Map: https://t.co/yBo2Z9elOh
1257619303068627000,Tue May 05 10:33:01 +0000 2020,A 1.1 magnitude earthquake occurred 3.11mi SE of Ontario, CA. Details: https://t.co/9rY93Ok0JI Map: https://t.co/VtRk0BlvI0
1257595144347385900,Tue May 05 08:57:02 +0000 2020,A 1.2 magnitude earthquake occurred 0.62mi N of Long Beach, CA. Details: https://t.co/DMMdMngXQ9 Map: https://t.co/cSkaGPoQFj
1257347260943421400,Mon May 04 16:32:02 +0000 2020,A 2.4 magnitude earthquake occurred 11.18mi E of Avalon, CA. Details: https://t.co/u2AwjZAN8o Map: https://t.co/IJqhZtQ28g
1257263708129988600,Mon May 04 11:00:01 +0000 2020,A 1.6 magnitude earthquake occurred 3.73mi W of Muscoy, CA. Details: https://t.co/CYoSQJq00f Map: https://t.co/x0ziWbU958
