id,created_at,text
1259891130067492900,Mon May 11 17:00:27 +0000 2020,RT @itsmikelike: If you're thinking of subscribing to Sight &amp; Sound and want to make sure that our huge upcoming #anime special is your fir…
1259872406342115300,Mon May 11 15:46:03 +0000 2020,A reminder that our next issue will be a bumper anime special. Subscribe before the end of tomorrow (Tuesday 12 May… https://t.co/i0MyGgJMoJ
1259850291643666400,Mon May 11 14:18:11 +0000 2020,The 73rd #Cannes Film Festival had been scheduled to begin tomorrow. In its absence, here are some of our favourite… https://t.co/08vEKzJ51w
1259848706041491500,Mon May 11 14:11:53 +0000 2020,@algingersmith We’re publishing the next issue two weeks today, but it’s too soon to confirm further issue dates.
1259536646992773000,Sun May 10 17:31:52 +0000 2020,RT @MoffieFilm: Our director, @OliverHermanus, talks to Ben Walters for @SightSoundmag about his personal experiences with the word ‘moffie…
1258739364743561200,Fri May 08 12:43:45 +0000 2020,Flick lit! 100 great novels about cinema 📚💌🎬 https://t.co/JCvLMs1nnk https://t.co/1944MXGVhk
1258442369126498300,Thu May 07 17:03:36 +0000 2020,Lastly, we’re putting together a bumper Anime special for our next issue, out at the end of the month. If you’re no… https://t.co/v1OAnUT3We
1258440591366652000,Thu May 07 16:56:32 +0000 2020,We’re also offering you £10 off an annual digital Sight &amp; Sound subscription📲 – just £25 until Friday 15 May. Sign… https://t.co/LVN5fIBmhH
1258439160165273600,Thu May 07 16:50:51 +0000 2020,Our new #WeeklyFilmBulletin newsletter 📧 is primed to bring movie wit and wisdom to your inbox tomorrow afternoon (… https://t.co/ZLkQitWJvN
1258001615828783000,Wed May 06 11:52:12 +0000 2020,For our latest Dream Palaces 📽🏩tribute to the cinemas we’re missing, Photograph and The Lunchbox director… https://t.co/WERrMYk53v
1257715248640950300,Tue May 05 16:54:17 +0000 2020,Cagney and the Mob: from our archives, legendary critic Kenneth Tynan reflects on the  career and influence of Jame… https://t.co/dbjSiP4USr
1257586949575135200,Tue May 05 08:24:28 +0000 2020,. @Film4 deputy director Sue Bruce-Smith, who has died aged 62, was a legend in the British independent film world.… https://t.co/0VYxSPhUNP
1257578156460040200,Tue May 05 07:49:31 +0000 2020,RT @BFI: We're thrilled to announce #BFIJapan, a celebration of over 100 years of Japanese cinema  Launching 11 May on #BFIPlayer https://t…
1256248521243705300,Fri May 01 15:46:02 +0000 2020,Scissors make films: from our Spring 1936 issue, silhouette animation pioneer #LotteReiniger explains how she creat… https://t.co/oJ3f2ePxx9
1256219734066036700,Fri May 01 13:51:38 +0000 2020,RT @itsmikelike: This week’s edition of the @SightSoundmag Weekly Film Bulletin is a childrens’ special, with tons of recommendations to wa…
1256206156416114700,Fri May 01 12:57:41 +0000 2020,@RatedFmovies @NikkiBaughan Oops. Thanks - fixed.
1256189685405225000,Fri May 01 11:52:14 +0000 2020,“We all know what happens behind that closed door”: @kittygreen talks about exploring gendered work environments an… https://t.co/NKUjYF82v6
1255872288857174000,Thu Apr 30 14:51:01 +0000 2020,This weekend our Weekly Film Bulletin 🍿📧email newsletter is taking a special look at kids’ home cinema options. To… https://t.co/u5t7XhTnzI
1255870985670201300,Thu Apr 30 14:45:50 +0000 2020,And the second is @alchemyfilmarts, which is live streaming 72 movies this Friday, Saturday and Sunday. Read about… https://t.co/9X54Lzhn9r
1255867156677505000,Thu Apr 30 14:30:37 +0000 2020,Two excellent UK film festivals have pulled out the stops to bring you virtual editions this weekend and beyond – m… https://t.co/slz6VXRpO5
1255816105840595000,Thu Apr 30 11:07:46 +0000 2020,@hillww1 @BFI Thanks. We’re hoping FC will be back – that’s how we read their news.
1255179066992480300,Tue Apr 28 16:56:24 +0000 2020,Dream palaces 📽🏩: @markcousinsfilm remembers filmgoing underground at Sarajevo’s Obala cinema during the Bosnian Wa… https://t.co/jydVXKSx6C
1255145335732596700,Tue Apr 28 14:42:22 +0000 2020,RT @BFI: Help us map the online video response to Coronavirus across the UK.   Let us know about the videos that have entertained, informed…
1254822810788212700,Mon Apr 27 17:20:46 +0000 2020,Now streaming on most UK platforms, #CalmWithHorses is a punchy gangland tragedy from west-country Ireland, writes… https://t.co/SI6GPwkxFy
1254436582616154000,Sun Apr 26 15:46:02 +0000 2020,“Apartheid created a very binary code”: @OliverHermanus tells @not_television about  sexual stigma and fear under A… https://t.co/AvzBIoQww3
1254383294235500500,Sun Apr 26 12:14:17 +0000 2020,From our archives: The pattern under the plough – @polyalbion roams the old, weird Britain on film  ☞… https://t.co/CkxRuEEbVn
1253736750838677500,Fri Apr 24 17:25:09 +0000 2020,RT @IsStevens: The third part of Pedro Almodóvar's lockdown diaries @SightSoundmag is full of recommendations to keep sadness at bay... inc…
1253736612040773600,Fri Apr 24 17:24:36 +0000 2020,RT @kayagenc: Quarantined But Not Forgotten: in @SightSoundMag, I write about Turkish cinephilia in the time of Covid-19: https://t.co/3lA1…
1253711806146715600,Fri Apr 24 15:46:02 +0000 2020,In our latest Dream Palaces 📽🏩post, Present.Perfect. director Zhu Shengze contrasts her movie-watching childhood in… https://t.co/bgGJA6JVer
