id,created_at,text
1261006274520440800,Thu May 14 18:51:38 +0000 2020,This is so so heartbreaking!! Have no words. #LockdownWoes https://t.co/qUNn6q2smZ
1248279414057492500,Thu Apr 09 15:59:38 +0000 2020,For ages, people have complained about Mumbai's infamous traffic and chaos !! But I must admit, a part of me -- som… https://t.co/2LeWMARaY7
1247605675124899800,Tue Apr 07 19:22:26 +0000 2020,Legendary music, lockdown, midnight and me!! 🎶🎼🙏 #OldFilmMusic #Bliss #NoOTT #Carvaan https://t.co/lZxqMGnW5U
1246503898463928300,Sat Apr 04 18:24:22 +0000 2020,Have no words to explain this picture... 🙏🙏 https://t.co/aV3Gk6Y77b
1246498628211839000,Sat Apr 04 18:03:26 +0000 2020,Great stuff, Yami!! Correct, effective messaging can really go a long way today. 👏👌🌟 @yamigautam #StayHomeStaySafe https://t.co/HTE41ZfN68
1244607219171127300,Mon Mar 30 12:47:39 +0000 2020,Words can really go a long way!! 📝✒ #PoetAtWork @kritisanon https://t.co/o4spsKr7Yl
1244256024279707600,Sun Mar 29 13:32:08 +0000 2020,RT @WordsSlay: Fruit sellers offer free bananas to the migrant labourers displaced from Delhi. Humanity is still alive and often comes from…
1238754892971421700,Sat Mar 14 09:12:36 +0000 2020,RT @FilmHistoryPic: - Film was shot at a Grant Road Studio, Mumbai, also featuring Prithviraj Kapoor - 7 songs were recorded - Microphones…
1238754854148939800,Sat Mar 14 09:12:26 +0000 2020,RT @FilmHistoryPic: ALAM ARA : releases today in 1931 at Majestic Cinema, Bombay.  Indian cinema’s first talkie film, directed by Ardeshir…
1235583605058961400,Thu Mar 05 15:11:02 +0000 2020,RT @htshowbiz: #IrrfanKhan opens up about his health, says ‘Now, I have an idea what running out of time actually means’  https://t.co/0a7h…
1233723986716119000,Sat Feb 29 12:01:34 +0000 2020,#Powerful https://t.co/muFuWvPPCI
1233680863369539600,Sat Feb 29 09:10:13 +0000 2020,Just watched #SooryavanshiTrailer and it's so overwhelmingly smashing, grand, entertaining! And love the fact that… https://t.co/UeRAySyMLz
1226792270457786400,Mon Feb 10 08:57:24 +0000 2020,@officiald2h Any update? Is the engineer visiting today? It has been close to 24 hours since my TV has been off. @officiald2h
1226771803474804700,Mon Feb 10 07:36:04 +0000 2020,@officiald2h Mr D2H Sumit, you need to teach your customer care ppl some basic courtesy. I said okay to her sending… https://t.co/pJIuBA59mO
1226769382883250200,Mon Feb 10 07:26:27 +0000 2020,Okay @officiald2h, it's time to get rid of your useless, annoying set-top box. Enough is enough. @TataSky @Airtel_Presence @airtelindia
1226743209339932700,Mon Feb 10 05:42:27 +0000 2020,Don't know what kind of super-updation is happening since last night, despite multiple complaints!! Maybe, I will w… https://t.co/FBYAU5vwWT
1226544634429460500,Sun Feb 09 16:33:23 +0000 2020,Shamelessly thick-skinned, Videocon D2H. 👍👏👏👌 @officiald2h
1226533726764404700,Sun Feb 09 15:50:03 +0000 2020,Hey @officiald2h, every week, there is some DVB SSU Loader update on your set-top box. What am I supposed to do? Wa… https://t.co/RBN7iwniRg
1217758691245613000,Thu Jan 16 10:41:11 +0000 2020,Happiest birthday wishes, Sidharth. May you have a fantastic, dream year ahead!! 😀🌟🎂✨ @SidMalhotra
1217709800554991600,Thu Jan 16 07:26:55 +0000 2020,The January winters, that warm-fuzzy feeling &amp; a cozy-looking Imtiaz Ali film!! Just perfect. 😀👏👌 #LoveAajKal… https://t.co/9Wjm2Xke2P
1217371856308707300,Wed Jan 15 09:04:02 +0000 2020,Woww!! @aliaa08, you can do anything. This is going to be mindblowing. 👏😀✨ #SanjayLeelaBhansali #GangubaiKathiawadi https://t.co/q3Ztg1vRwl
1213495285915308000,Sat Jan 04 16:19:56 +0000 2020,RT @Hindi_Kavitaa: ख़्वाहिशों का क़ाफ़िला भी बड़ा अजीब है 'फ़राज़' अक्सर वहीं से गुज़रता है जहां रास्ता ना हो  - अहमद फ़राज़
1213107520987902000,Fri Jan 03 14:39:06 +0000 2020,There is some 'Roads, traffic and Bridges department' of @mybmc, which is in a great rush to dig up the entire city… https://t.co/j99eK8pmSK
1212730068696551400,Thu Jan 02 13:39:14 +0000 2020,No promise,  No expectations, No hope. But still, I had to  wait for you.  #YouAndMe  #NewStart
1212291406678519800,Wed Jan 01 08:36:09 +0000 2020,No promise,  No expectations, No hope. But still, I had to  wait for you on the other side.  #YouAndMe  #NewStart
1211905407129735200,Tue Dec 31 07:02:19 +0000 2019,They had a super successful, breakthrough year, in 2019. And now, here's a sneak peek into their tenacious journey.… https://t.co/oQBV2AYGgf
1205822349464887300,Sat Dec 14 12:10:25 +0000 2019,All the best bro!! Hit it out of the park. 😄👏🏏 @shahidkapoor #Jersey https://t.co/5cNx3U2yrt
1205821550932287500,Sat Dec 14 12:07:15 +0000 2019,A great conversation with a lovely person!! 😁👏👌 @advani_kiara #GoodNewwz https://t.co/F2Hs8YJGJ9
1205445069425303600,Fri Dec 13 11:11:15 +0000 2019,@NushratBharucha Trust me, they are really smart ones!! 😀👏👏 @NushratBharucha
1205407752178192400,Fri Dec 13 08:42:58 +0000 2019,@NushratBharucha Someone is surely working quietly on Nushrat's super-smart, interesting tweet captions!! 😀😀👌👌 @NushratBharucha
1204676168991023000,Wed Dec 11 08:15:55 +0000 2019,@TheAaryanKartik 🤣🤣👌
1202924079193501700,Fri Dec 06 12:13:44 +0000 2019,An apt reboot of a fun classic! #PatiPatniAurWoh ticks all the right boxes. @TheAaryanKartik is effortlessly endear… https://t.co/e4NTmzK6jC
1202569190202364000,Thu Dec 05 12:43:32 +0000 2019,'I want to play a grey character now -- something like a Gone Girl maybe.' As always, an engaging &amp; in-depth conver… https://t.co/LgycX5XLIa
1201058552577552400,Sun Dec 01 08:40:48 +0000 2019,My first conversation with him was even before Ishaqzaade released. From then to now, one amazing thing about… https://t.co/5maXEIwguY
1200085881001894000,Thu Nov 28 16:15:45 +0000 2019,Satya vachan, Arjun!! 😀👍👌 @arjunk26 https://t.co/rfDWV1ftzB
1200079449489731600,Thu Nov 28 15:50:11 +0000 2019,'Story mein hero ho ya naa ho, story hero honi chahiye.' Love this line from #2States!! 👏👏👌👌 #NowWatching #Favorite @arjunk26 @aliaa08
1199724601506447400,Wed Nov 27 16:20:09 +0000 2019,'I've no other option but to be brave with my choices.' Just chanced upon an old interview of mine with @ayushmannk… https://t.co/3JPO5XdeQH
1198513476064301000,Sun Nov 24 08:07:34 +0000 2019,This is one film that's already on my must-watch list!! Looks like a really inspiring, gripping tale. And I know… https://t.co/6tW2ITk0bu
1197758209135505400,Fri Nov 22 06:06:24 +0000 2019,Happiest birthday wishes Kartik!! May your professional as well as personal life be (biggest) blockbuster in every… https://t.co/ai7ZyzbWIE
1197425241758126000,Thu Nov 21 08:03:19 +0000 2019,Come to think of it, not taking a 'risk' can eventually turn out to be the biggest 'risk' of your life. 🌟🌟 #ThursdayThoughts
1197117630471164000,Wed Nov 20 11:40:59 +0000 2019,Lots of fun &amp; nostalgia overload!! 😀👏🔫 #AnkhiyonSeGoliMare @TheAaryanKartik @ananyapandayy @bhumipednekar… https://t.co/KTVXlVCh9b
1194571035196215300,Wed Nov 13 11:01:43 +0000 2019,Superrrb!! Big congrats, Kriti. Another blockbuster in the making. 😀👏🌟 #BachchanPandey @kritisanon @akshaykumar… https://t.co/7mYXWBvkfx
1194152530365730800,Tue Nov 12 07:18:44 +0000 2019,गुरपूरब दी लख-लख बधाई। 🙏🙏🌟🌟 #GuruNanakJayanti #GuruNanakDevJi https://t.co/JWVAzMtvjD
1193884252036747300,Mon Nov 11 13:32:41 +0000 2019,Thank you everyone. 🙏👍 @_hypepr @niluferq https://t.co/4YmCfs2a1m
1193872000109797400,Mon Nov 11 12:44:00 +0000 2019,Thanks a lot Sabbir bhai. 😊🌟 https://t.co/eb5SvvbVPR
1193862976693919700,Mon Nov 11 12:08:09 +0000 2019,Thank you Mukesh bhai. 😊🙏 @CastingChhabra https://t.co/EtfiMOd1ht
1193857786225938400,Mon Nov 11 11:47:31 +0000 2019,Thanks a lot Krittti!! Hoping that the coming days have great things in store for all of us. 😀🙏🌟 @kritisanon https://t.co/nlhkFvx0M9
1193847034932916200,Mon Nov 11 11:04:48 +0000 2019,Thanks a ton!! 😊🙏🌟 @GeetaSanon https://t.co/7re4GYzs2p
1193802803866681300,Mon Nov 11 08:09:02 +0000 2019,Come what may, my office blackboard -- without fail -- reminds me every year that I have spent another year in the… https://t.co/HREXwiDPh9
1193526349677228000,Sun Nov 10 13:50:31 +0000 2019,As always, a great outing -- though in a completely new medium -- from @akshaykumar!! And what an immensely confide… https://t.co/LQWX6VfSwc
1193397704052723700,Sun Nov 10 05:19:19 +0000 2019,A great, heartfelt conversation with @SidMalhotra!! Superb, bro. 😀👏🌟 #Marjaavaan https://t.co/E0mlL3fzYC
1192834123104055300,Fri Nov 08 15:59:51 +0000 2019,He's clearly in the zone &amp; having a bal-l. A shining performance from @ayushmannk in a rib-tickling, nuanced entert… https://t.co/dJXHGzmKu9
1191984650161397800,Wed Nov 06 07:44:21 +0000 2019,*Amitabh Bachchan's old films.
1191971657822417000,Wed Nov 06 06:52:43 +0000 2019,Power of Big B!! Spotted this poster outside Dadar station. Very innovative clean-up campaign, but it also shows ho… https://t.co/tsRj75gsKo
1191660968125718500,Tue Nov 05 10:18:09 +0000 2019,Splendid, regal! Love the sheer grandeur &amp; gritty narrative. A tough @arjunk26 with the powerful @kritisanon and an… https://t.co/mqA08fmCy1
1191387971641065500,Mon Nov 04 16:13:22 +0000 2019,Epic!! This one looks really fierce, solid. 👌👍⚔ #Panipat #HistoryBuff @arjunk26 @kritisanon @duttsanjay… https://t.co/eoUUnd4Gc7
1191284914622066700,Mon Nov 04 09:23:51 +0000 2019,No 'kapol-kalpana' here! This great rollercoaster ride seems like a sure-shot -- a fun, modern ode to an all-time c… https://t.co/UtU8lLIUn2
1191230358454440000,Mon Nov 04 05:47:04 +0000 2019,'The idea is to be the quintessential rule-breaker and not follow any rules.' Clearly, he is on a rule-breaking spr… https://t.co/rZpOV7LNo8
1190146644618010600,Fri Nov 01 06:00:46 +0000 2019,Of straight drives &amp; more!! Bro, you seem all set to hit it out of the park. All the besst! 😀👏🏏 #Jersey… https://t.co/POnitx8zPU
1189928386052780000,Thu Oct 31 15:33:29 +0000 2019,All the 'super' best, Kritti!! Have a blassst. 😊👏🍼 #Mimi @kritisanon #DineshVijan https://t.co/Q4VjO3KskT
1189570172186583000,Wed Oct 30 15:50:04 +0000 2019,Just love this picture, as it has the Shoojit Sircar stamp all over!! 😀👏🌟 #GulaboSitabo @ayushmannk @SrBachchan… https://t.co/3GwWR4BI0g
1189183667488219100,Tue Oct 29 14:14:14 +0000 2019,Beauty &amp; grace personified. Period. 🌟🌟🙏🙏✨✨ #Madhubala #Legend #AaiyeMeherbaan #HowrahBridge https://t.co/nVhITalaI6
1187390533129269200,Thu Oct 24 15:28:58 +0000 2019,Looks like a fab Friday is in the offing with three absolutely distinct yet potential biggies!! 🎫👏✨ #DiwaliWeek… https://t.co/PoDrTSZ8lB
1187351624907448300,Thu Oct 24 12:54:21 +0000 2019,Two drops of water and Mumbai's traffic gets fucked. 🤬🤬 #PackedLinkRoad #MumbaiRains @RidlrMUM
1186667641810743300,Tue Oct 22 15:36:27 +0000 2019,This looks like a mad, fun ride!! Superrb. 😄👌👏 #PagalpantiTrailer @TheJohnAbraham @BazmeeAnees @ArshadWarsi… https://t.co/TZUygDp1oA
1186652338900963300,Tue Oct 22 14:35:39 +0000 2019,Happiest birthday wishes, Parineeti!! May you have a great year ahead. Have a blassst. 🎂🌟✨😀 @ParineetiChopra
1185535127926923300,Sat Oct 19 12:36:15 +0000 2019,#Rewind: As #StudentOfTheYear completes seven years, it reminds me of this really special photo shoot with @aliaa08… https://t.co/TKOxO56mX3
1184482855054766000,Wed Oct 16 14:54:53 +0000 2019,One of the most engaging stories from the book, Mafia Queens of Mumbai, and two of my most favorite people -- the o… https://t.co/P73NSaLaB0
1184021724083511300,Tue Oct 15 08:22:31 +0000 2019,@Ashwinyiyer Sounds super exciting. Big congrats Ashwiny. 😊👏👌 @Ashwinyiyer @niteshtiwari22 #MahaveerJain
1181951565529108500,Wed Oct 09 15:16:27 +0000 2019,It's going to be a dream chat!! One of the best interviewers in conversation with a major movie star, who is possib… https://t.co/3LA6xhImij
1181602837056245800,Tue Oct 08 16:10:44 +0000 2019,As autumn leaves  turn and the air  grows chill, my  memories of you  freeze. Now, I seek  you out secretly, silently.  #TuesdaysThoughts
1180772577536430000,Sun Oct 06 09:11:34 +0000 2019,'Once my kids grow up, they won't have time for me even if I've all the time for them.' In a heartfelt conversation… https://t.co/N8DdVAdRaH
1179640278715699200,Thu Oct 03 06:12:13 +0000 2019,@_SanjayGupta It looks like the dashing 90s. Ab kahaan hai that style &amp; swag!! 😀👏 @_SanjayGupta
1179413477900853200,Wed Oct 02 15:11:00 +0000 2019,October autumn, sunshine and rain. Seasons shifting, shorter days, but I will want you through time,  space &amp; change.  #WednesdayWisdom
1178658413653430300,Mon Sep 30 13:10:38 +0000 2019,RT @Hindinama2: चाँद कितनी कोशिश क्यों न करे, वह रात को दिन नहीं बना सकता।  ~ धर्मवीर भारती
1177237466941657000,Thu Sep 26 15:04:18 +0000 2019,Full seeti-maar trailer of a film that looks so heavy-duty. Love the grittiness and dialoguebaazi, bro!!… https://t.co/2zhey5E4M8
1176902171771789300,Wed Sep 25 16:51:58 +0000 2019,One of my most favourite films, ever!! Can never forget Meeta's dialogue, 'do half mein ek full se zyaada milta hai… https://t.co/RU3tW2bQId
1176830695924215800,Wed Sep 25 12:07:57 +0000 2019,Uniquely 'epic' poster ideas!! Clearly, this time, it's going to be a jam-packed madhouse. Superb! 👏👌😀 #Housefull4… https://t.co/kHohRXkoZ0
1176168867489431600,Mon Sep 23 16:18:04 +0000 2019,Mindblowing!! This looks super gritty bro. 👏👏👌👊👊 @SidMalhotra #Marjaavaan @zmilap @nikkhiladvani https://t.co/8pkH9WVnqZ
1176156786878861300,Mon Sep 23 15:30:04 +0000 2019,It seems all set to hit the bull's eye!! Amazed. 👏🌟🔫 #SaandKiAankhTrailer @bhumipednekar @taapsee @Shibasishsarkar… https://t.co/cQCx19K1TA
1175667001445904400,Sun Sep 22 07:03:50 +0000 2019,You can be... I am very sure!! 😁😁💌 @kritisanon #LoveGuru https://t.co/6XliEzVDH6
1175662756030115800,Sun Sep 22 06:46:58 +0000 2019,'Love isn't complicated, people are.' Well, it's possibly the most sane, uncomplicated thing I have read/heard in r… https://t.co/SCabg9GNVt
1175438562558271500,Sat Sep 21 15:56:06 +0000 2019,Thrilled that #GullyBoy will represent India at the Oscars next year! A complete, profound film that has it's heart… https://t.co/PfuRyVuoMn
1175331060068028400,Sat Sep 21 08:48:55 +0000 2019,RT @rogerfederer: Coach #Fedal 🧐🤓 https://t.co/zVdaGTiTxz
1174967030987944000,Fri Sep 20 08:42:24 +0000 2019,O bhaaai, ab Choocha ban gaya hai Sexa, and that too with flying colours. Superrrb!! 😆👏🌟 @varunsharma90 #Chhichhore… https://t.co/Go2gfzPg0j
1174932328134561800,Fri Sep 20 06:24:30 +0000 2019,When you know,  you know. And  you don’t fight it.  You don’t deny  the inevitable.  You free fall, because you  kn… https://t.co/2GCJROzNkI
1174708344612720600,Thu Sep 19 15:34:29 +0000 2019,Needless to say that it's a really unique thought!! Lovved it. Fantastic job, the entire team. 👬👏🌟… https://t.co/YfNw5uJ3d3
1173819542163710000,Tue Sep 17 04:42:42 +0000 2019,RT @htTweets: PM Narendra Modi’s 69th birthday will see the announcement of a new movie based on his life, the second such to be made after…
1173617986168598500,Mon Sep 16 15:21:47 +0000 2019,RT @htTweets: #HTExclusive | Sanjay Leela Bhansali to make a film on PM @narendramodi    (report by @SinghhPrashant)   https://t.co/Oejj9J6…
1173173703271682000,Sun Sep 15 09:56:22 +0000 2019,RT @FilmHistoryPic: As #Doordarshan 60 today! And it's a Sunday! here's an album of all the @DDNational tv show tweets.   https://t.co/VNVQ…
1173172720957366300,Sun Sep 15 09:52:27 +0000 2019,Happiessst birthday wishes to the master storyteller, a splendid filmmaker, an accomplished footballer &amp; a great hu… https://t.co/UHaynyAvVG
1172897739228627000,Sat Sep 14 15:39:47 +0000 2019,'Tere dar par sanam chale aaye', 'Iss Tarah Aashiqui Ka Asar Chhod Jaaunga', Tujhe Dekha Toh Yeh Jaana Sanam,' and… https://t.co/rZDdV2uy1X
1172769681863667700,Sat Sep 14 07:10:55 +0000 2019,Happiest birthday wishes to one of the most exciting, adventurous &amp; daring actors of today's times!! Have a blast,… https://t.co/qNZI4dExat
1172405546453885000,Fri Sep 13 07:03:59 +0000 2019,Khurrana saab, this is the mindblowing 'dream' stuff. A very bright &amp; assured performance. Greaat. Fantastic to see… https://t.co/dB6GnoVAYY
1172403578293457000,Fri Sep 13 06:56:09 +0000 2019,Ae bande ne att chuki hoyi ae &amp; that's delightful.😀 #DreamGirl's a laugh riot that makes you smile even long after… https://t.co/mUmcjtUQzO
1172030787388158000,Thu Sep 12 06:14:49 +0000 2019,Classy, yet unique &amp; clutter-breaking! She has aced the style game like an absolute, effortless diva. Great,… https://t.co/hVBIlfbBDN
1170617105512722400,Sun Sep 08 08:37:21 +0000 2019,An extremely well-written film that has it's biggest strength in a passionate execution, great moments &amp; on-point p… https://t.co/D5LG4i3Y7r
1170616408159355000,Sun Sep 08 08:34:35 +0000 2019,Nostalgia overload! #Chhichhore has a big beating heart in the right place that revs up fervent, relatable emotions… https://t.co/2hd5JHQ1s5
1170420381263351800,Sat Sep 07 19:35:38 +0000 2019,RT @NASA: Space is hard. We commend @ISRO’s attempt to land their #Chandrayaan2 mission on the Moon’s South Pole. You have inspired us with…
1170054563010793500,Fri Sep 06 19:22:01 +0000 2019,RT @JeffBezos: Rooting for team India. Good luck, India! #Chandrayaan2 https://t.co/iWWSqPs4nz
1170047469226532900,Fri Sep 06 18:53:49 +0000 2019,Sometimes, we just know, without  any explanation,  words, pain or even relief.  #NightVision
1169889352689672200,Fri Sep 06 08:25:31 +0000 2019,@SidMalhotra Haha!! Can't wait for the 'gift' bro. 🌟🌟😀😀👌👌 @SidMalhotra
1169860184740487200,Fri Sep 06 06:29:37 +0000 2019,Kya baat hai!! Looks super solid, bro. See you in #Marjaavaan just three days before my birthday. 😀👏👊 @SidMalhotra… https://t.co/NxNltgK9LZ
1169661082182414300,Thu Sep 05 17:18:27 +0000 2019,Before we bid adieu to the #TeachersDay, here's a blast from the past!! One of the best photo shoots I've ever done… https://t.co/PgtNWR8143
1169569154497745000,Thu Sep 05 11:13:10 +0000 2019,@NushratBharucha @SonyTV After 'well-red', now 'yellow-ji sanam...' Loving your smart play on words/songs,… https://t.co/k4XhcV6y87
1169492006705348600,Thu Sep 05 06:06:37 +0000 2019,@Shibasishsarkar @sujoy_g 🤣🤣👌👌 #TrueThat
1169195655337672700,Wed Sep 04 10:29:01 +0000 2019,Some faded  memories,  some broken  promises,  some familiar  faces. God knows,  what all came  tumbling down  from… https://t.co/r7tIqusJyq
1168844659965120500,Tue Sep 03 11:14:17 +0000 2019,A really hard-hitting scene (one of my favourites from the film). Once you watch it, you realise what a 'real-istic… https://t.co/zanDyAcd8l
1168810412789231600,Tue Sep 03 08:58:12 +0000 2019,@medhashri 🤣🤣🙏🙏
1168776395113324500,Tue Sep 03 06:43:02 +0000 2019,@medhashri Heavy-duty, loaded!! 👏👍
1168379047597887500,Mon Sep 02 04:24:07 +0000 2019,'The energy around Ganpati is infectious.' We catch hold of super-busy @ayushmannk for a photoshoot and - as always… https://t.co/3EiPobV9RV
1167857826103824400,Sat Aug 31 17:52:58 +0000 2019,Tinkle tinkle little star... 🌟🌟😀📖 #BackToSchoolDays #Bliss @TinkleMagazine @ACKComics https://t.co/rbRmCBLAh0
1167330649499263000,Fri Aug 30 06:58:09 +0000 2019,O 'baby'!! Looks like this one's gonna be a very special, heartwarming tale. Congrats, and bravo Kriti for taking u… https://t.co/7q2GkKyVrT
1167134916120703000,Thu Aug 29 18:00:22 +0000 2019,@kritisanon @filmfare @RohanShrestha Fantastic!! A really stunning photo-shoot. 👌😊📸 @kritisanon #CoverGirl
1166307025623498800,Tue Aug 27 11:10:38 +0000 2019,At the twilight of my foggy  dreams, I will look out for  you, from the  misty window  of my soul.  #TuesdayThought
1166274357389213700,Tue Aug 27 09:00:49 +0000 2019,Spectacular, mind-numbing, insane !! 👏💪🌟 #WarTrailer #War @iHrithik @iTIGERSHROFF #SiddharthAnand @Vaaniofficial… https://t.co/UCqlSfqWUu
1166265194336542700,Tue Aug 27 08:24:25 +0000 2019,Hey @VodafoneIN, I've some breaking news: you guys have the worst network. Till now, I was tortured by crap network… https://t.co/D9c5vtOQak
1165995431106494500,Mon Aug 26 14:32:28 +0000 2019,Bhai, yeh banda apni hi 'league' mein kaam kar raha hai!! League of extraordinary characters &amp; genres. Another winn… https://t.co/GS8Cz6t3tm
1164952203724902400,Fri Aug 23 17:27:03 +0000 2019,🙏🙏🎶🎶 https://t.co/uh262t7xxj
1164940056974356500,Fri Aug 23 16:38:47 +0000 2019,RT @UNESCOstat: India is the top producer of films in the most number of languages, including:  🎥 Hindi 🎥 Tamil 🎥 Telugu 🎥 Kannada 🎥 Bengal…
1164929469661900800,Fri Aug 23 15:56:43 +0000 2019,कभी कभी मेरे दिल में ख़याल आता है के जैसे तुझ को बनाया गया है मेरे लिए, तू अब से पहले सितारों में बस रही थी कही तु… https://t.co/FFyjNPcUwa
1163453446625910800,Mon Aug 19 14:11:32 +0000 2019,RT @htshowbiz: Akshay Kumar on donating Rs 2 cr towards Assam floods: ‘God has given me a lot of money, kahaan leke jaane hain paise’  http…
1163321561371144200,Mon Aug 19 05:27:28 +0000 2019,In a somewhat  hazy corner of  my heart, I am  still keeping you  safe, hidden.  I am not letting  you go, ever.  #MoodyMonday
1163121898353381400,Sun Aug 18 16:14:04 +0000 2019,Thanks a lot sir. It's always great to talk to Vicky. See you soon!! 😀🙏🌟 @ShamKaushal @vickykaushal09 https://t.co/BsAvBypUil
1163062756309758000,Sun Aug 18 12:19:04 +0000 2019,One of the most entertaining films of recent times!! Loved the storyline &amp; it's fab characters - Bitti, Chirag &amp; Pr… https://t.co/UYVr1gqOBz
1163027402370404400,Sun Aug 18 09:58:35 +0000 2019,When dad says that people now call him @vickykaushal09's father, it feels amazing. The National Award-winning actor… https://t.co/ZqEH7vc2Ir
1162037526552387600,Thu Aug 15 16:25:10 +0000 2019,That kinda mood!! ☺🌟 #ChhookarMereMannKo #OldSong #Yaarana @SrBachchan #NeetuKapoor https://t.co/Qoad9CFK34
1161932504724414500,Thu Aug 15 09:27:51 +0000 2019,RT @FCBarcelona: Happy Independence Day to all Barça Fans from India 🇮🇳 https://t.co/d3Q7CePf8k
1161280286350631000,Tue Aug 13 14:16:10 +0000 2019,The rumor is, she has an affinity for destruction. If that's true, let me destroy  myself and see.  #TuesdayVibes
1161158986218889200,Tue Aug 13 06:14:10 +0000 2019,@kritisanon Extremely profound and cathartic words. Beautifully woven, Kriti. 😊👏👌 @kritisanon #PoetKriti
1160923804350275600,Mon Aug 12 14:39:38 +0000 2019,Kya baat hai Khurrana saab, or should I say Pooja!! 😀👌 This has pure entertainment &amp; unbridled success written all… https://t.co/cQTF5fKTTf
1160608842876477400,Sun Aug 11 17:48:05 +0000 2019,Who is Pooja? Just got a very seductive voice note from her. I have been told that we all can meet her tomorrow. 🤔🤔… https://t.co/zYZceg1iT5
