id,created_at,text
1259666071994466300,Mon May 11 02:06:09 +0000 2020,@yxtay Congratulations YuXuan! Here's hoping more success will come your way! - MG
1259566471258296300,Sun May 10 19:30:23 +0000 2020,Go serverless with your apps, even when they’re using different versions of Python. In this episode of "Serveless T… https://t.co/OqNkwYzlEk
1259561691790151700,Sun May 10 19:11:23 +0000 2020,RT @KubernetesPod: Break a plate for OPA!   @OpenPolicyAgent is our topic this week, and our guests are its creators Tim Hinrichs (@tlhinri…
1259518233599783000,Sun May 10 16:18:42 +0000 2020,RT @swongful: 🆕What really makes up #hybridmulticloud? Today on Eyes on Enterprise, Sam and I dispel myths around them, and dive into:  1.…
1259417465114841000,Sun May 10 09:38:17 +0000 2020,@SatishPatel_PMC The moderators should get around to approving your post soon. -LH
1259392282689765400,Sun May 10 07:58:13 +0000 2020,@SatishPatel_PMC Hey Satish,  for help with technical questions, we recommend checking out our community support op… https://t.co/Oh0OmyjA13
1259258934734532600,Sat May 09 23:08:20 +0000 2020,RT @yufengg: Today's episode of The Data Show yielded many useful insights and findings: from using Google Maps to visualize COVID-19 Mobil…
1259211130381013000,Sat May 09 19:58:23 +0000 2020,RT @gregsramblings: Two podcasts to add to your list: @KubernetesPod - just celebrated it’s 2nd birthday! and the @GCPPodcast - in its 5th…
1259151148541493200,Sat May 09 16:00:02 +0000 2020,From expanding multi-cloud capabilities to securing all virtual meetings, here's the latest from @googlecloud in Ap… https://t.co/uZ1ndQ0zei
1259117840633925600,Sat May 09 13:47:41 +0000 2020,RT @SRobTweets: You can now try out the 🍞 or 🧁 or 🍪 model on your own recipes!  https://t.co/PCuqC2Z454 https://t.co/VKOJuHoPIG
1258995002757259300,Sat May 09 05:39:34 +0000 2020,@Kotresh71811540 Hey there, you can find more info on support options here: https://t.co/1z6VdZekYu -GW
1258892940581253000,Fri May 08 22:54:00 +0000 2020,RT @GCPPodcast: .@Spotify Developer Advocate @joshubrown joins hosts @markmirch &amp; @briandorsey this week. We talk about Spotify Web API, it…
1258888659891339300,Fri May 08 22:37:00 +0000 2020,Available from the @googlecloud Marketplace, Anthos Sample Deployment enables you to launch a test environment with… https://t.co/0oKm9uZmMI
1258875152353366000,Fri May 08 21:43:19 +0000 2020,RT @felipehoffa: Data Studio finally supports Google Maps, so it was time to get hand-on with @yufengg:  https://t.co/BuGZxtcnOV  Learn how…
1258870453831073800,Fri May 08 21:24:39 +0000 2020,@sowe Hi John, thanks for sharing this question. We recommend putting it up for discussion in our Community Support… https://t.co/1SmiaswYSI
1258843098282631200,Fri May 08 19:35:57 +0000 2020,@boedybios Awesome job, Setia! Thanks for sharing. We hope you continue learning and achieving all of your goals! 🙌🏻 -LC
1258842792954073000,Fri May 08 19:34:44 +0000 2020,RT @yufengg: There's so much data out there, just waiting to be labeled. @GCPcloud has a Data Labeling Service that's built to take care of…
1258840011526606800,Fri May 08 19:23:41 +0000 2020,@skmcloughlin Way to go Shaun, congrats on your certification! Thank you for sharing with all of us, keep it up! -ES
1258820969377992700,Fri May 08 18:08:01 +0000 2020,RT @swongful: 📣 #Kubeflow 101 Episode 3➡️Kubeflow Components broken down. Build multiple ML models on your favorite frameworks and swap in…
1258795876824342500,Fri May 08 16:28:18 +0000 2020,@piedatastudio Hey there, have you tried using Community Support where our team and other experts can give you a re… https://t.co/vFDAt9rUk8
1258777099399282700,Fri May 08 15:13:42 +0000 2020,RT @KubernetesPod: Part philosopher, part software engineer, all fantastic storyteller!  Our guest this week is Matt Butcher (@technosophos…
1258745325742940200,Fri May 08 13:07:26 +0000 2020,@thibaultleouay Hi Thibault, that doesn't look good. I'm not sure why, but the technical support team can troublesh… https://t.co/YZsjFS6vpW
1258711447682584600,Fri May 08 10:52:49 +0000 2020,@RoozbehDK Thank you for sharing your certification with us. We're thrilled with you achievement, Roozbeh. -TP
1258603463124103200,Fri May 08 03:43:43 +0000 2020,@PrithishGhosh5 Hello Prithish, awesome work! and  thank you for sharing congratulations!  -JG
1258554939074384000,Fri May 08 00:30:54 +0000 2020,RT @sethvargo: Did someone say @GCPcloud  #buildpacks? Introducing GCP buildpacks that are compatible with the CNCF v3 spec:  https://t.co/…
1258539868537274400,Thu May 07 23:31:01 +0000 2020,@asrulaji_ @googledevsid We are sure that you'll complete some more in no time! Thank you so much for sharing and c… https://t.co/UpQv6jW4DS
1258530585212940300,Thu May 07 22:54:08 +0000 2020,RT @robertsaxby: Wondering how to migrate #Hadoop workloads to #GoogleCloud? Check out this blog by @anantdamle @varundhussa   https://t.co…
1258519422018322400,Thu May 07 22:09:47 +0000 2020,RT @steren: Tired of screenshots that appear blurry on high density displays? introducing SVG screenshots.  I wrote and deployed a small we…
1258495861270761500,Thu May 07 20:36:09 +0000 2020,RT @googlecloud: Analysts and developers alike use BigQuery to ingest &amp; store large amounts of data, and make that data accessible for fast…
1258489147414773800,Thu May 07 20:09:28 +0000 2020,@CodingCatDev Hey there, sorry to read that. Have you discussed this in our Community forums? There is a large, act… https://t.co/pj4QUQFkq1
1258483428757995500,Thu May 07 19:46:45 +0000 2020,RT @pvergadia: 👋It's puzzle 🧩 time to show off our learnings from #13daysofgcp   Leave a comment below and include your solved puzzle! Read…
1258460294130647000,Thu May 07 18:14:49 +0000 2020,@alfharizky1 @googledevs @qwiklabs @Google Congratulations Alfharizky! We are happy to see your journey is going mi… https://t.co/Nbm1cHDYhn
1258445371023544300,Thu May 07 17:15:31 +0000 2020,Join @kaggle's community advocate @kierisi as she discusses systolic arrays and bfloat16 multipliers, two component… https://t.co/GqT20Fdck8
1258438017338966000,Thu May 07 16:46:18 +0000 2020,RT @swongful: EP2 of #Kubeflow 101 is out! I'll show you how to set up Kubeflow on any #kubernetes cluster and connect to it so you can sta…
1258432761490280400,Thu May 07 16:25:25 +0000 2020,@bryankunn Woohoo, congratulations Bryan! We're glad to see you growing and hope this will help you achieve your goals👏👏 -VS
1258391003125493800,Thu May 07 13:39:29 +0000 2020,RT @jezhumble: .@GCPcloud Talks by DevRel🎙  Join @DinaPortman and I as we talk about "Secrets of High Performing Technology Organizations"…
1258344929207730200,Thu May 07 10:36:24 +0000 2020,@lineargs Hi Goran, sorry to hear that. Can yu send us a DM with a screen shot of the issue and confirming if the s… https://t.co/uMGFGQdzPo
1258229031662686200,Thu May 07 02:55:52 +0000 2020,@PrithishGhosh5 Hey there, thank you for sharing your success, congratulations! keep up the good work. -JG
1258200585607753700,Thu May 07 01:02:50 +0000 2020,RT @datancoffee: Missing Cloud Next? Here's a wave of new features in Dataflow and Pub/Sub: SQL for streams, make predictions with real-tim…
1258178075893944300,Wed May 06 23:33:23 +0000 2020,RT @glaforge: "Managing cost and reliability in fully managed applications"  Interesting article which covers a comprehensive list of tweak…
1258176363032391700,Wed May 06 23:26:35 +0000 2020,@danielwmccarthy Great way to spend your time Daniel. Congrats on your certification, well deserved. Thank you for… https://t.co/IfgxPEUlff
1258156702765142000,Wed May 06 22:08:28 +0000 2020,RT @robertsaxby: Do you need to connect your (on-prem) visualization software such #Tableau to #Hive or #SparkSQL running on #GoogleCloud?…
1258135609908105200,Wed May 06 20:44:39 +0000 2020,Using a pinch of data, a dash of a TensorFlow model, and a lot of #ML, @SRobTweets created a model to invent a new… https://t.co/JIaoBENeeC
1258126754931257300,Wed May 06 20:09:27 +0000 2020,RT @swongful: 📢New series alert! In this first episode of #Kubeflow 101, I cover 3️⃣ principles that Kubeflow is built around: composabilit…
1258103483116540000,Wed May 06 18:36:59 +0000 2020,@davezen1 Hi David, thanks for the note. I'll pass on your feedback to the team in charge. -BI
1258091984411033600,Wed May 06 17:51:17 +0000 2020,@JulienCoquet Congratulations, Julien! We hope this knowledge helps you drive innovation and bring awesome creations to life. -EC
1258087128673771500,Wed May 06 17:32:00 +0000 2020,RT @yufengg: Get ready for the premier of THE DATA SHOW! Today, Wednesday May 6, at 12pm PST / 3pm EST / 8pm BST, join @felipehoffa and I a…
1258077493589954600,Wed May 06 16:53:43 +0000 2020,@dburkland Hi Dan, thanks for reaching out. Unfortunately, there are no updates at the moment. Feel free to contact… https://t.co/c5xn9vEKkO
1258049231094526000,Wed May 06 15:01:24 +0000 2020,RT @pvergadia: 👋#GoogleCloud Devs As we wrap up #13daysofgcp thank you 🙏 for your participation and topic suggestions that made it all so m…
1257716370223005700,Tue May 05 16:58:44 +0000 2020,@jasanidarsh3 🙌 Wohoo! We are happy to see you begin this exciting learning journey, Darsh! Keep going! -LN
1257703301455458300,Tue May 05 16:06:48 +0000 2020,RT @ahmetb: Since Cloud Run can now access private networks and IPs:  How to connect Kubernetes pods or services running on a Private GKE c…
1257594545283440600,Tue May 05 08:54:39 +0000 2020,@w3st3ry Hey Val, we have not made any announcements in relation to official common-cu102 (CUDA 10.2) images from d… https://t.co/SQwvOKa3vD
1257579325177639000,Tue May 05 07:54:10 +0000 2020,@ramonsmits Hey Ramon, can you DM us your case number? -LH
1257558983067476000,Tue May 05 06:33:20 +0000 2020,@AnggaAgia Well done Angga! 🎉 That's an amazing amount of work you've completed! -GW
1257475776280133600,Tue May 05 01:02:42 +0000 2020,RT @felipehoffa: Going deeper with BigQuery + Data Studio, live, this Wednesday with me and @yufengg.  Tune in to participate in the live c…
1257444901064712200,Mon May 04 23:00:01 +0000 2020,We're excited to announce that if you sign up by May 31, 2020, you can still enroll in Google Cloud training on bot… https://t.co/cym2qjhMoe
1257288112256028700,Mon May 04 12:36:59 +0000 2020,@spolavarapu Good job, Sudheer! We're happy for you. 🙌 -RS
1257182915470950400,Mon May 04 05:38:59 +0000 2020,@venksv Hey there, we're currently not seeing issues with the Mumbai region https://t.co/T5OlvScNKh I'd recommend c… https://t.co/8L2Puz3wQJ
1256993244979888000,Sun May 03 17:05:18 +0000 2020,@mhamrah Hi Michael, thanks for the note. Feel free to submit your Feature Requests and vote on existing requests h… https://t.co/wxWqHevqbR
1256992589108187100,Sun May 03 17:02:41 +0000 2020,@rishibshah What an impressive achievement! Congratulations Rish! -BI
1256794401818411000,Sun May 03 03:55:10 +0000 2020,@Santosh2702s Thank you for sharing your success with us! keep up the good work! -JG
1256710646483357700,Sat May 02 22:22:21 +0000 2020,@KanishkAgrawal Hi Kanishk, have you tried using Community Support where our team and other experts can give you a… https://t.co/Fz8BkPkD3V
1256659272823439400,Sat May 02 18:58:12 +0000 2020,@Rohan_S_Raju Hi Rohan, have you contacted our Billing team yet? If you haven’t, feel free to reach out to them her… https://t.co/ex1fCf9mhj
1256653537725030400,Sat May 02 18:35:25 +0000 2020,@beesunxing Hey there, sorry to hear this. Does the issue persist when you try using an incognito window? If so, fe… https://t.co/WAa5au0mqa
1256626400989073400,Sat May 02 16:47:35 +0000 2020,@yahya_zuhair 🎉 Congratulations, Zuhair! We are excited to see how far you will go with this achievement! 😉 -LN
1256598491142459400,Sat May 02 14:56:41 +0000 2020,@jjkoh95 Hi Jun, sorry about that. Can you try this one please https://t.co/tiZIdaHzcu. I recommend reaching out to… https://t.co/HAaOHvG78E
1256579945607946200,Sat May 02 13:42:59 +0000 2020,@Parag0506 Hi Parag, thanks for getting in touch. We recommend posting your question on our Community Support https://t.co/HbZnLxsNo7. -JR
1256481954175819800,Sat May 02 07:13:36 +0000 2020,@suhasv95 Hi Suhas, sorry to hear you're experiencing this. It would be best to check out our Community Support opt… https://t.co/3fzGZQk11V
1256377398733484000,Sat May 02 00:18:08 +0000 2020,@jcaa_gt Hello Joseph, thank you for sharing your success, congratulations and keep up the awesome job.  -JG
1256357687429922800,Fri May 01 22:59:49 +0000 2020,@wkalfood Congratulations Waleed, thank you for sharing your success! We can't wait to see more from you. Keep it up! -ES
1256317173318004700,Fri May 01 20:18:50 +0000 2020,@bartoszpelikan @GDGCloudNbg @KarenTamrazyan Congrats Bartosz! Thank you for sharing this and we can't wait to see… https://t.co/gVmQwIeRub
1256283114390917000,Fri May 01 18:03:29 +0000 2020,@FlockonUS Hi Fabiano, you can submit your Feature Requests and vote on existing requests here: https://t.co/MGUhVDt4NV. -VS
1256269464565420000,Fri May 01 17:09:15 +0000 2020,@jjkoh95 Hi Jun, it seems you need to request a quota increase: https://t.co/cr1KyM0uRb
1256267578558865400,Fri May 01 17:01:45 +0000 2020,@jhender Hi Jib, have you discussed this in our Community forums? There is a large, active community there that can… https://t.co/CFuHFNwR1Z
1256251563871555600,Fri May 01 15:58:07 +0000 2020,@patrickweave_r Hi Patrick, sorry to hear that. I recommend reaching out to the Billing Support Team, to discuss th… https://t.co/I0sabu9M7D
1256243854103150600,Fri May 01 15:27:29 +0000 2020,@emad_sarhan Congratulations Emad! We're happy for you. 🙌 -MM
1256232353732714500,Fri May 01 14:41:47 +0000 2020,@im_dpk Hey David,  we haven't had any other reports of an issue at this time. We recommend posting in the communit… https://t.co/a6KQNYmIot
1256218146580594700,Fri May 01 13:45:20 +0000 2020,RT @quaesita: 🔥 Who else is excited about the latest awesomeness in metadata management? Check out @GCPcloud's Data Catalog - a simple inte…
1255989804858249200,Thu Apr 30 22:37:59 +0000 2020,Learn how to use Cloud’s AI Prediction service, and how it helps you understand your model’s outputs by recognizing… https://t.co/CUxNYW7nPv
1255971155313332200,Thu Apr 30 21:23:52 +0000 2020,@iamunnip Congratulations Unni! Thank you for sharing your success with us! -WR
1255958545138409500,Thu Apr 30 20:33:46 +0000 2020,Anthos Sample Deployment on Google Cloud is a simple way to explore the platform &amp; its components. Take a look at a… https://t.co/hdzZfeSWjt
1255956699640365000,Thu Apr 30 20:26:26 +0000 2020,@ayman_alsaqar Hi there Ayman, thank you for bringing this up to us. Is there a chance you can share with us the er… https://t.co/Fu7AUSb6L6
1255914749809823700,Thu Apr 30 17:39:44 +0000 2020,@shelsoloa Hi Shel, thanks for your interest. The information here https://t.co/CbiVEEiGuC can help provide clarifi… https://t.co/tlle0C2NwS
1255897000589099000,Thu Apr 30 16:29:13 +0000 2020,@rajsinghper Hey Rajinder, thank you for sharing the love! We're happy to hear you're enjoying our products❤️ -VS
1255893034107101200,Thu Apr 30 16:13:27 +0000 2020,@jaysbays Hi Jack, have you contacted our Billing team yet? If you haven’t, feel free to reach out to them here:… https://t.co/As3uVGaCiT
1255851272005132300,Thu Apr 30 13:27:30 +0000 2020,@vikas_kapture Hi Vikas, thanks for your message. Indeed, any issues that you have with your billing must be discus… https://t.co/qMYUDd6liO
1255830757425262600,Thu Apr 30 12:05:59 +0000 2020,@MrBCoverack Hey there! The updates will be gradually roll-out for scheduled release domains starting May 26, 2020,… https://t.co/UpJFFfrciB
1255729910754226200,Thu Apr 30 05:25:15 +0000 2020,@vikas_kapture Hi Vikas, thanks for reaching out. Unfortunately, we don't have this information at the moment. Howe… https://t.co/kGeOB392ii
1255707511786741800,Thu Apr 30 03:56:15 +0000 2020,@thanhthaint Hello Thành! Thanks for sharing your success with us, time well spent indeed. Keep it up! -ES
1255640547890466800,Wed Apr 29 23:30:09 +0000 2020,@srikanthar @GDGCloudNbg @qwiklabs WOW! Thanks for the love Ram, congrats on your certification! Keep up the great work.-ES
1255632960289755100,Wed Apr 29 23:00:00 +0000 2020,Spotify's podcast API endpoints are in beta. Built on @googlecloud, it allows devs to search @Spotify’s podcast cat… https://t.co/QzZOQG25q5
1255618145555026000,Wed Apr 29 22:01:08 +0000 2020,RT @chimerasaurus: N1, N2, E2, M2, C2 - more than just airport boarding gates! As Susheel explains, you can quickly use @GCPcloud Compute E…
1255612536176758800,Wed Apr 29 21:38:51 +0000 2020,RT @googlecloud: Know when to run 'em, know when to store 'em. Today, we’re launching our newest Google Cloud Platform region in Las Vegas,…
1255543428349341700,Wed Apr 29 17:04:14 +0000 2020,@rahulpandey2604 Thank you for the details. In this case, feel free to reach out to our Billing team here: https://t.co/T9LfRnfGJe -VS
1255540195853770800,Wed Apr 29 16:51:24 +0000 2020,@keeppace Hey there, have you tried using Community Support where our team and other experts can give you a respons… https://t.co/wtzg94MQAh
1255539706856648700,Wed Apr 29 16:49:27 +0000 2020,@rahulpandey2604 Hi Rahul, can you share the link where you tried to register for the courses? We'll be glad to take a look. -VS
1255536102334705700,Wed Apr 29 16:35:08 +0000 2020,RT @tonypujals: For the past five months since joining #google, I've been embedded with the Anthos team and working with them on the Anthos…
1255534470511440000,Wed Apr 29 16:28:39 +0000 2020,@ivanov_tsonev Hi Ivan, have you tried using Community Support where our team and other experts can give you a resp… https://t.co/YrJfeX6sTA
1255504015774953500,Wed Apr 29 14:27:38 +0000 2020,RT @googledevs: Google Cloud Talks by DevRel🎙  The Cloud DevRel team is offering a free interactive series to connect with industry experts…
1255430584341598200,Wed Apr 29 09:35:50 +0000 2020,@elsmorian Thanks for troubleshooting this, Chris. Not sure if it is something we can fix from our side, but I will notice the team. -TP
1255425248540926000,Wed Apr 29 09:14:38 +0000 2020,@elsmorian Hey Chris, thank you for sharing this with us. The web page is displaying fine for us, could you try acc… https://t.co/e3M9Tjdnqw
1255312440847405000,Wed Apr 29 01:46:23 +0000 2020,@shvan_abdullah WOW! Great job Shvan, congratulations! That's what we call time well spent, thank you for sharing it. Keep it up! -ES
1255301302453747700,Wed Apr 29 01:02:07 +0000 2020,@kumars_ratnesh @dmgbnagar @D37 @work Hi there Ratnesh, definitely time will spent! Congrats on your certification… https://t.co/odu0FSF4qy
1255300074231513000,Wed Apr 29 00:57:14 +0000 2020,@dashaun Time well spent DaShaun. Congrats on that course completion! Keep it up and thank you for sharing. -ES
1255226321342431200,Tue Apr 28 20:04:10 +0000 2020,@cloud_opinion Hi there, have you contacted our Billing team yet? If you haven’t, feel free to reach out to them he… https://t.co/p7qdOTIjsG
1255207731855863800,Tue Apr 28 18:50:18 +0000 2020,RT @sethvargo: Centralizing secrets management is an important step in improving your security posture.  Learn how and why @GCPcloud Secret…
1255181202039988200,Tue Apr 28 17:04:53 +0000 2020,@roliepoly Good job, Olya, congratulations! -EC
1255101276456652800,Tue Apr 28 11:47:17 +0000 2020,@DataChaz @streamlit Hey Charly, our billing team will be happy to check out this charge. Take a look here for help… https://t.co/vDyUJaK906
1255006527116791800,Tue Apr 28 05:30:47 +0000 2020,@srikanthkarra Well done Srikanth! Good luck on the final step. 😊 -GW
1254952768122519600,Tue Apr 28 01:57:10 +0000 2020,@iamwanderley We have different Support options - https://t.co/xqOD7ZSj21 and you're welcome to review this issue w… https://t.co/MwfjwalmR8
1254948303671828500,Tue Apr 28 01:39:26 +0000 2020,@iamwanderley Hi Wanderley, sorry to hear about this. Can you DM me a case number or forum post link so I can follo… https://t.co/2AxBOrJGft
1254945234770964500,Tue Apr 28 01:27:14 +0000 2020,@Triet_goodyear Hey there Triet, thank you for reaching out. Have you discussed this in our Community forums here:… https://t.co/sDmmVgXZk7
1254875636650442800,Mon Apr 27 20:50:40 +0000 2020,@knownasilya Hello Ilya, thank you for reaching out. Since you have already cerated your post, a member of the team… https://t.co/H1l1erYuDm
1254864327363793000,Mon Apr 27 20:05:44 +0000 2020,RT @pvergadia: 👋#Database Engineers and Admins!  Day4️⃣ of #13DaysOfGCP  Migrating your #Oracle database to Cloud Spanner? Here is how you…
1254847424625066000,Mon Apr 27 18:58:34 +0000 2020,@Yogesh__Jadhav Thanks for reporting, Yogesh. Much appreciated! We have reported this to our team for revision. Cheers! -EC
1254821455579226000,Mon Apr 27 17:15:23 +0000 2020,@xxsacxx_ Hi Sachin, thanks for reporting. You're welcome to put this up for discussion with Community Support, as… https://t.co/GO1MaLA1zD
1254785079768830000,Mon Apr 27 14:50:50 +0000 2020,Cloud Spanner’s managed backup-restore is now GA, providing you protection against user or application errors that… https://t.co/wwZ01flMIm
1254749514671575000,Mon Apr 27 12:29:31 +0000 2020,@iamunnip Congratulations, Unni. -TP
1254672520944418800,Mon Apr 27 07:23:34 +0000 2020,@sparsh_bhiya I'd recommend reaching out to Coursera support directly if you have specific questions about any of t… https://t.co/54xIzSbCbk
1254669429918568400,Mon Apr 27 07:11:17 +0000 2020,@sparsh_bhiya Hey there, thanks for your interest in learning more about GCP! Any prerequisites will be listed in t… https://t.co/EXlclB84Kw
1254601406675378200,Mon Apr 27 02:40:59 +0000 2020,@mdkrauszer Hello Michael, thank you for your interesting feedback. Please ask your administrator to send your idea… https://t.co/MAptQfEMjX
1254469745266614300,Sun Apr 26 17:57:48 +0000 2020,RT @rseroter: These are some solid updates to @GCPcloud Spanner: - managed backup/restore, which is similar to AWS DynamoDB, and something…
1254435486891999200,Sun Apr 26 15:41:41 +0000 2020,@kenguashi Well done, Kenson! We're happy for you. 🙌  -MM
1254377535988695000,Sun Apr 26 11:51:24 +0000 2020,@KahHong17 Well done, Kah! We're happy for you. 🙌 -MM
1254341486990299100,Sun Apr 26 09:28:09 +0000 2020,@AhlrothOskar Well done, Oskar! We're happy for you. 🙌 -MM
1254296350948298800,Sun Apr 26 06:28:48 +0000 2020,@denzilsoans We are so glad to hear that! Keep it up! :) -IG
1254284982731903000,Sun Apr 26 05:43:38 +0000 2020,@ItsAldehyde Hi Aldrich, thanks for reaching out. Have you tried to discuss this with our Community Support (… https://t.co/yXjb579UrC
1254244574945513500,Sun Apr 26 03:03:04 +0000 2020,@Raghav040912 Hello Raghav, I recommend you to fill out this form: https://t.co/2xPH5lNOF9 so you can get details o… https://t.co/AVc3Qndyfs
1254184845804294100,Sat Apr 25 23:05:43 +0000 2020,@shouraigen Congratulations Valentino! So glad to see your stepping up on the learning process. For more to come! G… https://t.co/hB2iQHOG4R
1254075751378411500,Sat Apr 25 15:52:13 +0000 2020,@fredbaa Well done, Fred. Amazing work! We're happy for you. 🙌 -MM
1253927720125436000,Sat Apr 25 06:03:59 +0000 2020,@nirav808 Hi Nirav, thanks for your reply. You can reply back to our moderator and give all the details about the i… https://t.co/GgW0RpVBJN
1253906738274807800,Sat Apr 25 04:40:37 +0000 2020,@nirav808 Thanks for the link. It seems that our moderators are helping you with the issue and you received some su… https://t.co/YcgNW5Zhqg
1253898368918728700,Sat Apr 25 04:07:22 +0000 2020,@nirav808 Hi Nirav, sorry to hear that. We don't have any report at the moment and the GCP Status Dashboard doesn't… https://t.co/uHVnVrJrjN
1253879540461469700,Sat Apr 25 02:52:33 +0000 2020,@MadhukeshD @coursera @GoogleDevsIN Success! It's great to see that even in this trying times, you have been making… https://t.co/xa5JII8aA9
1253779500015456300,Fri Apr 24 20:15:01 +0000 2020,RT @saileshkrish: I am thrilled to share several major updates to Cloud Spanner that are now GA: Managed Backup and Restore, Query Optimize…
1253774541878374400,Fri Apr 24 19:55:19 +0000 2020,@silvergupta Great job Rajat, time well spent! Thank you for also sharing it, we love seeing your success. Keep it up! -ES
1253751449277866000,Fri Apr 24 18:23:33 +0000 2020,@jeff_ridgeway4 Hi Jeff, have you discussed this in our Community forums? There is a large, active community there… https://t.co/z0IWOKvlnK
1253723621769515000,Fri Apr 24 16:32:59 +0000 2020,@debdutgoswami Hi Debdut, sorry to hear about this this. If it isn't in our Issue Tracker: https://t.co/MGUhVDt4NV,… https://t.co/WDfy88bjqo
1253707937039745000,Fri Apr 24 15:30:39 +0000 2020,@aaishika Hi Aaishika, sorry to hear this. Could you DM us detailing what is going on? -TP https://t.co/Y2QX7sdm8a
1253692033627304000,Fri Apr 24 14:27:27 +0000 2020,@irLinja That's awesome Arash! Well done on your certificate! Keep up the hard work :) -JR
1253601672552734700,Fri Apr 24 08:28:24 +0000 2020,@cloudicornjess Yes we do, take a look here for a list of our best practices for IAM https://t.co/hJkME4vuva -LH
1253600148757905400,Fri Apr 24 08:22:20 +0000 2020,@NsikanUdofia6 Many congratulations Nsikan! We hope you enjoyed the learning experience :) -IG
1253534342615388200,Fri Apr 24 04:00:51 +0000 2020,@holguinmora Hey there Alejandro, have you discussed this with Community Support? If so, send me the link to your d… https://t.co/SyHf6pEu6V
1253533671266627600,Fri Apr 24 03:58:11 +0000 2020,@yxtay Great job Yu Xuan, congratulations! Thank you for sharing this success, hope to see more from you. Keep it up! -ES
1253531510826819600,Fri Apr 24 03:49:36 +0000 2020,@iamunnip Nice streak Unni, congratulations on yet another certification! Thank you for always sharing your success with us, keep it up! -ES
1253453552099438600,Thu Apr 23 22:39:49 +0000 2020,@cjtireus Thanks for the note Carl-Johan. A member of the team will review the post as soon as possible. -BI
1253411965315117000,Thu Apr 23 19:54:34 +0000 2020,@Don_Rubiel Hey Rubiel, we recommend putting this up for discussion with Community Support where our team and other… https://t.co/NyF0MAjGOq
1253396936939516000,Thu Apr 23 18:54:51 +0000 2020,@praveen56588289 Hi Shaitan, have you tried using Community Support where our team and other experts can give you a… https://t.co/kepfK7bNpS
1253383110642851800,Thu Apr 23 17:59:54 +0000 2020,@synapse5021 Hey there, congratulations! We hope you enjoyed the learning process. Go ahead and explore other labs,… https://t.co/oadNAwLFgP
1253380500447731700,Thu Apr 23 17:49:32 +0000 2020,RT @VentureBeat: Google's hybrid cloud platform Anthos hits general availability for AWS, in preview for Azure https://t.co/NY4RG4YFN1 by @…
1253367775499862000,Thu Apr 23 16:58:58 +0000 2020,@prodigy7de Thanks for your feedback. You can find a all of our available tutorials here: https://t.co/c7Krcqbiu4 -LC
1253365060325556200,Thu Apr 23 16:48:11 +0000 2020,@prodigy7de Hey there, have you tried using Community Support where our team and other experts can give you a respo… https://t.co/l9J6bDdh0S
1253360030348427300,Thu Apr 23 16:28:12 +0000 2020,@cloudicornjess Hi Jess, thanks for reaching out. You can find a complete documentation on how to create and manage… https://t.co/w4u4PAGqQ5
1253357800102781000,Thu Apr 23 16:19:20 +0000 2020,@FethiBoukhors Awesome! Congratulations on your certification, we're glad to see you growing👏👏 -VS
1253351554322759700,Thu Apr 23 15:54:31 +0000 2020,@rajesh_panigra Well done, Rajesh! We're happy for you. 🙌 -MM
1253321104640352300,Thu Apr 23 13:53:31 +0000 2020,@AbacusMilos You're very welcome, Miloš. Thank you for sharing your certificate. -TP
