id,created_at,text
1259903741328871400,Mon May 11 17:50:34 +0000 2020,क़लम कुछ और लिखना चाहता था, मगर काग़ज़ ही भीगा जा रहा है।
1259903739340734500,Mon May 11 17:50:33 +0000 2020,आज़म खान और उनके ख़ानदान के साथ आतंकवादियों जैसा सुलूक ना किया जाए। झूठे मुक़दमों में अदालत का वक़्त और किरदार बिगा… https://t.co/VYTncC3zNw
1259439422199627800,Sun May 10 11:05:32 +0000 2020,बस एक माँ है जो मुझ से ख़फ़ा नहीं होती...।  #mothersday #MothersDayWithMunawwarRana https://t.co/4XIAkKAuSE
1259370360291709000,Sun May 10 06:31:06 +0000 2020,तेरे दामन में सितारे हैं तो होंगे ऐ फ़लक, मुझ को अपनी माँ की मैली ओढ़नी अच्छी लगी।  ~ @MunawwarRana   #MothersDay… https://t.co/5tu0WAKHCy
1259369559263412200,Sun May 10 06:27:55 +0000 2020,लबों पे उसके कभी बद्दुआ नहीं होती,  बस एक मां है जो मुझसे खफा नहीं होती। @MunawwarRana  #HappyMothersDay2020   Pic-… https://t.co/6ECkhmi33r
1259369307949195300,Sun May 10 06:26:55 +0000 2020,चलती फिरती हुई आँखों से अज़ाँ देखी है, मैं ने जन्नत तो नहीं देखी है माँ देखी है।  @MunawwarRana   #MothersDay… https://t.co/7FBrLDu0VO
1259367444537376800,Sun May 10 06:19:31 +0000 2020,तेरे दामन में सितारे हैं तो होंगे ऐ फ़लक, मुझ को अपनी माँ की मैली ओढ़नी अच्छी लगी।  ~ @MunawwarRana   #MothersDay… https://t.co/5mY7LxxbqE
1259332837892714500,Sun May 10 04:02:00 +0000 2020,ऐ अँधेरे! देख ले मुँह तेरा काला हो गया माँ ने आँखें खोल दीं घर में उजाला हो गया @MunawwarRana #MothersDay… https://t.co/VE13FEacFg
1259332531310129200,Sun May 10 04:00:47 +0000 2020,चलती फिरती हुई आँखों से अज़ाँ देखी है  मैं ने जन्नत तो नहीं देखी है माँ देखी है  ~ @MunawwarRana… https://t.co/DUniFrfyFB
1259318542450606000,Sun May 10 03:05:12 +0000 2020,#MothersDayWithMunawwarRana #MothersDay https://t.co/mAPQj8Y6Xy
1259318163423891500,Sun May 10 03:03:41 +0000 2020,ये ऐसा क़र्ज़ है जो मैं अदा कर ही नहीं सकता, मैं जब तक घर न लौटूं मेरी माँ सज़दे में रहती है।… https://t.co/8jzKWlj0LD
1259317844673618000,Sun May 10 03:02:25 +0000 2020,Aisey tou ussey Mohabbat me'n Kamee hoti hai, Maa ka ek din nahi'n hota hai sadee hoti hai.  #MothersDay… https://t.co/9V12qnNcwD
