id,created_at,text
1237766028974862300,Wed Mar 11 15:43:12 +0000 2020,This is Shweta Sanjiv Bhatt, Sanjiv Bhatt Diary Excerpt No. 16 A few questions for the fellow citizens of India: 1.… https://t.co/6OSdLVqnwi
1236681638022647800,Sun Mar 08 15:54:13 +0000 2020,This is Shweta Sanjiv Bhatt,   Sanjiv Bhatt Diary Excerpt No. 15  Bigots who believe their ideology to be morally r… https://t.co/3xvuGkfxF8
1235954203585130500,Fri Mar 06 15:43:39 +0000 2020,This is Shweta Sanjiv Bhatt,   Sanjiv Bhatt Diary Excerpt No. 14  Communal violence is the easiest way to divert th… https://t.co/2iugo1S9nF
1235228107671572500,Wed Mar 04 15:38:24 +0000 2020,This is Shweta Sanjiv Bhatt,   Sanjiv Bhatt Diary Excerpt No. 13  When violence is built into the project of the ru… https://t.co/DNRlBstdZZ
1234867962466705400,Tue Mar 03 15:47:19 +0000 2020,This is Shweta Sanjiv Bhatt,    Sanjiv Bhatt Diary Excerpt No. 12  Politicians wield great power and carry greater… https://t.co/YOoNcfv26J
1233420449838702600,Fri Feb 28 15:55:25 +0000 2020,This is Shweta Sanjiv Bhatt,  A city on fire, armed mobs rioting with impunity while the state machinery looks the… https://t.co/FSYwr7T7EZ
1229655173141803000,Tue Feb 18 06:33:33 +0000 2020,This is Shweta Sanjiv Bhatt,    Sanjiv Bhatt Diary Excerpt No. 11  For all those who wonder why the thugs-in-power… https://t.co/5yGbAVe182
1229077220951498800,Sun Feb 16 16:16:59 +0000 2020,This is Shweta Sanjiv Bhatt,  Sanjiv Bhatt Diary Excerpt No.10  Democracy has its own complex and chaotic way of su… https://t.co/kBxjR0Abv1
1227977982314188800,Thu Feb 13 15:29:00 +0000 2020,This is Shweta Sanjiv Bhatt,    Sanjiv Bhatt Diary Excerpt No. 9  Once you learn to see through the maze of half-tr… https://t.co/Dn3eh4cVhH
1227617400167813000,Wed Feb 12 15:36:10 +0000 2020,This is Shweta Sanjiv Bhatt,    Sanjiv Bhatt Diary Excerpt No. 8   The Modi government in its arrogant haste to dis… https://t.co/SmitAPjmRz
1227253493141995500,Tue Feb 11 15:30:08 +0000 2020,This is Shweta Sanjiv Bhatt,    Sanjiv Bhatt Diary Excerpt No. 7   As the red face of the clueless, humourless and… https://t.co/v9CBrAV5jn
1224941194368569300,Wed Feb 05 06:21:53 +0000 2020,The BJP campaign message is clear: People not voting for BJP are anti-nationals. This strategy is predicated on our… https://t.co/g04sVKk9Dg
1222556366801424400,Wed Jan 29 16:25:26 +0000 2020,This is Shweta Sanjiv Bhatt,  Sanjiv Bhatt Diary Excerpt - 5  The most heartwarming development about the ongoing… https://t.co/WGoQTrEpgy
1221408790681211000,Sun Jan 26 12:25:23 +0000 2020,Just in case you have forgotten, the Constitution of India begins with the words "We the People...", and not "We th… https://t.co/7tLm22Vnqx
1221280336933523500,Sun Jan 26 03:54:57 +0000 2020,These 86 words have never been more relevant than on this Republic Day: https://t.co/Beq5F9Y6Kq
1221277653522702300,Sun Jan 26 03:44:17 +0000 2020,Every miserable fool  who's nothing at all of which he can be proud, adopts as a last resource pride in the nation… https://t.co/wipwn7nHXv
1221276073662517200,Sun Jan 26 03:38:00 +0000 2020,These 86 words have never been more relevant than on this Republic Day:  https://t.co/6ArAOy3gtr https://t.co/2ppk34neur
1221115665647620000,Sat Jan 25 17:00:36 +0000 2020,Every Indian must watch this. My heart swells with pride on the eve of this Republic Day! 🤗 https://t.co/4Vl7Isnld0
1221062812044353500,Sat Jan 25 13:30:35 +0000 2020,https://t.co/1O9NWS8jU5
1221050703088504800,Sat Jan 25 12:42:28 +0000 2020,No country that fosters sectarian conflict and patronises hate politics has ever succeeded on the economic front. T… https://t.co/j5H1cwfbVJ
1221047862483542000,Sat Jan 25 12:31:11 +0000 2020,Many governments across the world have effectively used rumours, half truths and brazen lies as propaganda tools to… https://t.co/wlwzfzITF0
1221044920732962800,Sat Jan 25 12:19:29 +0000 2020,Empowered and determined women have been the backbone of successful revolutions across the world. We’re witnessing… https://t.co/29YW84u8mM
1220757730484310000,Fri Jan 24 17:18:18 +0000 2020,My father-in-law, Professor Shrikant Shah, passed away on 22 January. He was the most amazing person to have touche… https://t.co/vM8oo0xtab
1217110843088941000,Tue Jan 14 15:46:52 +0000 2020,This is Shweta Sanjiv Bhatt,  Sanjiv Bhatt Prison Diary Entry - 4  Young India is protesting against the politics o… https://t.co/CQsN7p1PdD
1214932303530594300,Wed Jan 08 15:30:08 +0000 2020,This is Shweta Sanjiv Bhatt,  Sanjiv Bhatt Prison Diary Entry - 3   The hooliganism at JNU betrays the paranoia of… https://t.co/jNp5mJWVNC
1214573782175633400,Tue Jan 07 15:45:30 +0000 2020,This is Shweta Sanjiv Bhatt,   The Students of this country, have shown remarkable courage. Me and my husband stand… https://t.co/Mx7MLo2K29
1213115814481711000,Fri Jan 03 15:12:03 +0000 2020,This is Shweta Sanjiv Bhatt,  Sanjiv Bhatt Prison Diary Entry - 2  The narrative built by the BJP around the NRC an… https://t.co/PK4MmJkaLD
1212732576181489700,Thu Jan 02 13:49:12 +0000 2020,This is Shweta Sanjiv Bhatt,  Over the past few weeks, India has awakened. It has awakened to the fact, that we can… https://t.co/aSHBkbpxYH
1209578532348846000,Tue Dec 24 20:56:09 +0000 2019,This is Shweta Sanjiv Bhatt  It is now over 15 months since Sanjiv Bhatt was taken away from his family, his home.… https://t.co/m8N9oCAAGy
1205158503771451400,Thu Dec 12 16:12:32 +0000 2019,This is Shweta Sanjiv Bhatt,  He fights alone, He fights fearlessly and bravely, With full honesty, integrity, and… https://t.co/GRMuUpw5Dt
1188478852324036600,Sun Oct 27 15:33:33 +0000 2019,This is Shweta Sanjiv Bhatt,  It is now 1 year and 3 months since Sanjiv was maliciously taken away. Yet another Di… https://t.co/JNTWrmOyV9
1185232847738724400,Fri Oct 18 16:35:06 +0000 2019,This is Shweta Sanjiv Bhatt,    Sanjiv Bhatt … An honest and upright officer, a concerned and responsible citizen..… https://t.co/JwJIf9M97L
1181961286906781700,Wed Oct 09 15:55:05 +0000 2019,Fighting spirit https://t.co/OxSL2TeVh7
1177977440561270800,Sat Sep 28 16:04:42 +0000 2019,On 25th September 2019, The Gujarat High Court rejected our appeal for bail in a 3-decade old case which is nothing… https://t.co/rpDv9voFWt
1174711309742551000,Thu Sep 19 15:46:15 +0000 2019,This is Shweta Sanjiv Bhatt,  It is now 1 year and 15 days since my husband Sanjiv Bhatt was maliciously taken away… https://t.co/SkVdzmPMi3
1171452970350698500,Tue Sep 10 15:58:47 +0000 2019,This is Shweta Sanjiv Bhatt,  Dear Mrs. Chidambaram,   I wish that the circumstance in which I would be writing to… https://t.co/8rzse95L6s
1169590453915783200,Thu Sep 05 12:37:48 +0000 2019,This is Shweta Sanjiv Bhatt,  Today, the 5th of September 2019 marks an entire year, 365 days since Sanjiv Bhatt wa… https://t.co/5f1Mvf3JVB
1168930550377275400,Tue Sep 03 16:55:35 +0000 2019,This is Shweta Sanjiv Bhatt  We had challenged the sessions court order for life imprisonment in the Gujarat High c… https://t.co/MtkLGCuF1c
1168571128404689000,Mon Sep 02 17:07:22 +0000 2019,This is Shweta Sanjiv Bhatt, Tomorrow, 3rd September 2019 at 11:30 am is the third hearing of our appeal filed in t… https://t.co/PBkrrnSmrK
1165664132592369700,Sun Aug 25 16:36:00 +0000 2019,This is Shweta Sanjiv Bhatt, Tomorrow, 26th August 2019 at 11:30 am is the second hearing of our appeal filed in th… https://t.co/1j5GVHzblp
1163852500295774200,Tue Aug 20 16:37:14 +0000 2019,This is Shweta Sanjiv Bhatt, The first hearing of our appeal filed in the Gujarat High Court challenging the life i… https://t.co/yhaZMaUPgF
1163489913636941800,Mon Aug 19 16:36:26 +0000 2019,This is Shweta Sanjiv Bhatt, Tomorrow, 20th August 2019 at 11:30 am is the first hearing of our appeal filed in the… https://t.co/eqTszw7Fzh
1163123339142946800,Sun Aug 18 16:19:48 +0000 2019,RT @BhattShantanu: We stand by Sanjiv Bhatt, the brave officer who dared to stand up against this fascist regime. #JusticeForSanjivBhatt #F…
1163122157334884400,Sun Aug 18 16:15:06 +0000 2019,https://t.co/eCJADJRfZi #JusticeForSanjivBhatt #FreeSanjivBhatt
1163120786149793800,Sun Aug 18 16:09:39 +0000 2019,Such is the un-dismissible threat of Sanjiv Bhatt’s truth, integrity and resolve, that no stone is being left untur… https://t.co/MA3b0zqe9Q
1163119532120010800,Sun Aug 18 16:04:40 +0000 2019,https://t.co/Q04LiVM9AU #JusticeForSanjivBhatt #FreeSanjivBhatt
1163118208355725300,Sun Aug 18 15:59:25 +0000 2019,RT @BhattShantanu: Is this the India we know and love? Where oppressors rise in power, while honest upright individuals are incarcerated fo…
1163118194099310600,Sun Aug 18 15:59:21 +0000 2019,RT @BhattShantanu: Sanjiv Bhatt is paying the heavy price of standing by the truth, let us promise to stand by him through his fight for ju…
1163118179440140300,Sun Aug 18 15:59:18 +0000 2019,RT @sanjivbhatt: Is this the India we know and love? Where oppressors rise in power, while honest upright individuals are incarcerated for…
1163118169935900700,Sun Aug 18 15:59:16 +0000 2019,RT @BhattShantanu: https://t.co/Uauj7A1bct #JusticeForSanjivBhatt #FreeSanjivBhatt
1163117354596745200,Sun Aug 18 15:56:01 +0000 2019,Is this the India we know and love? Where oppressors rise in power, while honest upright individuals are incarcerat… https://t.co/qxt8yfFtnM
1163116352149737500,Sun Aug 18 15:52:02 +0000 2019,RT @TheQuint: "It's sad, not for @SanjivBhatt &amp; his family, but for every officer and his. Anything can happen with anyone. He's one of the…
1163114881718997000,Sun Aug 18 15:46:12 +0000 2019,https://t.co/8KyB6Phz1E #JusticeForSanjivBhatt #FreeSanjivBhatt
1163113520973533200,Sun Aug 18 15:40:47 +0000 2019,RT @sanjivbhatt: This is Shweta Sanjiv Bhatt,  Lest we forget, the cries and screams of thousands of Victims haunt the state of Gujarat; wh…
1163113511360188400,Sun Aug 18 15:40:45 +0000 2019,RT @sanjivbhatt: 2/2 #JusticeForSanjivBhatt #FreeSanjivBhatt https://t.co/IoK3rAeHQK
1163112609907798000,Sun Aug 18 15:37:10 +0000 2019,RT @faridque: Indian community protesting outside @UKParliament, next to #Gandhi’s statue for release of IPS officer @sanjivbhatt and for t…
1163112129525760000,Sun Aug 18 15:35:15 +0000 2019,https://t.co/JOwaFHXTiv #JusticeForSanjivBhatt #FreeSanjivBhatt
1163110811725729800,Sun Aug 18 15:30:01 +0000 2019,There is nothing more cowardly than silence in the face of injustice and oppression. Raise your voice for Justice f… https://t.co/FDfYFmqlMO
1162966268212736000,Sun Aug 18 05:55:39 +0000 2019,This is Shweta Sanjiv Bhatt,  Today, on 18th of August 2019, A social media storm is being organised by well wisher… https://t.co/p5Yw6GeEwK
1162955252502425600,Sun Aug 18 05:11:53 +0000 2019,2/2 #JusticeForSanjivBhatt #FreeSanjivBhatt https://t.co/L8t4JoNgam
1162955125666635800,Sun Aug 18 05:11:23 +0000 2019,For all of you who wonder, Why Sanjiv Bhatt sacrificed his everything to relentlessly fight for the victims of this… https://t.co/9Zw4M7FaH9
1162702792638681000,Sat Aug 17 12:28:42 +0000 2019,2/2 #JusticeForSanjivBhatt #FreeSanjivBhatt https://t.co/IoK3rAeHQK
1162702558047064000,Sat Aug 17 12:27:46 +0000 2019,This is Shweta Sanjiv Bhatt,  Lest we forget, the cries and screams of thousands of Victims haunt the state of Guja… https://t.co/vzmFTRVB7m
1162026421075632000,Thu Aug 15 15:41:02 +0000 2019,This is Shweta Sanjiv Bhatt,   73 years ago India awoke to freedom, today it is slipping into a deep slumber of fas… https://t.co/xZyr64EMfK
1161716987229118500,Wed Aug 14 19:11:28 +0000 2019,This is Shweta Sanjiv Bhatt,  Yesterday I met Sanjiv; 30,000 Rakhis, 300 Women, 50 Men, Me and My Son, we all had g… https://t.co/NWlg2m4NOD
1161533297412980700,Wed Aug 14 07:01:33 +0000 2019,#OneRakhiForSanjivBhatt #JusticeForSanjivBhatt https://t.co/EwsaagKcmV
1161513548838842400,Wed Aug 14 05:43:04 +0000 2019,#OneRakhiForSanjivBhatt #JusticeForSanjivBhatt https://t.co/Wcs2uAf91w
1159171353099944000,Wed Aug 07 18:36:01 +0000 2019,RT @niyatimalti: @sanjivbhatt I visited Shweta Bhatt ji today, and was overwhelmed to see the thousands of Rakhis that have already arrived…
1157337357189697500,Fri Aug 02 17:08:22 +0000 2019,2/2 https://t.co/xj70LM4JiZ
1157337300235239400,Fri Aug 02 17:08:09 +0000 2019,This is Shweta Sanjiv Bhatt, In Sanjiv's absence, I have been his voice for the past 11 months...Today, Sanjiv hims… https://t.co/673gGeehCA
