id,created_at,text
1259944879339090000,Mon May 11 20:34:02 +0000 2020,RT @KellyO: The president is announcing the federal government will provide testing supplies to states.  Governors have been asking for thi…
1259922654959530000,Mon May 11 19:05:43 +0000 2020,Trump claims "numbers are much better" as the country's coronavirus death toll nears 80,000, @laurenegambino report… https://t.co/g0McSFaSEt
1258628016432791600,Fri May 08 05:21:17 +0000 2020,“Congressional investigators in Washington are demanding information about loans and other funds that the Trump Org… https://t.co/J4meV59Jkl
1258517992276516900,Thu May 07 22:04:06 +0000 2020,Considering how Trump has historically responded to past criticism, this could be an issue for the new WH press sec… https://t.co/MV0uoB4G5y
1258511967720894500,Thu May 07 21:40:09 +0000 2020,This piece from @lkmcgann, who has been reporting on the Tara Reade story for over a year, is a must-read. "The sto… https://t.co/MzXeDIVk7r
1258511082324242400,Thu May 07 21:36:38 +0000 2020,Tara Reade, who has accused Joe Biden of sexual assault, called on the former VP to drop out of the presidential ra… https://t.co/jBLPsPjCMN
1258062541701263400,Wed May 06 15:54:18 +0000 2020,You do have to be amazed by his complete lack of self-awareness. https://t.co/lXBqX2qqKt
1258055461468692500,Wed May 06 15:26:10 +0000 2020,RT @FenitN: We have our first-ever neighborhood map of D.C. coronavirus cases.   Biggest hotspots: Columbia Heights, 16th Street Heights, B…
1257737606558650400,Tue May 05 18:23:07 +0000 2020,WH coronavirus task force reportedly winding down, but Kushner's response team is expected to continue working. Kee… https://t.co/aBDuj0nq7X
1257678289902071800,Tue May 05 14:27:25 +0000 2020,In Sotomayor's defense, forgetting to unmute is far better than forgetting to mute. https://t.co/HNWoOQi64f
1257677419856584700,Tue May 05 14:23:58 +0000 2020,The top Democrat on the Senate intelligence committee is coming out swinging against John Ratcliffe, Trump's nomine… https://t.co/purZEbt2MA
1257372470077730800,Mon May 04 18:12:12 +0000 2020,RT @schmidtsam7: Latinos are seeing the worst coronavirus infection rates in the nation’s capital, and Columbia Heights has become among th…
1256220167794831400,Fri May 01 13:53:22 +0000 2020,Trump says Michigan governor Gretchen Whitmer should "give a little" and "make a deal" with anti-stay-at-home prote… https://t.co/joq2Lw0q8G
1256044297780002800,Fri May 01 02:14:31 +0000 2020,Some much-needed good news during a scary time. https://t.co/8jg4qVkOgQ
1255570856467562500,Wed Apr 29 18:53:14 +0000 2020,Dr Anthony Fauci expressed cautious optimism about the results of a trial of the drug remdesivir to treat coronavir… https://t.co/tKzZJTE0Dk
1253035144610558000,Wed Apr 22 18:57:13 +0000 2020,Las Vegas Mayor Carolyn Goodman: You're talking about disease. I'm talking about life, about living.  Anderson Coop… https://t.co/8Z94Pe8RBm
1253015582829666300,Wed Apr 22 17:39:29 +0000 2020,RT @GlennKesslerWP: His actual quote: "There's a possibility that the assault of the virus on our nation next winter will actually be even…
1252996191392063500,Wed Apr 22 16:22:26 +0000 2020,Jim Clyburn, whose endorsement was crucial in helping Biden win the nomination, has also said he thinks Biden shoul… https://t.co/G1h6bfqMpl
1252966043863179300,Wed Apr 22 14:22:38 +0000 2020,RT @FenitN: Washington, D.C. reports 15 covid-19 fatalities, the most in one day since April 14.  A dozen of the new victims are black, mea…
1251954957235912700,Sun Apr 19 19:24:56 +0000 2020,There was another one six days later where it very much did come up: https://t.co/zcoAaVTXWe https://t.co/94Jvm3GChi
1251212011482034200,Fri Apr 17 18:12:44 +0000 2020,RT @vmsalama: LOVE these photos I received today: Nurses and doctors in a newly-opened COVID unit at Mt. Sinai Beth Israel hospital in NYC…
1251186942366154800,Fri Apr 17 16:33:07 +0000 2020,Cuomo responded to this just now at his briefing: "If he’s sitting home watching TV, maybe he should get up and go… https://t.co/SBqJnjhqhj
1251145564361613300,Fri Apr 17 13:48:42 +0000 2020,RT @addysbaird: I got this heartbreaking text this morning (shared with his permission) from John Pijanowski, whose father I wrote about as…
1250442581143474200,Wed Apr 15 15:15:18 +0000 2020,DC mayor says curve won't be flattened until at least May 15 and expands requirements for face coverings to include… https://t.co/9rVPgoI24e
1250422366183682000,Wed Apr 15 13:54:58 +0000 2020,"This tree has lived so long, and the longer you live, the more bad events you see. More tragedies," Sidafumi Hirat… https://t.co/SvtEjrmivR
1250412688775303200,Wed Apr 15 13:16:31 +0000 2020,Warren endorses Biden a month after she dropped out of the presidential primary. "We can’t afford to let Donald Tru… https://t.co/nRMOBEjGDe
1250143184107290600,Tue Apr 14 19:25:36 +0000 2020,RT @alexburnsNYT: This is an outstanding paper and I hope many of you will become paying subscribers to support the LAT's important work. I…
1250076697287942100,Tue Apr 14 15:01:24 +0000 2020,I mean this with complete sincerity: what???? https://t.co/51aCtGJ1gJ
1250075853775569000,Tue Apr 14 14:58:03 +0000 2020,RT @jameshohmann: Social distancing makes it harder for Joe Biden to scale up his campaign and build out a traditional finance operation. P…
1250068437377876000,Tue Apr 14 14:28:35 +0000 2020,RT @FenitN: D.C. reported 15 covid-19 fatalities, the most in one day. All but two were black. The victims in a 46% black city are 76% blac…
1250062665982128000,Tue Apr 14 14:05:39 +0000 2020,Obama chose to stay out of the race until the nomination was decided, so this will mark his entry into the 2020 ele… https://t.co/MQiJclWVa7
1249709472089624600,Mon Apr 13 14:42:11 +0000 2020,RT @MEPFuller: I’ve been waiting for an article about the long-term damage of Coronavirus.  Four weeks after my first symptoms, I don’t fee…
1248684493772337200,Fri Apr 10 18:49:17 +0000 2020,I went on a run to the National Mall, and seeing the monuments with almost no visitors is beyond eerie. https://t.co/NPlQ5MpPUt
1248333846711611400,Thu Apr 09 19:35:56 +0000 2020,Precisely this --&gt; https://t.co/I9d0aXQdgN
1248332827348930600,Thu Apr 09 19:31:53 +0000 2020,I WISH THE WORST KARMA UPON THESE PEOPLE: "People are luring Instacart shoppers with big tips -- and then changing… https://t.co/H2zRe40CSS
1248265644333838300,Thu Apr 09 15:04:55 +0000 2020,If you are thinking about hosting or attending any kind of gathering for Easter Sunday, PLEASE READ THIS from… https://t.co/NE40cCOyua
1248257252173254700,Thu Apr 09 14:31:35 +0000 2020,This pool report from @svdate feels like it will end up in a book on the pandemic one day: "Good morning from the W… https://t.co/MMBfBYwv0H
1247928592811655200,Wed Apr 08 16:45:36 +0000 2020,This will also intensify questions about whether Iowa and New Hampshire, two mostly white states, should be voting… https://t.co/rAoewD1ANa
1247926587603005400,Wed Apr 08 16:37:38 +0000 2020,RT @SteveKornacki: Before that, you'd have to go back to 1972, when George McGovern finished third in IA (behind Uncommitted and Ed Muskie)…
1247925822385803300,Wed Apr 08 16:34:36 +0000 2020,RT @SteveKornacki: Technically, this will be the first time since Bill Clinton in 1992 that a Dem nominee lost both IA and NH. But keep in…
1247924601625219000,Wed Apr 08 16:29:45 +0000 2020,When was the last time that neither Iowa nor New Hampshire chose the winner of the Democratic primary? Feels like @SteveKornacki would know.
1247509346222846000,Tue Apr 07 12:59:40 +0000 2020,Only five polling locations are open in Milwaukee today, down from 180, because so many poll workers quit over conc… https://t.co/ot2XS5faYd
1246485562405671000,Sat Apr 04 17:11:31 +0000 2020,A special “license” for Italians who have coronavirus antibodies. A “Covid pass” for the uninfected. Italy is looki… https://t.co/1Ug0sq1J9H
1246153390691926000,Fri Apr 03 19:11:35 +0000 2020,RT @annafifield: Official Chinese statistics put Wuhan’s coronavirus death toll at 2,563. Evidence coming out of the city suggests it was a…
1246131764998873000,Fri Apr 03 17:45:39 +0000 2020,"At the top of the list for ventilators: patients with just one failing organ. And then there are the others,"… https://t.co/YbfeYQz3XX
1245747155853246500,Thu Apr 02 16:17:21 +0000 2020,The DNC has confirmed the party's nominating convention will be delayed a month because of #coronavirus. The conven… https://t.co/V7s98VvjGk
