id,created_at,text
1260571276231561200,Wed May 13 14:03:07 +0000 2020,Our today's recipe comes straight from the Rajasthani Folk menu!   Delight your taste-buds with some delicious Gatt… https://t.co/KldypDndZJ
1260204888606142500,Tue May 12 13:47:13 +0000 2020,Expressing our deepest appreciation and heartfelt gratitude to all the nurses, working tirelessly on the frontlines… https://t.co/X80t7jlld3
1259150569685434400,Sat May 09 15:57:44 +0000 2020,A mother shoulders endless responsibilities, especially now more than ever. This Mother’s Day, let's celebrate her… https://t.co/EeRqztERmr
1258962396153970700,Sat May 09 03:30:00 +0000 2020,We are bringing the celebration to your home, this Mother’s Day! Try this easy to make Classic Pound Cake recipe, s… https://t.co/WVViu9S5ji
1258007559996190700,Wed May 06 12:15:49 +0000 2020,A spread. A dip. A wholesome dish.  In our series of easy-to-make recipes, here’s one on Hummus, a Middle Eastern d… https://t.co/jh5ERyBzUu
1257274792152936400,Mon May 04 11:44:04 +0000 2020,Spreading smiles, one meal at a time! We're honoured and humbled to serve our frontline heroes. A special thanks to… https://t.co/e3CTkxdRUA
1256507251646361600,Sat May 02 08:54:08 +0000 2020,Our recipe for today is from Michelin starred restaurant - @TheQuilon, London. Having retained the Michelin Star fo… https://t.co/r5ioGCb49w
1255405901844021200,Wed Apr 29 07:57:45 +0000 2020,@Innmann Thank you for your appreciation, Farhat.
1255137246983753700,Tue Apr 28 14:10:13 +0000 2020,Regular breaks are crucial to a productive #WorkFromHome. Our Jiva experts have shared a Quick Relaxation Technique… https://t.co/ELDmbEiLeK
1253958460607090700,Sat Apr 25 08:06:09 +0000 2020,Whether it's a weekday or a weekend, we've got you covered with 5 easy-to-make wholesome &amp; nutritious smoothies, by… https://t.co/uxXEIgBb8R
1253336911818571800,Thu Apr 23 14:56:20 +0000 2020,Staying at home shouldn’t stop you from taking care of yourself. Boost your skincare routine with tips from our exp… https://t.co/iAlS4xT1Hz
1252860434182365200,Wed Apr 22 07:22:59 +0000 2020,RT @TataCompanies: Hope makes us strong and these #NumbersOfHope make us stronger. #ThisIsTata #IndiaFightsCorona https://t.co/uySWgpsekx
1252193283520036900,Mon Apr 20 11:11:58 +0000 2020,Rich in taste, nutrients and texture, Dahi ke Kebab is a go-to snack for an evening quick-fix. Here’s Chef Arun Sun… https://t.co/R7bh9qet2h
1251337151574421500,Sat Apr 18 02:30:00 +0000 2020,Comfort food done right! A Bengali twist to the wholesome meal, Chef Sujoy Gupta from @TajBengal shares his creatio… https://t.co/VS061ZUpcW
1251007908596179000,Fri Apr 17 04:41:42 +0000 2020,Take a moment to relax and soothe your spirits with the calming daily practice of Nadi Shuddi Pranayama. An easy-to… https://t.co/quB9Inswup
1250428284770238500,Wed Apr 15 14:18:29 +0000 2020,For our next recipe, we present to you Chef Urbano Rego - a legendary chef, hailed as 'the Godfather of Goan Cuisin… https://t.co/F1PLGW0HPt
1250082099089928200,Tue Apr 14 15:22:52 +0000 2020,In continuation with our tips on wellness here are some more daily activities to boost your immunity.  #StayHome… https://t.co/2EeNAWRYTg
1249953046211088400,Tue Apr 14 06:50:03 +0000 2020,RT @ETNOWlive: #SaluteCovidHeroes | When it comes to serving the nation, #TataGroup has always led from the front. Here's a look at how IHC…
1249704791124529200,Mon Apr 13 14:23:35 +0000 2020,A taste of celebration and tradition! Chef Shahid Hossain from @TajKrishnaHyd shares our first dessert recipe of th… https://t.co/J3cOZL2hnq
1249567283355086800,Mon Apr 13 05:17:10 +0000 2020,RT @TataCompanies: Breaking bread has always brought us closer and now it’s making us stronger. Distributed 1 million meals and counting. #…
1249053098561036300,Sat Apr 11 19:13:59 +0000 2020,From our family to yours, wish you an Easter filled with renewed faith and hope... today, and everyday.   #Easter… https://t.co/m12DKddrTC
1248551723448189000,Fri Apr 10 10:01:42 +0000 2020,A flavorful treasure from the kitchens of the Nizams! Whether you prefer non-vegetarian or vegetarian, here’s your… https://t.co/dm6uF5YHCg
1248422948798685200,Fri Apr 10 01:30:00 +0000 2020,With the recent shift to #WorkFromHome, it’s important to maintain a healthy lifestyle. In our series of self-care… https://t.co/NhnbFTSq1D
1247922198599237600,Wed Apr 08 16:20:12 +0000 2020,An Italian staple, made from simple ingredients found in every kitchen, and popular as a quick meal. Today’s recipe… https://t.co/PNB5L14sba
1247552466633101300,Tue Apr 07 15:51:01 +0000 2020,We stood together in solidarity, dispelling the darkness with the power of light.  #ThisIsTata #Togetherness… https://t.co/rKvb510GUl
1247209510684393500,Mon Apr 06 17:08:14 +0000 2020,A heartwarming staple from the City of Joy - Chingri or Prawns Malai Curry is a popular, celebratory yet easy-to-ma… https://t.co/J3nPHW5WrG
1246866376100155400,Sun Apr 05 18:24:44 +0000 2020,https://t.co/ZleRWVkyD2
1246866054581641200,Sun Apr 05 18:23:27 +0000 2020,https://t.co/fzoKO7LQdn
1246864789311123500,Sun Apr 05 18:18:26 +0000 2020,A lighted lamp represents the kindling of hope and unity. Let's dispel the darkness and stand together in solidarit… https://t.co/lCPHjR1sFl
1246457628886274000,Sat Apr 04 15:20:31 +0000 2020,@himantabiswa It’s our privilege to have the heroes with us, who are working tirelessly to keep us safe and healthy… https://t.co/U6929KZbQ3
1246252384377946000,Sat Apr 04 01:44:57 +0000 2020,#DidYouKnow Arrabiata means 'angry' in Italian, which refers to the chilli-spiked tomato sauce in the pasta. In our… https://t.co/6dvfkYOMUP
1245704193131733000,Thu Apr 02 13:26:38 +0000 2020,Bringing the expertise of our talented chefs to the comfort of your homes.  Today's recipe is Parsi Akuri by Chef R… https://t.co/7V8D2zYgRe
1245338413273739300,Wed Apr 01 13:13:09 +0000 2020,IHCL, through its Taj Public Service Welfare Trust is joining hands with @SanjeevKapoor to provide nutritious meals… https://t.co/qLcPrUL4fZ
1245217222022185000,Wed Apr 01 05:11:35 +0000 2020,RT @TataCompanies: In the face of crisis, let's stand together to #StopCoronaVirus.  #IndiaFightsCorona #COVIDー19 https://t.co/ZqqWgVLNZp
1244924042269716500,Tue Mar 31 09:46:35 +0000 2020,We’ve had the opportunity to welcome you in our hotels since 1903.​ Allow us to serve you now in your homes.  Over… https://t.co/LJVXkb3L6w
1243892528731943000,Sat Mar 28 13:27:43 +0000 2020,RT @TataCompanies: Tata Sons announces an additional Rs. 1,000 Crores support towards #COVIDー19 and related activities. https://t.co/TOXo8H…
1243867113514811400,Sat Mar 28 11:46:44 +0000 2020,RT @RNTata2000: The COVID 19 crisis is one of the toughest challenges we will face as a race. The Tata Trusts and the Tata group companies…
1241330706216652800,Sat Mar 21 11:47:57 +0000 2020,Your health and well-being are of paramount importance to us.  We thank you for your understanding and look forward… https://t.co/pScDj9EGGi
1239457068794306600,Mon Mar 16 07:42:47 +0000 2020,@subhasish8508 Thank you for penning down such beautiful words, Subhasish. We're delighted to know that you enjoyed… https://t.co/elTKAs59SX
1239451131719241700,Mon Mar 16 07:19:12 +0000 2020,Caffeine to power you through the day and a camera to remember the best parts!   #Vivanta believes a mind which thi… https://t.co/gG1CsSp41p
1238466872460247000,Fri Mar 13 14:08:06 +0000 2020,To the infinity pool and beyond!  Blow off some steam and stay cool, while you enjoy your weekend shenanigans at… https://t.co/j6vvRdDgpX
1237738251231756300,Wed Mar 11 13:52:49 +0000 2020,Breakfast in bed is so last year, now it’s time for breakfast on balconies. And we promise you, the view won’t disa… https://t.co/irdtg7TCoX
1237604920468992000,Wed Mar 11 05:03:01 +0000 2020,@IsheetaThakral Thank you for your kind appreciation! Hope you plan to visit us soon, Isheeta. We await your visit.
1236995164771463200,Mon Mar 09 12:40:04 +0000 2020,All work and no play, DOES make Jack a dull boy!  Smash a game of pool volleyball or simply relax with a cocktail o… https://t.co/cV8YLx7XMi
1236598946790699000,Sun Mar 08 10:25:38 +0000 2020,@iprateekphysio Hi Prateek, we'd like to inform you that the situation in Malaysia and Langkawi continues to be saf… https://t.co/eXoxKcCPfP
1235931213790998500,Fri Mar 06 14:12:18 +0000 2020,Is there a better way to welcome the weekend than with a beautifully made cocktail?  Put a 🍸in the replies to let t… https://t.co/z64dSkDaQ9
1235206175081164800,Wed Mar 04 14:11:15 +0000 2020,All the amenities expected from a corporate retreat with all the comforts of home. We create the right balance betw… https://t.co/xUXxafAwko
1234385100306935800,Mon Mar 02 07:48:36 +0000 2020,@iamkash_kr It was a pleasure to have you all dine with us, Mr. Kadagattur. We’re glad you enjoyed your dining expe… https://t.co/HpEczmAPTl
1232880172468232200,Thu Feb 27 04:08:33 +0000 2020,@anindya0909 Thank you for sharing this wonderful review, Anindya. We're glad to know that you relished the Thai Gr… https://t.co/LidJp9b5uK
