id,created_at,text
1260704895256100900,Wed May 13 22:54:04 +0000 2020,President Trump and Vice-President Pence are receiving daily COVID-19 tests — but the nasal-swab device being used… https://t.co/ZJ2GAAAQnF
1260696300078628900,Wed May 13 22:19:55 +0000 2020,After nearly 14 years in the East Village, Momofuku Ssäm Bar will close and reopen at the South Street Seaport https://t.co/1sYZ6KD7l8
1260694945834438700,Wed May 13 22:14:32 +0000 2020,RT @vulture: Mary-Kate and Pierre Olivier Sarkozy's marriage went up in smoke https://t.co/v39trTgaWA
1260692064829870000,Wed May 13 22:03:05 +0000 2020,.@SRuhle talks to @karaswisher and @profgalloway about why so many business leaders make short-term decisions in or… https://t.co/fNt7wXn66J
1260691053973311500,Wed May 13 21:59:04 +0000 2020,"They don’t realize that vaccines are not the same as ventilators or masks — the hurdle is not the manufacturing pr… https://t.co/GznHa2wAh2
1260688679074488300,Wed May 13 21:49:38 +0000 2020,"If my husband and I are both presumed to have it, who’s going to care for the baby?" https://t.co/fxvdHav6yD
1260680937270100000,Wed May 13 21:18:52 +0000 2020,“I’m going from around $1,100 a week on unemployment to $300 a week. How am I supposed to live on that? We got bamb… https://t.co/yx1VL0Uz2l
1260678080781332500,Wed May 13 21:07:31 +0000 2020,RT @DowntownBklyn: On Tues. 5/19 @ 1PM, attend this virtual panel discussion of how COVID-19 is prompting new thinking on NYC's public real…
1260674870347796500,Wed May 13 20:54:45 +0000 2020,Let's check in with Michael Cohen, Roger Stone, and some of the other Trump-adjacent figures who've gotten into leg… https://t.co/RqeLtJmxM8
1260669721508294700,Wed May 13 20:34:18 +0000 2020,Please take this 3-minute survey to help us get a snapshot of life during a pandemic. It’s totally anonymous, but t… https://t.co/9uzvrUQYDZ
1260666306908631000,Wed May 13 20:20:44 +0000 2020,Here are 30 worthy films on Hulu to distract your little ones — or schedule an entire family movie night around https://t.co/aIYb9XARhd
1260664307651666000,Wed May 13 20:12:47 +0000 2020,RT @vulture: High: EW’s entire art department when they conceived this  Low: Is that a chandelier or a coronavirus?  https://t.co/QRF86G69Oy
1260655269291286500,Wed May 13 19:36:52 +0000 2020,.@karaswisher and @profgalloway discuss Amazon’s plans to acquire AMC, what office life during the coronavirus migh… https://t.co/StcbIja3la
1260653183656812500,Wed May 13 19:28:35 +0000 2020,RT @longform: Longform Podcast #392: David Haskell (@davidghaskell), editor-in-chief of @nymag — https://t.co/ZGgrLuWTJS https://t.co/Zt9S2…
1260649864007782400,Wed May 13 19:15:23 +0000 2020,Ranking the fancy pasta shapes we turn to when the supermarket is out of rigatoni and linguine https://t.co/VHJFnGZbtl
1260645363196678100,Wed May 13 18:57:30 +0000 2020,RT @strategist: Mid-week sale picks from home stuff to tech stuff https://t.co/oyxUBOfllQ
1260641127239241700,Wed May 13 18:40:40 +0000 2020,Catastrophic job losses will cost about 27 million people their employer-provided health insurance nationwide, acco… https://t.co/Gfv4Zh63io
1260635859512176600,Wed May 13 18:19:45 +0000 2020,.@jerrysaltz on endless appetites and coping mechanisms, childhood and control, criticism, love, cancer, and pandem… https://t.co/mIzZWx0S6k
1260630911353262000,Wed May 13 18:00:05 +0000 2020,RT @nymagPR: "There's not another magazine in the world I'd rather be working at." @NYmag's David Haskell was on @longformpodcast talking a…
1260624138399514600,Wed May 13 17:33:10 +0000 2020,RT @jonathanchait: "Obamagate" is just Trump's word for the crimes he is trying to commit himself https://t.co/FuenKq9Oll
1260621003971006500,Wed May 13 17:20:43 +0000 2020,"For Trump, 'Obamagate' is a wish-fulfillment fantasy. He believes every president does, and should, use the Depart… https://t.co/QbQmCU7s02
1260618105644028000,Wed May 13 17:09:12 +0000 2020,RT @TheCut: “Opening the relationship after quarantine does feel like a possibility. I’m trying to figure out what that will look like. Bec…
1260614625126645800,Wed May 13 16:55:22 +0000 2020,Over the past few weeks, a small but growing number of children have been hospitalized with a mysterious illness th… https://t.co/HgVV6uSAUT
1260613740942295000,Wed May 13 16:51:51 +0000 2020,RT @intelligencer: President Trump is jumping the gun by congratulating Republican Mike Garcia in the special election in the California 25…
1260612499633774600,Wed May 13 16:46:55 +0000 2020,RT @dwallacewells: 60% of those who've died of COVID-19 in the U.S. were over 75. Almost 80% were 65 or older. As many as half of deaths ha…
1260603978594881500,Wed May 13 16:13:04 +0000 2020,In these times Robert Pattinson has filled the role of chaotic Jake Gyllenhaal: A hypothesis, by @togglecoat https://t.co/3krrtpukqT
1260600009864642600,Wed May 13 15:57:17 +0000 2020,"I don’t know if they’re doing keyword searches on the app or how they’re finding me, but they’re really putting in… https://t.co/mBzuPK4VLz
1260594623426281500,Wed May 13 15:35:53 +0000 2020,"As you know, we’ve just reopened after the pandemic-related shutdown, so — out of an abundance of caution — we’ve… https://t.co/05Y6u9wbp9
1260586849954906000,Wed May 13 15:05:00 +0000 2020,The lethality of the coronavirus rises sharply with age, but our public-health measures treat everyone equally.… https://t.co/jXUlstQZPL
1260572742706962400,Wed May 13 14:08:56 +0000 2020,RT @Olivianuzzi: I came for an explanation for @jerrysaltz’s famously particular coffee drinking habits and left, 8,500 words later, with a…
1260571946716192800,Wed May 13 14:05:47 +0000 2020,Charli XCX set out to write and record an entire album in quarantine. You'd be hard-pressed to name a pop star as u… https://t.co/x9Zg1XPMyL
1260569375540682800,Wed May 13 13:55:34 +0000 2020,RT @jerrysaltz: This is all of our stories - only with different demons, details and traumas. “Jerry Saltz: My Appetites.” ⁦@NYMag⁩ ⁦@vultu…
1260554887139659800,Wed May 13 12:57:59 +0000 2020,#AskPolly: "I am obsessed with the idea that there’s something wrong with me and that’s why people don’t want to ge… https://t.co/pgjBcwPbPC
1260549420308926500,Wed May 13 12:36:16 +0000 2020,President Trump’s base is already energized. So why is he focused on outlandish Obama conspiracy theories that prob… https://t.co/LzA9yMlkWL
1260542180025917400,Wed May 13 12:07:30 +0000 2020,Nearly everything in the world is super-weird and disrupted right now, and the tabulation of inflation statistics i… https://t.co/BbfeAUYlKN
1260535605198573600,Wed May 13 11:41:22 +0000 2020,.@karaswisher and @profgalloway discuss Amazon’s plans to acquire AMC, what office life during the coronavirus migh… https://t.co/apzMRHqqOy
1260527841701236700,Wed May 13 11:10:31 +0000 2020,.@raesanni writes on how her mom formed an unlikely connection with Jerry Stiller's character on King of Queens https://t.co/OSUry4Evp5
1260519863644311600,Wed May 13 10:38:49 +0000 2020,Sports leagues considering a return to action are faced with these 7 questions, including the biggest of them all:… https://t.co/K2O2G9In9W
1260512222616395800,Wed May 13 10:08:27 +0000 2020,#AskABoss: "The idea of having to constantly reprioritize throughout the day and leave urgent tasks undone when I l… https://t.co/QgdKTiNh9k
1260504560843587600,Wed May 13 09:38:01 +0000 2020,Counting on the universe to give Donald Trump what he deserves may not be the safest bet. @EricLevitz writes https://t.co/MABxLxpnEZ
1260496772440391700,Wed May 13 09:07:04 +0000 2020,“Since we can’t be there to shower you in admirances, we thought we’d take you to prom in your fantasy” https://t.co/HnIZxCNhH3
1260489186664222700,Wed May 13 08:36:55 +0000 2020,Mitch McConnell’s sudden emergence as a defender of presidential-conduct norms is absurd. @jonathanchait writes https://t.co/ENPXx26WRY
1260481544176763000,Wed May 13 08:06:33 +0000 2020,Joe Biden seems to realize that the coronavirus crisis requires a huge fiscal response, but he doesn't seem to have… https://t.co/uqFVIGRe9g
1260473612718477300,Wed May 13 07:35:02 +0000 2020,Even as other products return to the shelves, meat supply disruptions are likely to persist as long as meat-process… https://t.co/Aqe7cgxX6u
