id,created_at,text
1260120819222675500,Tue May 12 08:13:09 +0000 2020,As we remain indoors, let's relive Abhimanyu Mithun’s 6⃣-wicket haul during the @paytm #RanjiTrophy 2019-20. 👏👏  Vi… https://t.co/KUB6W2enVQ
1259763239845539800,Mon May 11 08:32:16 +0000 2020,A stunning return catch! 👌👌  Let's relive Jaydev Unadkat's spectacular fielding effort during the @paytm… https://t.co/axPsDmjyIW
1259422513496498200,Sun May 10 09:58:20 +0000 2020,As we remain indoors, let's relive Bhargav Merai’s sharp catch during the @paytm #RanjiTrophy 2019-20. 👌👌  Video 👉… https://t.co/9MRCvlVJ7u
1259108259757203500,Sat May 09 13:09:36 +0000 2020,2⃣ fours and 6⃣ sixes! 👌👌  While we remain indoors, let's relive Abhay Negi's 1⃣5⃣-ball 5⃣0⃣*-run blitz during the… https://t.co/dgsM7t161i
1258735147425423400,Fri May 08 12:26:59 +0000 2020,Let's relive Taruwar Kohli's 5⃣9⃣-ball 9⃣0⃣-run blitz during the @paytm #MushtaqAliT20 trophy. 👏👏  Video 👉… https://t.co/GLg3BHryvD
1258299135050109000,Thu May 07 07:34:26 +0000 2020,As we remain indoors, let's relive Prithvi Shaw's quickfire 6⃣3⃣-run knock during the @paytm #MushtaqAliT20 trophy.… https://t.co/cE5VK0X4Qa
1257968097660715000,Wed May 06 09:39:01 +0000 2020,Let's relive Yashasvi Jaiswal's gritty half-century during the @paytm #DeodharTrophy final. 👌👌  Video 👉… https://t.co/uF5cEABl1Y
1257607606077710300,Tue May 05 09:46:33 +0000 2020,As we remain indoors, let's relive Virat Singh's quickfire 7⃣6⃣*-run knock during the @paytm #MushtaqAliT20 trophy.… https://t.co/G0JHkcTc8a
1257272217903288300,Mon May 04 11:33:50 +0000 2020,7⃣ fours and 4⃣ sixes! 👌👌  Let's relive Shreyas Iyer's entertaining 4⃣0⃣-ball 8⃣0⃣*-run knock during the @paytm… https://t.co/fMkwGp54nk
1256855850054045700,Sun May 03 07:59:20 +0000 2020,As we remain indoors, let's relive Yuzvendra Chahal's 3⃣-wicket haul during the @paytm #MushtaqAliT20 trophy. 👏👏  V… https://t.co/1RmMQ3tf2C
1256471726592065500,Sat May 02 06:32:58 +0000 2020,Bowling his first over in his first first-class match, Ravi Yadav picked up a hat-trick. 👏👏  Let’s relive his memor… https://t.co/bcyNWYU6zZ
1256110960735137800,Fri May 01 06:39:25 +0000 2020,As we remain indoors, let's relive Kedar Jadhav's match-winning 8⃣6⃣ in the @paytm #DeodharTrophy final. 👏👏  Video… https://t.co/s9pQ08GNuo
1255845768763789300,Thu Apr 30 13:05:38 +0000 2020,RT @BCCI: BCCI mourns the death of Subimal ‘Chuni’ Goswami, an all-rounder in the truest sense. He captained the Indian national football t…
1255765675055906800,Thu Apr 30 07:47:22 +0000 2020,Let's relive Ishan Porel's 5⃣-wicket haul during the @paytm #DeodharTrophy. 👌👌  Video 👉 https://t.co/Ifae8qzVzp https://t.co/T7GdpoagVw
1255418511804989400,Wed Apr 29 08:47:52 +0000 2020,As we remain indoors, let's relive Jalaj Saxena's 7⃣-wicket haul during the @paytm #DeodharTrophy. 👏👏  Video 👉… https://t.co/LlaUmTTyHn
1255076977507254300,Tue Apr 28 10:10:44 +0000 2020,Talk about a sensational catch! 👌👌  Let's relive Dinesh Karthik's one-handed grab during the   @paytm… https://t.co/9jt097aK1s
1255009305276960800,Tue Apr 28 05:41:49 +0000 2020,BCCI to conduct quiz on Laws of Cricket &amp; Playing Conditions for match officials  DETAILS 👉 https://t.co/BucUmkqeSv https://t.co/QzAhcic0kp
1254654935611904000,Mon Apr 27 06:13:41 +0000 2020,READ 📰: Limited DRS in #RanjiTrophy final and preparations for the road ahead  From upgrading their skills to revis… https://t.co/R2r7vlz7qD
1254329508586500000,Sun Apr 26 08:40:33 +0000 2020,1⃣5⃣ fours and a six! 👌👌  Let's relive Mayank Agarwal's 1⃣1⃣1⃣-ball 1⃣2⃣0⃣-run knock in the @paytm #DeodharTrophy.… https://t.co/3hAncQ3Dct
1253999258476392400,Sat Apr 25 10:48:16 +0000 2020,As we remain indoors, let's relive Shahbaz Nadeem's match-winning 4⃣-wicket haul in the @paytm #DeodharTrophy final… https://t.co/gofb9GAiJu
1253643075374780400,Fri Apr 24 11:12:55 +0000 2020,While we remain indoors, let's relive Manoj Tiwary's stunning catch during the @paytm #MushtaqAliT20 trophy. 👏👏  Vi… https://t.co/5gHTg8a1hO
1253293125126275000,Thu Apr 23 12:02:20 +0000 2020,As we remain indoors, let's relive Siddhesh Lad's 5⃣-wicket haul during the @paytm #MushtaqAliT20 trophy.  👌👌  Vide… https://t.co/3nAw3nDtIW
1253214510749532200,Thu Apr 23 06:49:57 +0000 2020,READ📰: 'Must utilize lockdown time to learn and improve'  From online simulation drills for DRS to community servic… https://t.co/nkjvRt1uZI
1252923823940341800,Wed Apr 22 11:34:52 +0000 2020,7⃣ fours and 5⃣ sixes! 👌👌  Let's relive Shubman Gill's 3⃣8⃣-ball 7⃣8⃣-run blitz during the @paytm #MushtaqAliT20 tr… https://t.co/n1UpCffmVo
1252553700322750500,Tue Apr 21 11:04:08 +0000 2020,As all of us stay indoors, let's relive Dhruv Shorey’s stunning one-handed grab during the @paytm #RanjiTrophy 2019… https://t.co/N85G0Q8TKp
1252221235561365500,Mon Apr 20 13:03:02 +0000 2020,Let's relive Aditya Tare's stunning diving catch during the @paytm #RanjiTrophy 2019-20. 👌👌  Video 👉… https://t.co/Fgc4kLbm8y
1251833985057075200,Sun Apr 19 11:24:14 +0000 2020,Let's relive Vidarbha pacer Aditya Thakare’s 7⃣-wicket haul during the @paytm #RanjiTrophy 2019-20. 👏👏  Video 👉… https://t.co/9SILAnN10W
1251455841124757500,Sat Apr 18 10:21:38 +0000 2020,RT @BCCI: #TeamIndia is now #TeamMaskForce!  Join #IndiaFightsCorona and download @mygovindia's @SetuAarogya mobile application 📱  @PMOIndi…
1251129515717177300,Fri Apr 17 12:44:56 +0000 2020,Let's relive Karnataka wicketkeeper Srinivas Sharath’s stunning grab during the @paytm #RanjiTrophy 2019-20 semifin… https://t.co/F4fVfIOM1f
1250708538617282600,Thu Apr 16 08:52:07 +0000 2020,As we remain indoors, let's relive the first DRS dismissal in the #RanjiTrophy history.   Video 👉… https://t.co/96ldbCbnxd
1250388756181348400,Wed Apr 15 11:41:25 +0000 2020,Let's relive how Jaydev Unadkat's presence of mind helped Saurashtra scalp a wicket during the @paytm #RanjiTrophy… https://t.co/R7X8tWocAq
1250028361109274600,Tue Apr 14 11:49:20 +0000 2020,Let's relive Baba Aparajith’s stunning diving catch during the @paytm #RanjiTrophy 2019-20. 👏👏  Video 👉… https://t.co/k5E1NiIRRd
1249678676226015200,Mon Apr 13 12:39:48 +0000 2020,While we remain indoors, let's relive Ishwar Pandey's 6⃣-wicket haul during the @paytm #RanjiTrophy 2019-20. 👌👌  Vi… https://t.co/BbEtyOJWBS
1249316174468280300,Sun Apr 12 12:39:21 +0000 2020,3⃣2⃣ fours and 4⃣ sixes! 👌👌  Let’s relive Sarfaraz Khan's stroke-filled 2⃣2⃣6⃣*-run knock during the @paytm… https://t.co/gO6XKbuM5B
1248964260757045200,Sat Apr 11 13:20:59 +0000 2020,While we remain indoors, let's relive @sidkaul22's hat-trick during the @paytm #RanjiTrophy 2019-20.  👏👏 https://t.co/m1qpCBqbhm
1248576666001002500,Fri Apr 10 11:40:49 +0000 2020,As we remain indoors, let's relive Bengal pacer Mukesh Kumar's 6⃣-wicket haul in the @paytm #RanjiTrophy 2019-20 se… https://t.co/VB0vuU8GIu
1248161240041418800,Thu Apr 09 08:10:03 +0000 2020,4⃣ fours and 2⃣ sixes!   Let's relive Manish Pandey's counter-attacking 4⃣5⃣-ball 6⃣0⃣*-run knock in the @paytm… https://t.co/WqIKp91CXI
1247779462403354600,Wed Apr 08 06:53:01 +0000 2020,While all of us stay indoors, let's relive Mayank Markande’s stunning grab during the @paytm #RanjiTrophy 2019-20.… https://t.co/nVCKuqeG26
1247427648285884400,Tue Apr 07 07:35:02 +0000 2020,Let's relive Prithvi Shaw's blistering 2⃣0⃣2⃣ during the @paytm #RanjiTrophy 2019-20. 👏👏  Video 👉… https://t.co/GdaEwfBU6j
