id,created_at,text
1258575834962522000,Fri May 08 01:53:56 +0000 2020,RT @SEMelbPhoenix: Creeky can’t wait for season two with you all, Phoenix family. 💚  #Heartland #RiseUpPhoenix https://t.co/5fGg4rrD92
1256074561747124200,Fri May 01 04:14:46 +0000 2020,RT @sportsbetcomau: Today's episode of Give Me Something is not be missed. Felix finally delivers on his promise, with special guest Danté…
1252056608105889800,Mon Apr 20 02:08:52 +0000 2020,RT @SEMelbPhoenix: Phoenix part-owner Josh Childress doing his bit in the community of Compton, California to help those in need!  Let’s al…
1227350644450713600,Tue Feb 11 21:56:11 +0000 2020,RT @SEMelbPhoenix: 💚🖤 SBC MERCH STORE OPEN 💚🖤  Up to 50% off selected Phoenix merch. Come down and snag a bargain. 🤩  #RiseUpPhoenix #Heart…
1222039505047314400,Tue Jan 28 06:11:37 +0000 2020,Honored to be able to share the court with you KB. #RIPMamba #8 #24 https://t.co/zF2zPtwZ9P
1218693108646305800,Sun Jan 19 00:34:13 +0000 2020,RT @SEMelbPhoenix: 💚🖤 IT'S GAME DAY! 💚🖤  We'll be wearing our Indigenous jersey this afternoon as the Kings host their Indigenous Round gam…
1215320301552066600,Thu Jan 09 17:11:54 +0000 2020,RT @RitaPanahi: US firefighters applauded as they arrive in Australia to assist with bushfire efforts.  https://t.co/D27jvXKLlb
1214783770206728200,Wed Jan 08 05:39:55 +0000 2020,https://t.co/PngYim3M6h Heartbroken to see the devastation in my beautiful home of Australia. Please join us in don… https://t.co/Q6qxQPGBJV
1214266158620303400,Mon Jan 06 19:23:06 +0000 2020,#CLE @ Cleveland, Ohio https://t.co/KyJfuNwEeX
1214021899765706800,Mon Jan 06 03:12:30 +0000 2020,RT @cavs: Don't sleep on @daanteee 🤫 https://t.co/pnfbzTSM90
1211866325695520800,Tue Dec 31 04:27:02 +0000 2019,👨‍🎓 x 🏀 https://t.co/FIH64WS7K2
1211797849828028400,Mon Dec 30 23:54:56 +0000 2019,RT @SEMelbPhoenix: 💚🖤 GAME DAY! 💚🖤  Bring in the new year the right way, by cheering our lads on to victory!  🆚 - @CairnsTaipans 📍- Cairns…
1210631941059489800,Fri Dec 27 18:42:01 +0000 2019,Two thumbs up for me 👍🏽👍🏽 #CAVS https://t.co/MHfr6CbnCt
1209611165153865700,Tue Dec 24 23:05:49 +0000 2019,Utah, can’t begin to explain how great the past 5 and a half years have been. I would like to thank the Jazz and th… https://t.co/h6rn2iUozP
1208962775516512300,Mon Dec 23 04:09:21 +0000 2019,RT @NBL: @ESPNAusNZ @SEMelbPhoenix @SydneyKings Preview the @SydneyKings 🆚 @SEMelbPhoenix match-up 👀 #NBL20  https://t.co/A3gZMVpAa9
1206799433557373000,Tue Dec 17 04:53:00 +0000 2019,@mconley11 - You know my style is better than yours        Me - 😂 https://t.co/IUNNuz2vYn
1206788654997225500,Tue Dec 17 04:10:11 +0000 2019,RT @SEMelbPhoenix: 💚🖤 OPEN TRAINING 💚🖤  Get down to the State Basketball Centre tomorrow between 10am-12pm to see the guys practice ahead o…
1206123198372122600,Sun Dec 15 08:05:53 +0000 2019,RT @NBL: JOHN ROBERSON ‼️   He ties it for the @SEMelbPhoenix and it's another Sunday of #SeeIncredible. Overtime? 🤔 https://t.co/1OoQRm3g31
1204605925874708500,Wed Dec 11 03:36:47 +0000 2019,❤️🏀 https://t.co/GOr9kxA4ld
1200656521820065800,Sat Nov 30 06:03:16 +0000 2019,RT @SEMelbPhoenix: IT'S GAME DAY PHOENIX FANS! 💚🖤  All the info you need to tune in to tonight's game. 📋  🆚 - @BrisbaneBullets  📍- The Armo…
1198117514527432700,Sat Nov 23 05:54:10 +0000 2019,@SEMelbPhoenix fans! HUGE game tonight. Make sure you tune in to the game and watch a special performance by aussie… https://t.co/n300KdimAR
1196888892336558000,Tue Nov 19 20:32:03 +0000 2019,RT @BenMallis: It's taken a grand total of one block and one steal from Dante Exum for me to get super excited with him being back. Great s…
1196887301839716400,Tue Nov 19 20:25:44 +0000 2019,249 days later and I’m back to doing what i LOVE. #takenote https://t.co/PFLux4Ha99
1195758406432247800,Sat Nov 16 17:39:54 +0000 2019,RT @NBL: They didn't get the W, but it's safe to say Keith Benson (@RealKITO) made an impression on @SEMelbPhoenix fans after stepping up d…
1187528201557266400,Fri Oct 25 00:36:01 +0000 2019,jameson_fuja had me in tears 😂 Love to see hyped JAZZ fans. You guys reckon I should sign them ? #takenote _dfavors… https://t.co/M3JibpCJCl
1187511250558652400,Thu Oct 24 23:28:39 +0000 2019,😱🔥 https://t.co/xSM7sk3qXJ
1186764006599676000,Tue Oct 22 21:59:22 +0000 2019,LETS GO. Season starts tomorrow and I have two extra tickets for a lucky jazz fan in Utah. Direct message your best… https://t.co/JWCXfQjNYp
1185396254982975500,Sat Oct 19 03:24:25 +0000 2019,Had a great time playing games with the fans at the Utah Jazz annual fan night. Can’t wait to see the rest of you t… https://t.co/ictZr8DeiO
1185336232391278600,Fri Oct 18 23:25:54 +0000 2019,RT @sportsbetcomau: When the boss says you can knock off early for the weekend: https://t.co/4TI0dST04C
1183224960761958400,Sun Oct 13 03:36:28 +0000 2019,#11 days until tip off! #takenote https://t.co/QwHegezCVt
1182803697614635000,Fri Oct 11 23:42:31 +0000 2019,. I see how it is @dfavors14 ... can’t even get a mention smh https://t.co/lDj8ai59BO
1182793226492747800,Fri Oct 11 23:00:55 +0000 2019,Had the opportunity a couple of weeks ago to speak to this great group of young girls who all displayed such kind,… https://t.co/mAOiU7Apwh
1182121417069998000,Thu Oct 10 02:31:23 +0000 2019,RT @SEMelbPhoenix: We've got @daanteee on board and he wants you at our first @NBL home game at @melbournearena this Sunday!  Tickets 👉 htt…
1181341441743872000,Mon Oct 07 22:52:02 +0000 2019,😤 #takenote https://t.co/4Wk410Qsf5
1179780699689123800,Thu Oct 03 15:30:12 +0000 2019,@ESPNAusNZ https://t.co/a3i459pGZk
1179770279360438300,Thu Oct 03 14:48:48 +0000 2019,👍🏽 https://t.co/QwweWBklvQ
1179585217717133300,Thu Oct 03 02:33:26 +0000 2019,Who is excited for the start of #NBL20 ??? I know I got @SEMelbPhoenix in tonights matchup 😂🤷🏽‍♂️
1179583873975386000,Thu Oct 03 02:28:05 +0000 2019,RT @Joeingles7: Candles were clearly the wrong way around https://t.co/UUlNaxDdws
1178879412126789600,Tue Oct 01 03:48:49 +0000 2019,All smiles for year 6! 😬 #TakeNote https://t.co/AqvIG7HJ6B
1178488441618735000,Mon Sep 30 01:55:14 +0000 2019,Preparing for the season not only on the court but off the court too. Thank you @UWMmenshop for setting me up with… https://t.co/WGw5t3PcB9
1176254305549992000,Mon Sep 23 21:57:34 +0000 2019,RT @utahjazz: 🗓 ᴍᴀʀᴋ ʏᴏᴜʀ ᴄᴀʟᴇɴᴅᴀʀꜱ 🗓  Join us for our 🅵🆁🅴🅴 Meet the Team event at @vivintarena on Friday, Oct. 4!
1174422548798292000,Wed Sep 18 20:38:50 +0000 2019,RT @utahjazz: 𝖘𝖈𝖗𝖊𝖊𝖓𝖘𝖍𝖔𝖙 for your answer 🔮  #NBARookieWeek https://t.co/Xf8GjIf1JQ
1169091754680668200,Wed Sep 04 03:36:09 +0000 2019,RT @SEMelbPhoenix: #REPTHEHEARTLAND 5.9.19 https://t.co/BTi1wuA8Oa
