id,created_at,text
1259478014901080000,Sun May 10 13:38:53 +0000 2020,@sperrott 😍🤤…that cheese crown is 👌
1259438692822851600,Sun May 10 11:02:38 +0000 2020,@zenmamarunner Love it! 😂😄Big question is what to try first, Helen
1259186036795719700,Sat May 09 18:18:40 +0000 2020,@Kmaskell86 🙌🍹 https://t.co/4tk00IsrvX
1259184945605591000,Sat May 09 18:14:20 +0000 2020,@alex_elwick 😍 Cheers, Alex 🍹
1259159136593416200,Sat May 09 16:31:46 +0000 2020,@sguetg 😄👋 Great looking Fro-yo, Flurina and Fadrina!! 👏👏👍👍
1259151140718915600,Sat May 09 16:00:00 +0000 2020,Super easy frozen berry margarita anyone? Don't mind if we do! This is what bank holiday weekends are for, right? 😉… https://t.co/qw3OnsauCF
1259089876143800300,Sat May 09 11:56:33 +0000 2020,@jerseyphililp That’s right, Phillip. Any chilli sauce you like will do the trick or you could have a go at making… https://t.co/6Tonmk3F3D
1259088765601095700,Sat May 09 11:52:09 +0000 2020,@craigjenkins05 https://t.co/OQJ9KBCTiG
1259075643511210000,Sat May 09 11:00:00 +0000 2020,Dum DeDe Dum Dum Dum Dum MUSHROOM SHAWARMA! Perfect for today's BBQ 👌 https://t.co/WrqlTHY9L9 https://t.co/OdBPxPvKVH
1258773406180401200,Fri May 08 14:59:01 +0000 2020,@Laura_Killen Per portion, Laura 😊
1258683668320616400,Fri May 08 09:02:26 +0000 2020,@sguetg 🙌🙌🙌
1258664935720091600,Fri May 08 07:48:00 +0000 2020,Buddy is BACK with Petal and has a new recipe to show you!! Banana FRO-YO!! Make with the kids this morning so you… https://t.co/EBvly7kuFX
1258491806951579600,Thu May 07 20:20:03 +0000 2020,@rob42ward Here’s one, Rob 🤗 🍹https://t.co/QC9RlFiapJ
1258490319215251500,Thu May 07 20:14:08 +0000 2020,@HughMil87674164 Nice work, Evie! Looks delicious 😋😋
1258455404511723500,Thu May 07 17:55:24 +0000 2020,@faylloyd40 https://t.co/xAhds5ZozA
1258437919485890600,Thu May 07 16:45:55 +0000 2020,@Helen11965327 https://t.co/mWrJDfKO3Y
