id,created_at,text
1260735079850160000,Thu May 14 00:54:01 +0000 2020,Comment des groupes radicaux en sont venus à diffuser de la pornographie juvénile lors d'une conférence de presse v… https://t.co/gmhgmNhP9d
1260727531512225800,Thu May 14 00:24:01 +0000 2020,Faudra-t-il faire le deuil des sorties au resto ? Il est encore tôt pour le savoir, mais qu’à cela ne tienne, des r… https://t.co/T7tW3FbmMT
1260719978879336400,Wed May 13 23:54:00 +0000 2020,«C’est non. Il neige sur les fraises que vend le marchand à côté de chez moi.» Un billet de @LeaStreliski   https://t.co/s1LNiMNwfC
1260712430566506500,Wed May 13 23:24:01 +0000 2020,Pour remettre nos sociétés en marche, il faudra aider les personnes à surmonter les séquelles psychologiques que la… https://t.co/w9o5poNSxJ
1260704881742143500,Wed May 13 22:54:01 +0000 2020,Le réseau scolaire québécois n’était pas préparé à faire l’école à distance. Il devra se rattraper, car l’école tel… https://t.co/3FbYvqka01
1260697332498288600,Wed May 13 22:24:01 +0000 2020,«Je ne parle pas créole. Mais chaque fois que je tente de dire quelques mots, je vois les yeux de mon interlocuteur… https://t.co/YwAUxMuVqs
1260689783703167000,Wed May 13 21:54:01 +0000 2020,Le journaliste Martin Pelchat, décédé cette semaine, était l’une des figures les plus respectées de la presse écrit… https://t.co/G4wQArQIno
1260682230239826000,Wed May 13 21:24:00 +0000 2020,«Ses livres les plus intimistes sont des petits bijoux qui révèlent le plus beau, peut-être le plus grand pouvoir d… https://t.co/A2x9F1vUxc
1260674681662779400,Wed May 13 20:54:00 +0000 2020,Acheter un forfait de téléphonie mobile est désagréable. Mais le pire, c’est de le magasiner. Voici un site Web qui… https://t.co/cVj1BCjMih
1260667133329096700,Wed May 13 20:24:01 +0000 2020,«Il y a des mandats au pouvoir qui, tout en étant restreints dans le temps, drainent autant d’énergie et de capital… https://t.co/0zlYDyJq3H
1260659584533819400,Wed May 13 19:54:01 +0000 2020,La compagnie @helloBlueDot a été la première à l’extérieur de la Chine à détecter l’émergence de la COVID-19. Une s… https://t.co/pKLqBllo6k
1260652031213068300,Wed May 13 19:24:00 +0000 2020,Les utilisateurs dont le contenu a été supprimé par Facebook ou Instagram (parce que considéré comme haineux ou vio… https://t.co/5zv2nKI5Qi
1260647855527571500,Wed May 13 19:07:25 +0000 2020,RT @MFBazzo: LES CHEFS ET NOUS. Parce que la cuisine fait de nous une société. Attention: article positiviste! 🤗 @Lactualite https://t.co/l…
1260644482703167500,Wed May 13 18:54:00 +0000 2020,«Ça prend effectivement un village pour élever un enfant et nous, les mères, ne pouvons pas l’admettre.» Un billet… https://t.co/vhH1FzRvJS
1260641352611758000,Wed May 13 18:41:34 +0000 2020,RT @cgrandmont: @IDRC_CRDI Joyeux anniversaire à un partenaire très apprécié de @Lactualite ! Grâce au soutien du CRDI, nous avons pu publi…
1260636933623070700,Wed May 13 18:24:01 +0000 2020,Rosemont–La Petite-Patrie aménagera neuf super-ilots pour faciliter le déconfinement de ses résidents. Pour compren… https://t.co/lOLmP1x9Ck
1260629384534335500,Wed May 13 17:54:01 +0000 2020,La société tout entière est maintenant une vaste école. Alors que commence le très attendu cours Déconfinement 101,… https://t.co/CYOv5X4uBE
1260621835818938400,Wed May 13 17:24:01 +0000 2020,Quand viendra le temps de rebâtir l’économie du Québec, l’occasion sera belle de le faire sur de nouvelles fondatio… https://t.co/BltHe5PHEY
1260614282301132800,Wed May 13 16:54:00 +0000 2020,«Retombés amoureux d’une Venise rendue à ses habitants, à ses enfants, à sa langue et à son calme, leurs cœurs ne p… https://t.co/PUSpnuQaew
1260606734118379500,Wed May 13 16:24:01 +0000 2020,Ce n’est pas parce que le déconfinement est commencé que le virus est moins virulent. La prudence demeure de mise,… https://t.co/ArbC5dPhmh
