id,created_at,text
1260193376739221500,Tue May 12 13:01:28 +0000 2020,Devendra Banhart: An interview with the soft-spoken pied piper of psychedelic Bohemia. |  https://t.co/htDawH1OgQ https://t.co/iW2dqQofNr
1255844811912986600,Thu Apr 30 13:01:50 +0000 2020,Mieko Kawakami: Meet the rising author who already longs for obsolescence. | https://t.co/hMjEconSxA https://t.co/tHT5hQOVZf
1255104808006168600,Tue Apr 28 12:01:19 +0000 2020,"A power move is like a quick fix down a back alley—a desperate hit for the vulnerable ego."—Debika Ray on the poin… https://t.co/LVNhwEbSXc
1254778597945950200,Mon Apr 27 14:25:05 +0000 2020,Slow Sound: Meet the musicians creating seasonal soundscapes from color swatches, in partnership with lifestyle bra… https://t.co/K2RDARkPKi
1253655159256895500,Fri Apr 24 12:00:56 +0000 2020,They’re too big for their boots, and raiding your closet. In Issue Thirty-Five, we meet The Borrowers. |… https://t.co/sZ2SwbHMy1
1250771258427543600,Thu Apr 16 13:01:20 +0000 2020,Lana Turner: A short stroll—and several wardrobe changes—with a woman who’s never tired of New York. |… https://t.co/yYN1uxtZPm
1250393749865353200,Wed Apr 15 12:01:15 +0000 2020,You asked, we answered: The Kinfolk Long Listen is now available wherever you get your podcasts. |… https://t.co/e2gV9FnbGm
1248597037744078800,Fri Apr 10 13:01:46 +0000 2020,Introducing The Kinfolk Long Listen! Why are fad diets so popular? Why is astrology on the rise? Is there an altern… https://t.co/qvvBWZ4FBq
1248268233678950400,Thu Apr 09 15:15:13 +0000 2020,Level Up: What can video games teach us about reality? |  https://t.co/DoKccOpAAk https://t.co/64mYgjsx4d
1247936020244463600,Wed Apr 08 17:15:07 +0000 2020,Solid, Liquid + Gas: One element, three states. When faced with change, be like water. | https://t.co/VqhZPkaJnO https://t.co/tgLQWdBObr
1247509745717706800,Tue Apr 07 13:01:15 +0000 2020,Neither Here nor There: In praise of in-between spaces. | https://t.co/vWvB4EqQdU https://t.co/2Pt1WpRuis
1245682668496277500,Thu Apr 02 12:01:06 +0000 2020,Shahira Fahmy: How did one of Egypt’s leading architects end up walking the red carpet at Cannes? |… https://t.co/gWK6zkNzuP
1245320357290147800,Wed Apr 01 12:01:24 +0000 2020,Soft Strokes: Fashion often looks to art for inspiration, so why not the other way round? In Issue Thirty-Five, pai… https://t.co/yAX547MqLO
1244977768095309800,Tue Mar 31 13:20:05 +0000 2020,Meet Ai-Da. She’s a promising young artist who’s earned a million dollars in her first year of selling. She also ha… https://t.co/jf7bnl225R
1243523528579743700,Fri Mar 27 13:01:27 +0000 2020,A bad concussion led John Urschel to reevaluate his career as an NFL pro. In the Change Issue, we wrote about what… https://t.co/HZkgt8idia
1243177161298567200,Thu Mar 26 14:05:07 +0000 2020,Peripheral Visions: An abstracted exploration of cloth and color, produced in partnership with HaaT. |… https://t.co/CGYz4zl0It
1242821107700453400,Wed Mar 25 14:30:17 +0000 2020,How did an avowedly minimalist designer wind up as guardian of a  temple to maximalism? In our latest home tour, we… https://t.co/890zJFr79Q
1241001775538323500,Fri Mar 20 14:00:54 +0000 2020,Maryam Nassirzadeh: Don’t listen to the fans who call her “cool.” The leader of New York’s most admired fashion set… https://t.co/eov0HcIWww
1240639460569735200,Thu Mar 19 14:01:12 +0000 2020,Out of Your Depth: In defense of late learners. | https://t.co/u8RxpzHIlw https://t.co/jNXnfSdrFE
1239932024724566000,Tue Mar 17 15:10:06 +0000 2020,Start Small: How to change one thing. | https://t.co/i6YPEPVOZe https://t.co/0OcXDnHjpI
1239552326328819700,Mon Mar 16 14:01:19 +0000 2020,Les Jardins de Marquessyac: In these maze-like gardens, getting lost turns out to be the most sensible path to take… https://t.co/MwMaOvopHS
1238465228955881500,Fri Mar 13 14:01:34 +0000 2020,In Season: Why flower power is perennial in the spring. | https://t.co/AD1Gvc3wGm https://t.co/0njnFmWUkV
1237740419942887400,Wed Mar 11 14:01:26 +0000 2020,Kyle Chayka: A conversation about austere aesthetics with the author of The Longing For Less. |… https://t.co/aUJyBn815o
1237378031339163600,Tue Mar 10 14:01:26 +0000 2020,Greta Lee built her reputation playing charismatic outsiders in other people’s stories. Now, she’s writing her own.… https://t.co/tV12De9Fnv
1235913304662585300,Fri Mar 06 13:01:08 +0000 2020,Lindsay Peoples Wagner: Change your style. Change your industry. Change the outlook of the next generation. Meet th… https://t.co/2jNyKb0wFq
1235566151293382700,Thu Mar 05 14:01:40 +0000 2020,Introducing Issue Thirty-Five! Small steps, big dreams: Learn to leap into your own unknown this spring with Kinfol… https://t.co/ZTs29T2dxF
1232670449928212500,Wed Feb 26 14:15:11 +0000 2020,Pretty Ugly: On the odd hierarchy of imperfections. | https://t.co/mJ4dNoW4ke https://t.co/tjLx9lBuXo
1230859746321805300,Fri Feb 21 14:20:06 +0000 2020,Cult Rooms: Francis Bacon harvested his master works from the chaotic “compost” of his West London studio. |… https://t.co/LIfhw7UzDi
1230140000437702700,Wed Feb 19 14:40:05 +0000 2020,Picture This: Deciphering the meaning of a metaphor. | https://t.co/barWx93R8W https://t.co/XG1Kimh6OC
1223244893650407400,Fri Jan 31 14:01:24 +0000 2020,Riley Harper: The California stuntman on feeling the fear, and doing it anyway. | https://t.co/TbCZ39BTa7 https://t.co/DMQjjmUCUL
1222882472758825000,Thu Jan 30 14:01:16 +0000 2020,Sex “sold” for Jackie Collins, but it was the emotional honesty of her writing that kept readers hooked for almost… https://t.co/fWVgdvrbIa
1222142482143682600,Tue Jan 28 13:00:48 +0000 2020,Carl Jan Cruz: A fashion dispatch from the Philippine capital. | https://t.co/AtxeH6jHzC https://t.co/3fuJisCx4p
1220695269592981500,Fri Jan 24 13:10:06 +0000 2020,Ormaie: Can you bottle a family memory, and would anybody else want to smell it if you could? In Issue Thirty-Four,… https://t.co/3wtdLBA7Dl
1219245717384024000,Mon Jan 20 13:10:06 +0000 2020,Things Fall Apart: Love’s a well-learned pas de deux. Even if the feelings fade, the steps still feel familiar. |… https://t.co/ciDeXf81YT
1217809044368478200,Thu Jan 16 14:01:16 +0000 2020,In partnership with HaaT, creative director Makiko Minagawa talks tradition, textiles and a half-century of collabo… https://t.co/5RKMeV7Ltc
1217069193805357000,Tue Jan 14 13:01:22 +0000 2020,“We often find that we’re in conversation with people about really sexually intimate things.” In Issue 34, meet the… https://t.co/3qKDIAdxbX
1215951614844002300,Sat Jan 11 11:00:30 +0000 2020,Bea and Ruth: In 1962, two young assistants ascended to one of the top spots in magazine design. In Issue Thirty-Fo… https://t.co/GFeMbPKwpk
1215619715726561300,Fri Jan 10 13:01:40 +0000 2020,Mennlay Golokeh Aggrey: Meet the Mexico City-based “weed tía” who’s balancing entrepreneurship with activism in her… https://t.co/CFldy1VXnl
1214925030758461400,Wed Jan 08 15:01:14 +0000 2020,The Road Not Taken: On sliding doors, greener grass and a very misunderstood famous poem. | https://t.co/QG4e5KAJNR https://t.co/DH5FPYnZ0e
1213399812516798500,Sat Jan 04 10:00:33 +0000 2020,Josephine Akvama Hoffmeyer: Copenhagen’s queen of color pops makes the case for “weird” shades and dark rooms. |… https://t.co/jjcvPBa3QF
1212735709230047200,Thu Jan 02 14:01:39 +0000 2020,The Furthest Dawn: Under the low-hanging orb of an alien landscape, first light and a strange awakening. |… https://t.co/eY0SRCh6gT
1210863103191244800,Sat Dec 28 10:00:35 +0000 2019,One Step Forward: How challenging design can change habits. |  https://t.co/q854F4nNqO https://t.co/HF8fAfmDi7
1210531086440288300,Fri Dec 27 12:01:16 +0000 2019,Beware the Love Bomb: Why it's good to be wary of too much, too soon. | https://t.co/J3OMlfbVqk https://t.co/YllqAOHr88
1208326436932784000,Sat Dec 21 10:00:46 +0000 2019,Last Supper: A short guide to what to eat at funerals. | https://t.co/z9zVSzwRDe https://t.co/vmOIum1ON2
1208009589842690000,Fri Dec 20 13:01:44 +0000 2019,In a sleepy city in western Gujarat, photographer Salva López discovers the last maharaja of Morvi’s extravagant ar… https://t.co/gASdeoWKIs
1207284857929375700,Wed Dec 18 13:01:55 +0000 2019,What happens when a precociously talented undercover CIA officer turns her mind to peace? Amaryllis Fox talks to Ro… https://t.co/S3Ri60FQop
1205789699740229600,Sat Dec 14 10:00:41 +0000 2019,Close Enough: An illustration of the struggle to maintain personal boundaries in public spaces. |… https://t.co/Rk8VKkWYh0
1205458621875794000,Fri Dec 13 12:05:06 +0000 2019,Unbreak the Internet: A guide to being good online. | https://t.co/ZnI6brG4ww https://t.co/CgMdGP2GjI
1204763128719986700,Wed Dec 11 14:01:27 +0000 2019,Esther Perel: Meet the psychotherapist whose unconventional understanding of intimacy is saving relationships aroun… https://t.co/cC0sSmg0kA
