id,created_at,text
1261393451263963100,Fri May 15 20:30:08 +0000 2020,Awaiting MLB's return, Kline talks being a wine nerd, his terrible golf game, and his scene-stealing daughter. https://t.co/U3vQ4h1XMW
1261370872431906800,Fri May 15 19:00:25 +0000 2020,With some stay-home orders lifted for non-Baltimoreans, here’s what you need to know about taking advantage of the… https://t.co/h0IfL8tSRr
1261347870776664000,Fri May 15 17:29:01 +0000 2020,Shop for locally grown produce with our list of open, upcoming, and closed farmers markets across the city and coun… https://t.co/QGpZ7O61MM
1261325586951295000,Fri May 15 16:00:28 +0000 2020,If you're missing the annual Preakness festivities, carry on tradition at home by making your own Black-Eyed Susan… https://t.co/Q2f56uKnuK
1261297609789943800,Fri May 15 14:09:18 +0000 2020,Pair your takeout with vino sourced from Maryland wineries with #WineDineMD, shop for locally grown produce at the… https://t.co/2t88Lya6iR
1261019515594440700,Thu May 14 19:44:15 +0000 2020,"There’s going to be a lot of restaurants that close and a lot of restaurants that are really underrepresented," sa… https://t.co/y5g7AJcBv5
1260986755441987600,Thu May 14 17:34:05 +0000 2020,Move full steam ahead with our tips and tricks for an at-home repast to remember. https://t.co/t4Yo8uORb2
1260941551221473300,Thu May 14 14:34:27 +0000 2020,As the state moves into stage one of the reopening plan, Hogan encourages individual county leaders to make decisio… https://t.co/SLkygUupNk
1260702244921585700,Wed May 13 22:43:32 +0000 2020,“I honestly feel like I went out on top like I was supposed to," says Cowan of his last season, in which the Terps… https://t.co/siqQCkFJft
1260656493218545700,Wed May 13 19:41:44 +0000 2020,RT @WPOC: .@onairfran chatted with @Baltimoremag's senior editor Ron Cassie and chat about their May cover story, "How To Fix Baltimore."…
1260653291723059200,Wed May 13 19:29:01 +0000 2020,With state parks reopening across Maryland, here are four hikes to get in a workout with a view while practicing sa… https://t.co/gQxeq0QQqP
1260622888824189000,Wed May 13 17:28:12 +0000 2020,Getting restless while stuck inside? We know the feeling––so we asked Maryland-native astronaut Terry Virts to shar… https://t.co/vwyqL3qPZL
