id,created_at,text
1261426532024635400,Fri May 15 22:41:36 +0000 2020,@JamesVlach1 You make our Southwest heart skip a beat, James! We appreciate the love, and hope to welcome you onboard soon. -Jeana
1261424458545328000,Fri May 15 22:33:21 +0000 2020,@JamesVlach1 My pleasure. Thank you for choosing us to be a part of your special day! -Ashley
1261422897245024300,Fri May 15 22:27:09 +0000 2020,@JamesVlach1 Hey there, James. In order to use both points and money, you would have to book two separate one-ways… https://t.co/AC5pseBD7y
1261419203514364000,Fri May 15 22:12:28 +0000 2020,@cathy_flau_ta We look forward to seeing you onboard next week! -Victoria
1261410481605996500,Fri May 15 21:37:49 +0000 2020,@RulzRn Hello There. We encourage all Customers to wear a mask through all phases of travel, though we know there a… https://t.co/yEnmsDRuiK
1261407667144126500,Fri May 15 21:26:38 +0000 2020,@Wbkushner We’d be happy to address all of your concerns in more detail, so please DM you confirmation number, and we can talk more. -Ashley
1261403474857570300,Fri May 15 21:09:58 +0000 2020,@BillNMass Since we've limited the number of seats available on each flt, we're able to leave the first and last 2-… https://t.co/RQaa6drcjM
1261399927050997800,Fri May 15 20:55:52 +0000 2020,@McKinnonCallie Is it opposite day, Callie? Delays are never our first choice, and we truly regret any inconvenienc… https://t.co/jxg7bQE8vk
1261399875133960200,Fri May 15 20:55:40 +0000 2020,@BillNMass We appreciate you reaching out, Bill. Masks or face coverings are required, with some health and age exe… https://t.co/k2Rgd6tmLq
1261397831593549800,Fri May 15 20:47:33 +0000 2020,@GlowRCKC We can not wait to have the opportunity to welcome you back onboard! -Ashley
1261392336291946500,Fri May 15 20:25:43 +0000 2020,@mattcmueller We're stoked too, Matt, thanks for the kind words! Can't wait to see you onboard, and let us know if you need anything! -Steve
1261392182818136000,Fri May 15 20:25:06 +0000 2020,@Slythiechick Hey there! If the reservation was just canceled it may take up to 24-48 hours for the expiration date… https://t.co/FwrpiHljVk
1261390633698070500,Fri May 15 20:18:57 +0000 2020,@Wbkushner Thanks for reaching out to us, Wendi. Please know families and loved ones that choose to sit together ma… https://t.co/y3JTjksdD6
1261390435185909800,Fri May 15 20:18:09 +0000 2020,@RafePanuzzo Wow, nice shot! We have a lot of Love for those guys, and respect the effort, training and thought beh… https://t.co/eNs1mOdAyO
