id,created_at,text
1260268504416235500,Tue May 12 18:00:00 +0000 2020,.@Sephora Chine a présenté ses tendances beauté Printemps-Eté 2020 lors du premier Virtual Sephora Day. Un événemen… https://t.co/Ls7Fz3Z8Q1
1260238496406687700,Tue May 12 16:00:46 +0000 2020,.@Sephora China presented beauty trends for spring/summer 2020 during the first Virtual Sephora Day. The fully digi… https://t.co/07UE3PmG82
1259913666155016200,Mon May 11 18:30:00 +0000 2020,The locales of @Dior haute couture ateliers may be closed, but work continues thanks to the engagement of the Maiso… https://t.co/o8KVnOSmIp
1259895565745361000,Mon May 11 17:18:05 +0000 2020,Malgré la fermeture des ateliers @Dior, la production des prochaines collections haute couture est assurée grâce à… https://t.co/WAK5or0R7k
1259422933723816000,Sun May 10 10:00:01 +0000 2020,LVMH is hearing from its creative talents who share how they are keeping morale up, staying creative and inspired w… https://t.co/YxTyLNWrUg
1259060544012791800,Sat May 09 10:00:00 +0000 2020,LVMH is hearing from its creative talents who share how they are keeping morale up, staying creative and inspired w… https://t.co/rvDm2wzpz9
1258698154578292700,Fri May 08 10:00:00 +0000 2020,LVMH is hearing from its creative talents who share how they are keeping morale up, staying creative and inspired w… https://t.co/5k0Yy5Mqv3
1258451386313904000,Thu May 07 17:39:26 +0000 2020,L’incubateur du Groupe #LaMaisonDesStartupsLVMH a lancé le programme d’incubation de sa 4ème saison à distance pour… https://t.co/XO1vZEiemp
1258450521553322000,Thu May 07 17:35:59 +0000 2020,The Group’s incubator #LaMaisonDesStartupsLVMH kicked off its 4th season remotely to ensure the continuity of the c… https://t.co/0SRRWmHlt7
1258338018345320400,Thu May 07 10:08:57 +0000 2020,RT @Dior: Stay home and get away through an immersive journey inside the Longoza Garden, nestled in the heart of Madagascar. The Longoza is…
1258337957494341600,Thu May 07 10:08:42 +0000 2020,RT @Dior: A lover of dance, Monsieur Dior designed dozens of couture 'dancing dresses', such as #DiorHeritage 'Foyer de la Dance', whose tu…
1258337837528866800,Thu May 07 10:08:13 +0000 2020,RT @RIMOWA: Remembering springtime arrivals in Como.⁣ ⁣ ⁣ ⁣© Ph. by Adrianna Glaviano. https://t.co/iqxXY88tkm
1258337786844917800,Thu May 07 10:08:01 +0000 2020,RT @LouisVuitton: There are journeys that turn into legends. Bahamas, 2008. Sir Sean Connery was photographed on a beach by Annie Leibovitz…
1258337734491623400,Thu May 07 10:07:49 +0000 2020,RT @LoeweOfficial: Accessories from the Paula's Ibiza 2020 collection capture a savoir faire and expertise in leatherwork.   See the full c…
1258337676169826300,Thu May 07 10:07:35 +0000 2020,RT @givenchy: Givenchy commissioned some of the most compelling digital artists to reinterpret the House’s signatures. Mark Malta's work is…
1258337623174774800,Thu May 07 10:07:22 +0000 2020,RT @TAGHeuer: Can you guess what the signature moves of U.S. Women's National Team professional soccer players and Friends of the Brand @al…
1258337563280126000,Thu May 07 10:07:08 +0000 2020,RT @FondationLV: Sergueï Chtchoukine vous ouvre les portes de son palais Troubetskoï.  Cliquez sur le lien ci-dessous pour un voyage immers…
1258337504861859800,Thu May 07 10:06:54 +0000 2020,RT @FondationLV: [Hommage]  Florian Schneider, cofondateur du groupe Kraftwerk nous a quittés aujourd'hui...  Pour lui rendre hommage, nous…
1258337453162848300,Thu May 07 10:06:42 +0000 2020,RT @marcjacobs: Thank you to everyone who joined us for Jacky Marshall’s Drawn Together session and shared their THE Box Bag still lifes 🌸…
1258337395113709600,Thu May 07 10:06:28 +0000 2020,RT @Ardbeg: Ardbeg Day is back on(line)! We’re excited to announce that we’ll be hosting our first ever online Ardbeg Day – The Ardbeg Blaa…
1258337343045591000,Thu May 07 10:06:16 +0000 2020,RT @clos19official: Spring at home with a few favourites 🌷  . . Please drink responsibly https://t.co/AFoqlJIIHe
1258316401825255400,Thu May 07 08:43:03 +0000 2020,Qu’il soit sonore ou visuel, l’art est propice à l’évasion. En cette période de confinement, les Maisons du groupe… https://t.co/PGryA1IJeU
1258315826731585500,Thu May 07 08:40:46 +0000 2020,Whether aural or visual, art inspires evasion. During the lockdown LVMH Maisons invite their social network communi… https://t.co/vqJgF7ampD
1258069797583151000,Wed May 06 16:23:08 +0000 2020,Les Maisons @Bulgariofficial Parfums et @Guerlain vous dévoilent les secrets du savoir-faire de leurs Maîtres Parfu… https://t.co/ktUSpouQ1I
