id,created_at,text
1259707052621828000,Mon May 11 04:49:00 +0000 2020,The Future of China’s Nuclear-Powered Ballistic Missile Submarine Force | @adam_ni via @ASPI_org https://t.co/DsDxPE9ihW
1259676601924464600,Mon May 11 02:48:00 +0000 2020,U.S. Sends Warships on Patrol Near South China Sea Standoff | @DzirhanDefence @USNINews https://t.co/LoZNu7D7ZN
1259639859934724000,Mon May 11 00:22:00 +0000 2020,Inside the Head-to-Head Helo Battle To Replace the Black Hawk | @TeglerWrites @PopMech https://t.co/u4m58NsOtE
1259606892952739800,Sun May 10 22:11:00 +0000 2020,A NATO Flotilla Sails Back Into the Cold War | @stavridisj @bopinion https://t.co/UQ7dy4KRlJ
1259576442028847000,Sun May 10 20:10:00 +0000 2020,Lockheed's Skunk Works Demos Autonomous Recon Pod | @garrettreim @FlightGlobal https://t.co/ml8w9qR1Jp
1259545991386144800,Sun May 10 18:09:00 +0000 2020,Wrong Turn or Right Lane? Defending Forward Against Cybercriminals Abroad | @iiyonite at @RCDefense https://t.co/jneAVqI1hH
1259515540747542500,Sun May 10 16:08:00 +0000 2020,The Supreme Commander – A 50 Year Review | Connor Martin at @RCDefense  https://t.co/gr2MWMcW14
1259485090016489500,Sun May 10 14:07:00 +0000 2020,JADC2 and AI Should Enable Post-Pandemic Military Creativity, Not Replace It | Bryan Clark of @HudsonInstitute &amp; Da… https://t.co/U1RYiBsIWL
1259482070339825700,Sun May 10 13:55:00 +0000 2020,China’s Nuclear Strategy May Be ‘Nuclear Thoughtlessness’ | Paul Bracken at @thehill https://t.co/2RePC1ZPXy
1259449422808785000,Sun May 10 11:45:16 +0000 2020,Raytheon Technologies Is Posturing to Be DoD’s Top Cyber Supplier | @lthompsonlex @Forbes https://t.co/jxjRqpTPDm
1259309935889993700,Sun May 10 02:31:00 +0000 2020,Those Who ‘Have Borne the Battle’ Want a More Restrained Foreign Policy | @dandcaldwell &amp; @NateJAnderson of… https://t.co/Ds7Alfoajs
1259278730301542400,Sun May 10 00:27:00 +0000 2020,Libya: Turkish Strategy Leaves Haftar on the Defensive | @DeutscheWelle https://t.co/LEf98NOEoN
1259248279583199200,Sat May 09 22:26:00 +0000 2020,Japan Cuts One Aegis Ashore Site Amid Sustained Opposition | @nktpnd @Diplomat_APAC https://t.co/V0tLBPsRjH
