id,created_at,text
1260699350256287700,Wed May 13 22:32:02 +0000 2020,Altered States of Consciousness – fascinating read on the science of how our time perception modulates our experien… https://t.co/DyK5hwCPkb
1260684242645909500,Wed May 13 21:32:00 +0000 2020,Decades ago, Erich Fromm — one of humanity's deepest and furthest seers — wrote about what it would take for us to… https://t.co/ooTLjCi9Kn
1260621573247193000,Wed May 13 17:22:58 +0000 2020,“What I regret most in my life are failures of kindness.”  George Saunders's wonderful commencement address on the… https://t.co/yyfbF3gB5Y
1260600448643477500,Wed May 13 15:59:02 +0000 2020,Lost In Translation – an illustrated catalogue of beautifully untranslatable words from around the world (like "tsu… https://t.co/97Kw85j5i4
1260585370917523500,Wed May 13 14:59:07 +0000 2020,A two-verse love letter to humanity’s most beloved constellation, which “our eyes must lean out into time to catch,… https://t.co/dQa24DvIRN
1260408936567627800,Wed May 13 03:18:02 +0000 2020,Stunning 19th-century illustrations of otherworldly marine creatures from the world's first scientific effort to br… https://t.co/L811nZrMpU
1260396997464465400,Wed May 13 02:30:35 +0000 2020,Ursa Major – the constellation of human radiance that is @GilbertLiz reads a poignant forgotten poem about the Big… https://t.co/zgKbLzYdbF
1260360581061775400,Wed May 13 00:05:53 +0000 2020,How did I not know about the wondrous @ButWhyKids podcast by @VPRnet? This delightful "Where Does the Sky End?" epi… https://t.co/gWzPd4uEaX
1260321861109526500,Tue May 12 21:32:01 +0000 2020,Centuries before women had access to education in either, Maria Clara Eimmart taught herself art and astronomy, the… https://t.co/5wL6SkTHBy
1260309462054776800,Tue May 12 20:42:45 +0000 2020,“A friend … awakens your life in order to free the wild possibilities within you.”  As we lean more and more on eac… https://t.co/WNWDpcj8eY
1260240055278416000,Tue May 12 16:06:57 +0000 2020,Codex Seraphinianus – history's most bizarre and beautiful encyclopedia of imaginary things, written in a code lang… https://t.co/g95X9wHaUP
1260208613198639000,Tue May 12 14:02:01 +0000 2020,Novelist, essayist, biographer, and jazz scholar Albert Murray, born on this day in 1916, on heroism and how storyt… https://t.co/x6iPBkqNau
1260178163663077400,Tue May 12 12:01:01 +0000 2020,The Art of Living – the great humanistic philosopher and psychologist Erich Fromm on how to break free from our cul… https://t.co/7o78yu4u4D
1260071464272789500,Tue May 12 04:57:02 +0000 2020,Stunning 19th-century illustrations of otherworldly marine creatures from the world's first scientific effort to br… https://t.co/w7Er24vlKe
1260060383039099000,Tue May 12 04:13:00 +0000 2020,“Nothing can make our life, or the lives of other people, more beautiful than perpetual kindness.”  Tolstoy on kind… https://t.co/wRXV95yQ5T
1260046547846398000,Tue May 12 03:18:02 +0000 2020,How Kepler invented science fiction and defended his mother in a witchcraft trial while revolutionizing our underst… https://t.co/h77kAJMc1Q
1260037990312706000,Tue May 12 02:44:01 +0000 2020,Love After Life – on Nobel-winning physicist Richard Feynman's birthday, his extraordinary love letter to his wife,… https://t.co/69xebRAt3U
1260026416692752400,Tue May 12 01:58:02 +0000 2020,The polymathic astronomer John Herschel died on this day in 1871 and left us the word "photography"… https://t.co/wdhCwzW5wk
1260011918237986800,Tue May 12 01:00:25 +0000 2020,“Be courageous, but not foolhardy.”  Maya Angelou's wonderful letter of advice to her younger self: https://t.co/wMXl5CnTnR
1259974570951540700,Mon May 11 22:32:01 +0000 2020,I've been doing so much gardening-therapy lately and was reminded of the lovely "Little Gardener" – a tender illust… https://t.co/ErOUqWLEbt
1259959474766393300,Mon May 11 21:32:02 +0000 2020,The Great Barrier Reef – stunning 19th-century illustrations from the world's first encyclopedia of one of Earth's… https://t.co/vP5rxyQiHM
1259919178292703200,Mon May 11 18:51:54 +0000 2020,OTD in 1906, Williamina Fleming was inducted into the Royal Astronomical Society—the first American woman to be inc… https://t.co/evVHH9UHF9
1259892159593005000,Mon May 11 17:04:33 +0000 2020,For a Monday in a pandemic, Goethe on the courage to despair: https://t.co/YjPQFfY2oR
1259846236070436900,Mon May 11 14:02:04 +0000 2020,Kandinsky on the spiritual element in art and the 3 responsibilities of every artist https://t.co/bMCCGB3y8r https://t.co/xyAXyu0s0D
1259830115300761600,Mon May 11 12:58:00 +0000 2020,“No artist is pleased… There is only a queer divine dissatisfaction, a blessed unrest that keeps us marching and ma… https://t.co/uSrAkLLAuH
1259815778070773800,Mon May 11 12:01:02 +0000 2020,The polymathic astronomer John Herschel died on this day in 1871 and left us the word "photography"… https://t.co/mR1GL2K0Ia
1259698556660826000,Mon May 11 04:15:14 +0000 2020,Love After Life – on Nobel-winning physicist Richard Feynman's birthday, his extraordinary love letter to his wife,… https://t.co/lLjGJQCLjD
1259680760664998000,Mon May 11 03:04:31 +0000 2020,“You are like the Great Spirit, who befriends man not only to share his life, but to add to it. My knowing you is t… https://t.co/HtHetEPUAj
1259670060572061700,Mon May 11 02:22:00 +0000 2020,What a wonderful, wonderful initiative: A musician-turned-physician is brining live digital performances by classic… https://t.co/zmCDIwQHBt
1259664021613154300,Mon May 11 01:58:00 +0000 2020,"We are closed in, and the key is turned On our uncertainty; somewhere A man is killed, or a house burned, Yet no c… https://t.co/JbBMzuMIod
1259656722010030000,Mon May 11 01:29:00 +0000 2020,For everyone motherless on #MothersDay, this: https://t.co/BVntgZKG14
1259648670636662800,Mon May 11 00:57:00 +0000 2020,Strange times, times for reappreciating so much we'd come to take for granted. Like the bicycle – not just its exis… https://t.co/Dlgj2fj2l5
1259619998743609300,Sun May 10 23:03:04 +0000 2020,“Perhaps that’s how any love begins, impulses and cloudy images that allow us to break across our solitude, and the… https://t.co/fCsgv9rd8g
1259612180053442600,Sun May 10 22:32:00 +0000 2020,Long before Carl Sagan enchanted our collective conscience with the fact that "we're all made of star-stuff," Cecil… https://t.co/zZNvhWnWon
1259597080693297200,Sun May 10 21:32:00 +0000 2020,“Every man or woman who is sane, every man or woman who has the feeling of being a person in the world, and for who… https://t.co/q0UYNwSOpP
1259578707951464400,Sun May 10 20:19:00 +0000 2020,We lost Shel Silverstein 21 years ago today, having gained by him some of the most soulful storytelling of all time… https://t.co/3k7lZRx2tY
1259567255001739300,Sun May 10 19:33:29 +0000 2020,On #MothersDay, a mother we don't think about enough, commemorated in a slender, splendid poem by former U.S. Poet… https://t.co/cMdkDIXDbZ
1259566742721839000,Sun May 10 19:31:27 +0000 2020,“Always appear what you are, and you will not pass through existence without enjoying its genuine blessings, love a… https://t.co/iqufffSB2d
1259530454992072700,Sun May 10 17:07:16 +0000 2020,#MothersDay with Mary Wollstonecraft, forgotten founding mother of what we now call "feminism," and her wonderful a… https://t.co/fCioifekng
1259513277643657200,Sun May 10 15:59:00 +0000 2020,“Some books are toolkits you take up to fix things, from the most practical to the most mysterious, from your house… https://t.co/YHnDJMBR5d
1259498694019293200,Sun May 10 15:01:03 +0000 2020,Long before Carl Sagan enchanted our collective conscience with the fact that "we're all made of star-stuff," astro… https://t.co/tncY8Yhxbz
1259483836099985400,Sun May 10 14:02:01 +0000 2020,"Optimism and pessimism, as cosmic philosophies, show the same naïve humanism... All such philosophies spring from… https://t.co/4DNpbSXbTo
1259467733168685000,Sun May 10 12:58:02 +0000 2020,On this day in 1910, Kahlil Gibran met the woman who became his muse, his patron, and his great love, without whom… https://t.co/bdwlBNLUHT
1259453393812295700,Sun May 10 12:01:03 +0000 2020,Work with love, embrace the unexpected, let no one else make decisions for you, and more advice to the young from t… https://t.co/7EWEep23MW
1259335608385839000,Sun May 10 04:13:01 +0000 2020,We lost Shel Silverstein 21 years ago today, having gained by him some of the most soulful "children's books"* of a… https://t.co/QC8QRGXaf8
1259322879897829400,Sun May 10 03:22:26 +0000 2020,@stelladevulder Ah, yes. That is my review galley of @JannaLevin's splendid "Black Hole Blues" (from about a lifeti… https://t.co/WH9TdB7lZx
1259313217752436700,Sun May 10 02:44:02 +0000 2020,Weekly highlights: A spellbinding reading of Hermann Hesse's 100-year-old love letter to trees, a Chilean picture-b… https://t.co/1CpXFkSeKb
1259286291956535300,Sun May 10 00:57:03 +0000 2020,An illustrated meditation on what it's like to live enslaved by anxiety and how to break free… https://t.co/5R30eJQ8xw
1259234691938484200,Sat May 09 21:32:00 +0000 2020,“Practice kindness all day to everybody and you will realize you’re already in heaven now.”  Kerouac on kindness an… https://t.co/TYH5q00FAZ
1259225752093905000,Sat May 09 20:56:29 +0000 2020,RT @MarchForScience: Have you calibrated your baloney detector recently? 🧐🔎  https://t.co/yxLkEpUIlG
