id,created_at,text
1259221051625660400,Sat May 09 20:37:48 +0000 2020,@b1andino Here to help! Could you send us a DM with when and where these were purchased. https://t.co/ZVg4uTzvR2
1258918555787169800,Sat May 09 00:35:47 +0000 2020,@xyfy_5 Those shoes are 🔥. Nice work Momma!
1258864035988009000,Fri May 08 20:59:09 +0000 2020,#playinside Pep Talk 🗣️  “There’s so much to be grateful for.” Oregon Head Women’s Basketball Coach @GoDucksKG show… https://t.co/7vVJ9BZLux
1258472065058947000,Thu May 07 19:01:36 +0000 2020,@CVFutrell Hey Chris, looks like we're no longer producing that hat, but check out our Kentucky gear here:… https://t.co/S4xPYBXr9L
1257687674963538000,Tue May 05 15:04:43 +0000 2020,@dchatlani5 Hey Dino, here to help. SNKRS won't update to show that you've linked your accounts, the 'Link Accounts… https://t.co/vLxRIepgcB
1257487384939303000,Tue May 05 01:48:50 +0000 2020,@WulfCerveza Have you seen the screen that your accounts have been successfully linked?
1257479563212288000,Tue May 05 01:17:45 +0000 2020,@NBA2K @KDTrey5 🔥🏀👀
1257477091773145000,Tue May 05 01:07:56 +0000 2020,Win big. Find your rhythm.  Win a MyPlayer Nation playoff game on @NBA2K to unlock access to a physical pair of the… https://t.co/ePNjjckAaH
1256635774352621600,Sat May 02 17:24:50 +0000 2020,@reggiejII We got you! 👊
1256600068960006100,Sat May 02 15:02:57 +0000 2020,@ATR2305 No word at the moment, so keep a close eye on the link here for updates: https://t.co/bAAtJbIYmk
1255909351740457000,Thu Apr 30 17:18:17 +0000 2020,RT @KDTrey5: The first #KD13 gamer exclusive with @nikebasketball starts Monday! Unlock the drop by winning a MyPLAYER Nation playoff game…
1255873470912581600,Thu Apr 30 14:55:43 +0000 2020,The KD13 ‘Funk’ GE.  Win a MyPLAYER Nation playoff game on @NBA2K starting May 4 to unlock @KDTrey5’s first Gamer E… https://t.co/SnWoaEYw6u
1254868886828265500,Mon Apr 27 20:23:51 +0000 2020,@EL_Gran_MG Hey Mike, no news to share at this time, we recommend staying 🔒 to SNKRS for the latest drops. https://t.co/48IuhyubyH
1254849613422567400,Mon Apr 27 19:07:16 +0000 2020,@wankenny626 We got you! Those are some sweet kicks, the 'FP' stands for Foamposite Pro. 👍
1254474906890383400,Sun Apr 26 18:18:19 +0000 2020,@weedeyebandit Here to help! Let's have you force close the SNKRS app&gt; re-open&gt; and select the 'In-Stock' tab. You… https://t.co/2WnMFo5OHQ
1254453333034754000,Sun Apr 26 16:52:35 +0000 2020,@alexia_alston Copy that. Can you DM us your Nike Member email, 2K email, and size you're wanting to cop? We'll tak… https://t.co/Am2qilNPpm
1254448877169672200,Sun Apr 26 16:34:53 +0000 2020,@moneymarine28 Here to help! Once, you've received the "Congratulations your NBA2K and Nike accounts are linked" yo… https://t.co/r3bPLySlqO
1254195809488441300,Sat Apr 25 23:49:17 +0000 2020,@alexia_alston Hey Alexia, we're happy to help. Let's have you force close the SNKRS app &gt; re-open &gt; select “in-sto… https://t.co/BXs4LqLTqH
1254140374941151200,Sat Apr 25 20:09:00 +0000 2020,@TheFlyingHuff Hey Brad, here to help! First, let's have you try force closing the SNKRS app&gt; re-open&gt; and select t… https://t.co/jiM67gF0bE
