id,created_at,text
1258404999631196200,Thu May 07 14:35:06 +0000 2020,Breaking: Supreme Court unanimously overturns convictions of ex-Christie aides in Bridegate scandal | Just The News https://t.co/zgqQZSwjVM
1258389110953255000,Thu May 07 13:31:58 +0000 2020,Doctors find hydroxychloroquin success rate at 91%, urge Arizona governor to make drug available | Just The News https://t.co/c96rHoT0lU
1258386136004800500,Thu May 07 13:20:09 +0000 2020,ODNI director tells Schiff to release Russia transcripts, hints that if Schiff doesn’t ODNI might | Just The News https://t.co/podOpp8lXs
1258382349118644200,Thu May 07 13:05:06 +0000 2020,Cuomo taps Bill Gates to help him ‘reimagine’ New York’s public schools, sparks immediate criticism | Just The News https://t.co/ry5KHvwzay
1258377308018180000,Thu May 07 12:45:04 +0000 2020,Adam Schiff may be the biggest loser of Russia probe declassification | Just The News https://t.co/dKV5zxsJOQ
1258374790282436600,Thu May 07 12:35:04 +0000 2020,CDC recommends mail-in voting due to coronavirus despite Trump’s concerns about voter fraud | Just The News https://t.co/dIVgsLT5ms
1258369776897884200,Thu May 07 12:15:08 +0000 2020,Trump 2020: Lewandowski ‘very concerned’ by ‘devastating’ jobless rate, risk of resurgent virus | Just The News https://t.co/EI6L0Rjc3I
1258363460297113600,Thu May 07 11:50:02 +0000 2020,Flynn legal team blasts his former counsel for failing to turn over materials | Just The News https://t.co/GksIKaBQfW
1258357171781337000,Thu May 07 11:25:03 +0000 2020,Devin Nunes blasts Rosenstein memo appointing Mueller:  ‘A bunch of lies paid for by the Democrats were used to eng… https://t.co/zZxpy8NpSZ
1258352138708713500,Thu May 07 11:05:03 +0000 2020,Jordan seeks new evidence about FBI actions regarding FISA abuse | Just The News https://t.co/Pt6AMVXe5T
1258345849496711200,Thu May 07 10:40:04 +0000 2020,Watch White House press secretary’s drop mic moment as she calls out media for double standard on coronavirus cover… https://t.co/wMzdk2JQmT
1258339556027437000,Thu May 07 10:15:03 +0000 2020,Americans strongly oppose federal funds for sanctuary cities, poll finds| Just The News https://t.co/lHNVaRGVBm
1258336007537275000,Thu May 07 10:00:57 +0000 2020,Mortgage company to pay $15 million in settlement regarding government backed mortgages | Just The News https://t.co/6B3RieBbZo
1258331042781462500,Thu May 07 09:41:13 +0000 2020,Pompeo praises ‘bold agenda’ as new Iraqi prime minister al-Kadhimi takes charge | Just The News https://t.co/Z3Z0uhUiBZ
1258239165281505300,Thu May 07 03:36:08 +0000 2020,California expected to experience ‘jaw-dropping’ unemployment | Just The News https://t.co/nEUDWiYPO5
1258228827634925600,Thu May 07 02:55:03 +0000 2020,NASA, Elon Musk’s SpaceX may send Tom Cruise to shoot a movie in space | Just The News https://t.co/MZLkd7w3lj
1258209947533410300,Thu May 07 01:40:02 +0000 2020,New Iraqi prime minister al-Kadhimi takes reins of government | Just The News https://t.co/Z3Z0uhUiBZ
1258203669012586500,Thu May 07 01:15:05 +0000 2020,Airports ask Congress for more federal bailout funds | Just The News https://t.co/93uEqE5edQ
1258193141678715000,Thu May 07 00:33:15 +0000 2020,Breaking: Rosenstein asked Mueller to investigate already-discredited Steele dossier allegations, memo reveals | Ju… https://t.co/sPRsWB7zcd
1258179999846236200,Wed May 06 23:41:02 +0000 2020,Trump vetoes resolution that sought to stop hostilities toward Iran without congressional approval | Just The News https://t.co/k5PesfonCf
1258176057280278500,Wed May 06 23:25:22 +0000 2020,White House press secretary turns tables, asks media about headlines downplaying coronavirus threat | Just The News https://t.co/XQbLip2lE8
1258155846606995500,Wed May 06 22:05:03 +0000 2020,Venezuela’s Maduro has launched propaganda campaign about botched mercenary raid, State Dept says | Just The News https://t.co/9QOw5dTqYw
1258150582440857600,Wed May 06 21:44:08 +0000 2020,Netanyahu scores big win as Israeli Supreme Court allows prime Miniter to form government even as he faces prosecut… https://t.co/WCvCyNu97x
1258149557533200400,Wed May 06 21:40:04 +0000 2020,AOC challenger slams fellow Democrat for killing Amazon jobs, says would help coronavirus recovery | Just The News https://t.co/NNVaIgSkMR
1258144521679974400,Wed May 06 21:20:03 +0000 2020,Pelosi: Bringing illegal immigrants into nation’s ‘healthcare loop’ is in ‘everyone’s interest’ | Just The News https://t.co/I8mzEy2twd
1258142527036719000,Wed May 06 21:12:08 +0000 2020,Farms coming back online after coronavirus: ‘Meat shortages should end within 10 days’ | Just The News https://t.co/x3PTfYb3tg
1258120715049619500,Wed May 06 19:45:27 +0000 2020,Voters in new poll favor blocking federal funds for sanctuary cities by 50%-31% margin | Just The News https://t.co/lHNVaRGVBm
1258087168821657600,Wed May 06 17:32:09 +0000 2020,Adam Schiff may be the biggest loser of Russia probe declassification. Review of Democratic House Intelligence Comm… https://t.co/0LMd9KJTYj
1258058482496016400,Wed May 06 15:38:10 +0000 2020,Dallas women jailed for opening salon during pandemic, says ‘Feeding my kids is not selfish’ | Just The News https://t.co/Aq4LLV4c6n
1258055621561245700,Wed May 06 15:26:48 +0000 2020,Did the FBI target Michael Flynn to protect Obama's policies, not national security? Former senior FBI official rai… https://t.co/eejFvqftIn
1258053233311973400,Wed May 06 15:17:18 +0000 2020,Coronavirus task force will not disband, but will shift focus to reopening America https://t.co/OPxsv1wKuM
1258047640228581400,Wed May 06 14:55:05 +0000 2020,Pelosi done with talking about Biden accusation, ‘I’m not going to answer these questions again’ | Just The News https://t.co/pS9puwaDP6
1258046376019218400,Wed May 06 14:50:04 +0000 2020,Survey finds more than three quarters of college students favor institutions offering safe spaces | Just The News https://t.co/l273bcMZeA
1258036310507491300,Wed May 06 14:10:04 +0000 2020,Coronavirus Update: Beaches open for summer, POTUS and the VP are traveling, Fauci will testify | Just The News https://t.co/85YyoHewL0
1258033272573042700,Wed May 06 13:57:59 +0000 2020,As senator, Biden voted to block creation of office handling sexual harassment complaints, report finds. | Just The… https://t.co/QePEO9P7Oh
1258023736592171000,Wed May 06 13:20:06 +0000 2020,California Senate GOP leader blasts Newsom on money to illegal immigrants, religious liberty | Just The News https://t.co/W6j58voMki
1258009890288816000,Wed May 06 12:25:05 +0000 2020,Architect of COVID-19 lockdowns resigns after flouting social distancing rules | Just The News https://t.co/uDS1Gctkys
1258001075615027200,Wed May 06 11:50:03 +0000 2020,Wray pushes back through spokesman as GOP criticism of FBI intensifies | Just The News https://t.co/b8VMHrar4K
1257996084972081200,Wed May 06 11:30:13 +0000 2020,Operation Pangea: How INTERPOL busted criminals in 90 countries cashing in on COVID-19 | Just The News https://t.co/WWp9RTxCXW
1257989754660049000,Wed May 06 11:05:04 +0000 2020,5 times the CDC got it wrong on coronavirus | Just The News https://t.co/2KeR9pxG41
1257984717682626600,Wed May 06 10:45:03 +0000 2020,National media get low marks for its reporting Biden sexual assault allegations, poll finds. | Just The News https://t.co/hjG2ALUypf
1257977168329691100,Wed May 06 10:15:03 +0000 2020,Warning sign of US meat shortages as grocers begin to ration purchases https://t.co/0XHb2oTIi5
1257867278496006100,Wed May 06 02:58:23 +0000 2020,Ohio state lawmaker refuses to wear face mask because faces are the ‘likeness of God’ | Just The News https://t.co/ZQz71XWvSt
1257853993331634200,Wed May 06 02:05:36 +0000 2020,Breaking: Justice Ginsburg hospitalized but will participate in oral argument by teleconference | Just The News https://t.co/f9qHJfcYPI
1257847064010150000,Wed May 06 01:38:04 +0000 2020,You Vote: How is Christopher Wray doing as FBI director? | Just The News https://t.co/GcWijlCJoM
1257827093288816600,Wed May 06 00:18:42 +0000 2020,Breaking: While lawmakers clamor to hear directly from FBI director, Wray instead offers defense through spokesman.… https://t.co/BgWM4Zpbsy
1257826169828892700,Wed May 06 00:15:02 +0000 2020,British and US officials warn of cyber threats amid coronavirus pandemic | Just The News https://t.co/ACmkWzTzbp
1257819761846648800,Tue May 05 23:49:35 +0000 2020,U.S. grocers limit customer meat purchases amid coronavirus-shortage fears | Just The News https://t.co/0XHb2oTIi5
1257801027920814000,Tue May 05 22:35:08 +0000 2020,Trump says US not involved in botched mercenary raid on Venezuela; group’s leader explains motive | Just The News https://t.co/9ZVGqU3NQ2
1257793454970679300,Tue May 05 22:05:02 +0000 2020,McConnell: Too early to bail out states and localities in a fourth COVID-19 bill | Just The News https://t.co/m5BrjFo5N6
1257785968242933800,Tue May 05 21:35:18 +0000 2020,White House considering phasing out of White House coronavirus task force | Just The News https://t.co/ep5POjrJZ2
1257764104502214700,Tue May 05 20:08:25 +0000 2020,Federal scientist files whistleblower complaint alleging he was ousted over malaria drug dispute over coronavirus.… https://t.co/EIOBd7B4QA
1257761040546267100,Tue May 05 19:56:14 +0000 2020,Watch the All Things Trump Newscast: Honeywell visit, steady approval ratings, keeping Chinese out of military pens… https://t.co/Sy6SFDaKn8
1257753327162572800,Tue May 05 19:25:35 +0000 2020,Matt Gaetz calls on AG Barr to ban use of Chinese drones in U.S. law enforcement https://t.co/mYwx8Uk2z4
1257738621056098300,Tue May 05 18:27:09 +0000 2020,Breaking: House Republicans up ante on Schiff, demand release of declassified transcripts from Russia investigation https://t.co/4nHycykAMW
1257729286754238500,Tue May 05 17:50:04 +0000 2020,FEMA, top U.S. disaster relief agency, losing two key response officials amid coronavirus | Just The News https://t.co/u4rN8hYAwJ
1257728531611750400,Tue May 05 17:47:04 +0000 2020,Voters 3-to-1 say national media ‘Not Aggressive Enough’ reporting Biden sexual assault allegations | Just The News https://t.co/hjG2ALUypf
1257720499494359000,Tue May 05 17:15:09 +0000 2020,No Show: Russia awards medal to North Korean leader, but Kim doesn’t show to receive it | Just The News https://t.co/t5IyvR3u2G
1257715448390602800,Tue May 05 16:55:04 +0000 2020,Trump continues online feud with George Conway, calls him ‘Moonface’ as he criticizes new Lincoln Project ad. | Jus… https://t.co/7r8fjfR4OF
1257712481167913000,Tue May 05 16:43:17 +0000 2020,Trump: Fauci will testify only to Senate because ‘House is a bunch of Trump-haters’ | Just The News https://t.co/VxZtabPKPW
1257688394047594500,Tue May 05 15:07:34 +0000 2020,‘Unethical’ and ‘nasty’: House Democrats spare no words as they push to end lawmakers sleeping in offices during pa… https://t.co/VXqLMScnjz
1257669900266545200,Tue May 05 13:54:05 +0000 2020,Watch Live: Senate Intelligence Committee holds confirmation hearing for DNI nominee John Ratcliffe, picked by Trum… https://t.co/2gVjWRsjrb
1257668891322564600,Tue May 05 13:50:04 +0000 2020,Most forgivable stimulus loans won’t be subject to federal audit | Just The News https://t.co/HTP9HCSiOq
1257668243667509200,Tue May 05 13:47:30 +0000 2020,Fauci conflicts with Trump, doesn't believe virus released from Chinese lab https://t.co/4BHjgjzxH0
1257657584057753600,Tue May 05 13:05:08 +0000 2020,Sitcom star Debra Messing shamed for spreading dirt about Biden accuser Tara Reade | Just The News https://t.co/AugB95wMK0
1257657572313759700,Tue May 05 13:05:06 +0000 2020,Author of chart projecting 3,000 coronavirus deaths per day says report was not ready to be shared | Just The News https://t.co/D6fRdzgWRc
1257651841522970600,Tue May 05 12:42:19 +0000 2020,California becomes first state to borrow federal money to cover rising unemployment benefits, report | Just The News https://t.co/zU4J8Kt1Ow
1257643726689706000,Tue May 05 12:10:04 +0000 2020,During pandemic, soldiers train for war by playing video games | Just The News https://t.co/MVxX6SqKa9
1257633698607960000,Tue May 05 11:30:14 +0000 2020,‘The American people continue to learn troubling details about the politicization and misconduct at the highest lev… https://t.co/m07sko1KHx
1257628623592456200,Tue May 05 11:10:04 +0000 2020,Trump submits federal pension board nominees, opening door to cut China investments | Just The News https://t.co/4FymfScNrX
1257619809723912200,Tue May 05 10:35:02 +0000 2020,Three charged in fatal shooting of Michigan store security guard enforcing face mask rule | Just The News https://t.co/B4wyzNDBK1
1257506563218169900,Tue May 05 03:05:02 +0000 2020,Poland’s presidential election may be delayed amid coronavirus pandemic | Just The News https://t.co/9AqilvaWIV
1257499017795297300,Tue May 05 02:35:03 +0000 2020,Great Video: One bee’s natural defense againt the ‘murder hornets’ | Just The News https://t.co/u398jKu4yA
1257487689013739500,Tue May 05 01:50:02 +0000 2020,Religious liberty battle: Virginia Gov. Northman defends stay-at-home order for church as DOJ intervenes. | Just Th… https://t.co/EKbw0Pye8H
1257482409827803100,Tue May 05 01:29:04 +0000 2020,Breaking: Andy Lack ousted as NBC News chief in reorganization | Just The News https://t.co/Nx54I5BExQ
1257480140512166000,Tue May 05 01:20:03 +0000 2020,Bad to worse: A tit-for-tat timeline of deteriorating U.S.-China relations | Just The News https://t.co/GnzeS0VZGd
1257479640723132400,Tue May 05 01:18:03 +0000 2020,White House fires back at NYT assertion that admin is predicting 3,000 daily deaths by June | Just The News https://t.co/ghYkdPCun2
1257473853149843500,Tue May 05 00:55:03 +0000 2020,In France, first case of coronavirus appeared in December, says Parisian doctor | Just The News https://t.co/B45JgdwqUW
1257467563531001900,Tue May 05 00:30:04 +0000 2020,Trump reignites Scarborough feud, calls for reopening of ‘cold case’ in death of Congress intern | Just The News https://t.co/JXYdXsdn1A
1257462510288023600,Tue May 05 00:09:59 +0000 2020,Progress: California to move into phase two of its reopening plan later this week | Just The News https://t.co/P7KjEYiGWr
1257453270693564400,Mon May 04 23:33:16 +0000 2020,More belated discoveries: Flynn's former counsel identifies, hands over more documents in case. https://t.co/0e9Id9zb2r
1257423174767165400,Mon May 04 21:33:41 +0000 2020,Top Democrat asks Trump administration to publicly disclose recipients of forgivable stimulus loans https://t.co/tPJFuQjYmb
1257407566893768700,Mon May 04 20:31:40 +0000 2020,House GOP blasts FBI Director Wray, demands key interviews and documents from Russia probe. 'Well past time' to sho… https://t.co/rdyqwbs2PW
1257375124581482500,Mon May 04 18:22:45 +0000 2020,Virginia to begin double-counting multiple positive coronavirus cases. The new policy may serve to sharply drive up… https://t.co/DjZPhYc4pd
1257357937732919300,Mon May 04 17:14:27 +0000 2020,Secretary of the Senate says she cannot comply with Biden request to locate assault allegation | Just The News https://t.co/HeTqoVvdgf
1257331655347495000,Mon May 04 15:30:01 +0000 2020,Defense Secretary Esper warns Europe not to allow China, Russia to gain influence amid the pandemic | Just The News https://t.co/8cJTo8w5hH
1257326022221070300,Mon May 04 15:07:38 +0000 2020,New York joining East Coast consortium to bulk buy coronavirus supplies https://t.co/Z2Nl7Kf1Z0
1257320339979112400,Mon May 04 14:45:03 +0000 2020,BREAKING: Legendary NFL coach Don Shula reportedly has died | Just The News https://t.co/159Ni7rTsi
1257317898013401000,Mon May 04 14:35:21 +0000 2020,British Prime Minster Johnson said doctors were prepared for him to die  from coronavirus during hospital stay. https://t.co/uTanAJVSgP
1257311541038157800,Mon May 04 14:10:05 +0000 2020,The Russia and Ukraine scandals not only corrupted government decisions, they helped enrich lots of Washington insi… https://t.co/sOiomV9ZKS
1257297704297914400,Mon May 04 13:15:06 +0000 2020,Pressure mounts on Wray as FBI behavior in Russia case comes into clearer focus. Flynn lawyer accuses FBI director… https://t.co/PoSGGDRia0
1257283850713084000,Mon May 04 12:20:03 +0000 2020,Late Sen. Moynihan’s daughter, a lifelong liberal, blasts Democrats for China position. Party ‘has blood on its han… https://t.co/p5kpj467bK
1257270008989827000,Mon May 04 11:25:03 +0000 2020,DOJ intervenes in Virginia church case that could determine if religion is an essential service. | Just The News https://t.co/IaFtwx4eOe
1257257433006776300,Mon May 04 10:35:05 +0000 2020,NRA cuts staff, salaries as Americans buy record number of firearms in March | Just The News https://t.co/sstK8z4SmZ
1257133143628398600,Mon May 04 02:21:12 +0000 2020,Trump says U.S. virus death toll could reach 100,000, vaccine ready by December. https://t.co/xHTiHLNg73
1257093843134173200,Sun May 03 23:45:02 +0000 2020,Breaking: DOJ intervenes on behalf of church challenging Virginia governor’s virus restrictions | Just The News https://t.co/IaFtwx4eOe
1257067275422744600,Sun May 03 21:59:28 +0000 2020,Gov. Whitmer alleges racism was involved in Michigan protests against virus restrictions.  https://t.co/IvnJedhDgh
1257043515953025000,Sun May 03 20:25:03 +0000 2020,Stinging News: The ‘Murder Hornet’ has arrived in the United States, experts warn | Just The News https://t.co/fpRGs3XX9m
1257038145201332200,Sun May 03 20:03:43 +0000 2020,Former presidential advisor floats potential Hillary Clinton-Barack Obama ticket in 2020 https://t.co/m87FjdBQQA
1257020865994264600,Sun May 03 18:55:03 +0000 2020,Tara Reade says she did not use term “sexual harassment” in complaint against Biden | Just The News https://t.co/oA7IkPYLof
1257008282591469600,Sun May 03 18:05:03 +0000 2020,Elon Musk and Jeff Bezos compete to help NASA return humans to the moon | Just The News https://t.co/LQtYIdzne0
1257007953003139000,Sun May 03 18:03:44 +0000 2020,Breaking: Pompeo says “enormous evidence” COVID-19 originated in Wuhan lab | Just The News https://t.co/VtCFBLtiS4
1256990249387004000,Sun May 03 16:53:23 +0000 2020,Gunfire reported on border of North and South Korea https://t.co/l9JhbMLy2a
1256984386366513200,Sun May 03 16:30:06 +0000 2020,Waste Watch: DOD to spend $753 million on printing costs, after being asked to trim paper budget | Just The News https://t.co/vusEct5MFu
1256978082797404200,Sun May 03 16:05:03 +0000 2020,Iran study suggests much higher coronavirus infections, recovery rate than official numbers | Just The News https://t.co/DKp2Wms2um
1256965503500923000,Sun May 03 15:15:03 +0000 2020,Unmasking fallout: Grenell takes steps to better protect Americans’ identities in US intelligence reports | Just Th… https://t.co/Z6IKFIvppb
