id,created_at,text
1260149107143966700,Tue May 12 10:05:34 +0000 2020,@sahiljaglan5 Thanks for bringing this to our attention – we'll see what we can find out and we'll provide you an update.
1260149076273893400,Tue May 12 10:05:26 +0000 2020,@RichDeadStar1 When this happens, we send an email w/ more details about the suspension. If you think this was made… https://t.co/6nLrAQWhJe
1260148634118697000,Tue May 12 10:03:41 +0000 2020,@navnishbhardwaj 2/2 Also, a catalog of free online lessons in our Creator Academy will help you gain more audience… https://t.co/tUsNYtt4Pt
1260148551147020300,Tue May 12 10:03:21 +0000 2020,@navnishbhardwaj 1/2 Thanks for the tag – w/ fewer people available to review content due to COVID-19, we’re being… https://t.co/YSlLTczCjb
1260147975927496700,Tue May 12 10:01:04 +0000 2020,@CasteleynThomas Thanks for the details – we recommend checking out this resource for more troubleshooting tips for… https://t.co/URQuedlwly
1260147372576911400,Tue May 12 09:58:40 +0000 2020,@varunandwani Thanks for bringing this to our attention – it's best to report it directly with this form:… https://t.co/GEQ7rJxR2o
1260147261322993700,Tue May 12 09:58:14 +0000 2020,@AbiralAd Thanks for the tag – the best thing to do is wait for your PIN to arrive in the mail as you have 4 months… https://t.co/Q5PkRz1zoJ
1260146809244090400,Tue May 12 09:56:26 +0000 2020,@SilmarUK Thanks for the quick revert – were you getting an error message when you tried to appeal this? If possibl… https://t.co/Tzb6GuHC0q
1260144326807601200,Tue May 12 09:46:34 +0000 2020,@roseyongs To help reduce stress on networks, we’re temporarily defaulting all YouTube traffic to Standard Definiti… https://t.co/oPXHXwBkQv
1260144089288380400,Tue May 12 09:45:37 +0000 2020,@DailyCatch3 Thanks for reaching out, it can take up to 1 week after passing 1k subscribers for the Community Tab t… https://t.co/IUDlGLu7ja
1260143473379946500,Tue May 12 09:43:11 +0000 2020,@gozelsozler If your videos contain content to which you don’t own all the rights to, the owner may chose to place… https://t.co/QYuAl6QIZS
1260142870432006100,Tue May 12 09:40:47 +0000 2020,@HamzaKaymak12 Hi there – the URL you've shared doesn't work. If you're referring to your account being suspended,… https://t.co/HllKKps1ZE
1260142600176177200,Tue May 12 09:39:42 +0000 2020,@KaiD4s Good question – the Stories feature is available for channels with more than 10k subscribers. This help cen… https://t.co/QDNKWj8OLq
1260141607430443000,Tue May 12 09:35:46 +0000 2020,@twitmuf We're sorry for the trouble–have you tried changing the file format &amp; reuploading it? It's also possible t… https://t.co/UdcjaDZQS8
1260140041449472000,Tue May 12 09:29:32 +0000 2020,@Kwuddul Hey Jan, danke für dein Feedback, es wurde intern weitergeleitet. Die Kommentare wurden verschoben, weil w… https://t.co/sQe5yItGOD
1260139377952534500,Tue May 12 09:26:54 +0000 2020,@phillip__07 Hey Phillip, danke für dein Feedback, wir werden es intern weiterleiten. Durch die Änderungen möchten… https://t.co/kKXlSgqN32
1260138854952075300,Tue May 12 09:24:49 +0000 2020,@Yokomovich Добрый день! В связи с тем, что ситуация с COVID-19 повлияла на работу наших команд, рассмотрение об од… https://t.co/POlO9MLRg7
1260138833540235300,Tue May 12 09:24:44 +0000 2020,@Jonathandpk Hi Jonathan, wir hoffen, dass diese Änderung das Auffinden und Reagieren auf Kommentare erleichtert, o… https://t.co/3DnUvVOD0I
1260138448582783000,Tue May 12 09:23:13 +0000 2020,@YoItzMason Thanks for reaching out – it looks like you're using a new device to sign in to your YouTube account. W… https://t.co/09ZQhKN8qG
1260138095585955800,Tue May 12 09:21:48 +0000 2020,@Team84Official Hmm, that's strange – have you tried clearing cache &amp; cookies on your browser and signing out then… https://t.co/xHmpCQArgv
1260136603550470100,Tue May 12 09:15:53 +0000 2020,@sweetiessiixx Halo Kak Nisa, apa yg kamu maksud untuk berlangganan? Jika iya kamu dapat mengikuti link ini ya: https://t.co/qrvl6hSSod
1260136200968470500,Tue May 12 09:14:17 +0000 2020,@smart_hashmi21 Thanks for letting us know, we're sending you a DM with the next steps.  Also – we recommend deleti… https://t.co/ebNNXZAhtr
1260136009582420000,Tue May 12 09:13:31 +0000 2020,@TDM_Jesus Thanks for tagging us – we'll look into this and get back to you with an update. Appreciate your patience in the meantime!
1260135643528728600,Tue May 12 09:12:04 +0000 2020,@TIGERSPLANET Thanks for the heads up  it looks like the team is still working on a few of your channel's details.… https://t.co/xK7DvYs7HN
1260135115318890500,Tue May 12 09:09:58 +0000 2020,@yooloey Untuk informasinya Kak, yg membedakannya adalah fitur2nya. Selain bebas iklan, dpt download video (Offline… https://t.co/e0zWuQ3fzf
1260134592666837000,Tue May 12 09:07:53 +0000 2020,@RizkaAuli1 Sore Kak Rizka. Apa kamu menggunakan aplikasi ? Kalau iya, kamu bisa coba install ulang aplikasinya. Di… https://t.co/TuRCu8aOpM
1260134531270672400,Tue May 12 09:07:39 +0000 2020,@CasteleynThomas Thanks for reaching out – have you checked if this also happens on other devices? The troubleshoot… https://t.co/96i7UPz7jQ
1260133936233152500,Tue May 12 09:05:17 +0000 2020,@VijayImmanuel6 This layout's still in the experimental phase – the design may change over time.   We recommend sha… https://t.co/hWN6zoxdzS
1260133567436333000,Tue May 12 09:03:49 +0000 2020,@REMOTEdrop_ Hi Kak Asha. Tampilan memang mengalami perubahan, namun jika kamu ada masukan/saran tentang perubahan… https://t.co/c0ALM3CQMZ
