id,created_at,text
1259834391964061700,Mon May 11 13:15:00 +0000 2020,It's Showtime and this week @ASHAAUDIO has brought to us the #musicalduo @soumyosourendro and all their favourite s… https://t.co/4pab3E0jRE
1259819292301934600,Mon May 11 12:15:00 +0000 2020,After a super fun first episode, Saru &amp; Baru are here with a second! This Friday at 8PM, we have @KiyamAmarjit and… https://t.co/HSJlNuIHmN
1259804115405865000,Mon May 11 11:14:41 +0000 2020,If you're looking to up your hosting game, let us stop you right here! With The Bombay Canteen's new hand-picked se… https://t.co/KepLpYR2Vv
1259786400100241400,Mon May 11 10:04:18 +0000 2020,@capitalmind_in Hey Kishlay, we would like to look into this for you. Can you please DM us your registered email ID?
1259783231521644500,Mon May 11 09:51:42 +0000 2020,Nothing says #MondayMotivation like picking up your drumsticks and going to town! Join @ginobanksmusic's interactiv… https://t.co/47RYAT1w7U
1259770948741300200,Mon May 11 09:02:54 +0000 2020,@Nachiketa_Vriti @capitalmind_in @deepakshenoy Hey Rutvik, could you please DM us your registered email ID and cont… https://t.co/HhBs6qdboZ
1259472004094161000,Sun May 10 13:15:00 +0000 2020,Off the field #podcast is back with more players and more stories! Catch Saru &amp; Baru in conversation, this time wit… https://t.co/LwRrxiLLVJ
1259440146446823400,Sun May 10 11:08:24 +0000 2020,RT @sshreyas: We are! Full fledged ticketing / guest list management and marketing for all kinds of digital events. We are already doing mo…
1259438032328982500,Sun May 10 11:00:00 +0000 2020,One of the most renowned fitness experts from #Kolkata, Kanchan Basu, can now coach YOU! Tune in from your home &amp; s… https://t.co/1oj823GGIw
1259433606650499000,Sun May 10 10:42:25 +0000 2020,🚨Gig Alert🚨 Join @anishsood TODAY(!!!) for ‘Once Upon A Time’ - an extraordinary audio visual journey through exoti… https://t.co/mSMcX9Eym9
1259415381308928000,Sun May 10 09:30:00 +0000 2020,The best chefs from @bombaycanteen and @OPedroMumbai in YOUR kitchen! Learn to cook from the #chefs behind your fav… https://t.co/im0EUIVgxh
1259390214746726400,Sun May 10 07:50:00 +0000 2020,Learn the art of #poetry writing with this workshop by Simar Singh! Become a better #writer from your home.… https://t.co/jBqf21HoaD
1259375800551235600,Sun May 10 06:52:43 +0000 2020,Get people excited &amp; on the edge of their seats with your #storytelling! Master the art of moving people with your… https://t.co/QAsLxbwmir
