id,created_at,text
1259967642951090200,Mon May 11 22:04:29 +0000 2020,Kelli O'Hara on audio drama: “We’re using your imagination. We’re not giving you everything. We’re letting you buil… https://t.co/y1iLvQG4yI
1259961923094839300,Mon May 11 21:41:46 +0000 2020,Little Richard was a living legend who brought glorious ridiculousness to rock 'n' roll — then taught a generation… https://t.co/LeDYsvRfsS
1259958809495253000,Mon May 11 21:29:23 +0000 2020,Kenny Chesney's “Here and Now” beat Drake’s “Dark Lane Demo Tapes” to No. 1, but the country star's tally was bolst… https://t.co/H6YWJQ8k0Y
1259935990141063200,Mon May 11 19:58:43 +0000 2020,"This is skillful ventriloquism, yet Sittenfeld never occupies her subject at an animal level." @DwightGarner revie… https://t.co/vNBbdP4u2v
1259930712385507300,Mon May 11 19:37:44 +0000 2020,Daniel Dae Kim spoke to us about narrating “Asian-Americans,” the documentary series premiering today on PBS, what… https://t.co/scRiY21Qr8
1259928111757627400,Mon May 11 19:27:24 +0000 2020,People came out amid blue skies and blustery winds to see art displayed on lawns, porches, driveways and garage doo… https://t.co/6YivgYoNkT
1259922229674029000,Mon May 11 19:04:02 +0000 2020,What's on TV tonight: a Netflix documentary about celebrity experiences with hallucinogenic drugs and Louis Malle's… https://t.co/YUVdzr6eBU
1259909444655362000,Mon May 11 18:13:14 +0000 2020,A planned interactive makeover for a Holocaust museum in Kyiv, Ukraine, would divide visitors into three groups — e… https://t.co/xpouT6VNS1
1259904039430557700,Mon May 11 17:51:45 +0000 2020,Behind the scenes of the original "Valley Girl": how it went from cheap exploitation movie to star vehicle for Nico… https://t.co/cnHrDewJGg
1259889269541343200,Mon May 11 16:53:04 +0000 2020,RT @amandahess: I wrote about the crowd-shaming photo. In the absence of images of death, pictures of joy stand in for the morbid: https://…
1259883544647815200,Mon May 11 16:30:19 +0000 2020,We asked the minds behind “Veep,” “Brooklyn Nine-Nine” and other office comedies what makes workplace TV shows so g… https://t.co/RtFT7i3eA2
1259878088135098400,Mon May 11 16:08:38 +0000 2020,From the outside looking in, Jason Isbell looks very much like a man who has it all: sobriety, a beautiful family,… https://t.co/zsoglRVdVb
