id,created_at,text
1260895488536166400,Thu May 14 11:31:25 +0000 2020,“We had a lot of wildlife. You didn’t even check your chicken coop without a .357 Magnum hanging over your shoulder… https://t.co/16OlcAMJL5
1260262141455749000,Tue May 12 17:34:43 +0000 2020,"She did not have it coming, she was no more disposable than anyone else. Her death was not inevitable, does not ea… https://t.co/oZ7hJUfQTC
1260184988500275200,Tue May 12 12:28:09 +0000 2020,RT @xanalter: Surprisingly good news
1259975888642412500,Mon May 11 22:37:15 +0000 2020,RT @PatriciaMazzei: “Mother Nature bats last, and she bats a thousand.” https://t.co/sw57w513N1
1259859996638093300,Mon May 11 14:56:44 +0000 2020,Terrific detail from @zoegberg piece on self-isolating hotel in Revere, still only half full: MEMA has contracted a… https://t.co/UOCE2y7wvq
1259626827519230000,Sun May 10 23:30:13 +0000 2020,@TooMuchMe @brkinibeachriot Thank you for reading it.
1259477151457456000,Sun May 10 13:35:27 +0000 2020,Very tough @BostonGlobe editorial today about Holyoke Soldiers' Home, arguing that responsibility for the deaths th… https://t.co/iKNzyCW6py
1259470830335123500,Sun May 10 13:10:20 +0000 2020,My mom is from Michigan and she rides horses standing up. https://t.co/RbE5x9yR1B
1259321111193497600,Sun May 10 03:15:24 +0000 2020,RT @nilanjanaroy: About that bread.  Sabrina Orah in the @parisreview:  https://t.co/Zeo5zsrEtz
1259249519281176600,Sat May 09 22:30:55 +0000 2020,@bibek_301 Thank you!
1259206112227754000,Sat May 09 19:38:26 +0000 2020,RT @RichardFausset: I was at a Mardi Gras parade yrs ago &amp; Little Richard came by on a float. A dad said to his wife &amp; kids, "Hey, it's the…
1259166835200712700,Sat May 09 17:02:22 +0000 2020,RT @ava: I served soul food brunch to Little Richard every Sunday for a year while waitressing at Aunt Kizzy’s Back Porch in LA. I was a co…
1259080819378921500,Sat May 09 11:20:34 +0000 2020,RT @ilya_poet: Fun activities that are 6 feet apart: https://t.co/9Gsc6qtFgk
1258833270231445500,Fri May 08 18:56:54 +0000 2020,RT @dustyc123: COVID-19 has now claimed the lives of 72 veterans at the Holyoke Soldiers Home. “I try not to dwell on those images of my fa…
1258815496838922200,Fri May 08 17:46:16 +0000 2020,The C.I.A. speeding the Soviet collapse by writing lyrics for hair bands is going to get me through week 11 of this… https://t.co/rt9Tq88N6t
1258784888523759600,Fri May 08 15:44:39 +0000 2020,@Mikey2201 I'm so glad you liked it! He really made a good life for himself in Bradford, got clear of the family drama.
1258737136863412200,Fri May 08 12:34:54 +0000 2020,RT @PeterRNeumann: In Britain, the only British people seem to be Northern Irish Protestants and (predominantly) immigrant communities from…
1258706812364304400,Fri May 08 10:34:24 +0000 2020,RT @PekingMike: Chris is the dean of China correspondents. His love and compassion for the country’s people comes out in his writing, most…
1258705277832093700,Fri May 08 10:28:18 +0000 2020,@Andrew__Roth This reminds me of when I had to tell you to shave before coming into the bureau!
1258499640506421200,Thu May 07 20:51:10 +0000 2020,Massachusetts' pioneering telephone contact tracing effort, which is costing the state $44 million, has run into a… https://t.co/tXOl1O7YWw
1258462316179439600,Thu May 07 18:22:51 +0000 2020,RT @kimseverson: Fans only! https://t.co/w7TALEKClZ
1258421602439528400,Thu May 07 15:41:05 +0000 2020,RT @BrendanNyhan: Axl Rose owning the Treasury Secretary on Twitter was not on my 2020 bingo card https://t.co/uhnTxzh9jj
1258350869873033200,Thu May 07 11:00:01 +0000 2020,RT @ByMikeBaker: 6 of the 10 most populous countries on the planet (India, Pakistan, Brazil, Bangladesh, Russia, Mexico) are among those wi…
1258165330079293400,Wed May 06 22:42:44 +0000 2020,RT @ryanstruyk: Has anyone you personally know died from the coronavirus via new Quinnipiac poll in New York state:  White voters: 27% yes…
1258104363354067000,Wed May 06 18:40:29 +0000 2020,RT @cspanJeremy: LISTEN: Toilet flush during U.S. Supreme Court oral argument (h/t @nicninh) https://t.co/He3QGMzvJI
1258088895713104000,Wed May 06 17:39:01 +0000 2020,RT @jodikantor: NEW: As healthcare workers put their lives on the line, improvising/reusing protective gear, this is what was going on insi…
1257997464268914700,Wed May 06 11:35:42 +0000 2020,@clairecoz @MissLise @VivGroskop Yes, even the baby did shots
1257992914984218600,Wed May 06 11:17:37 +0000 2020,@clairecoz @MissLise It is the fertile crescent of hospitality. During the war with Russia I went down there with a… https://t.co/hOq1RwGR5U
1257990110311743500,Wed May 06 11:06:29 +0000 2020,@MissLise @clairecoz I have a theory, unsubstantiated by any facts, that groups of migrants from Kashmir settled in… https://t.co/RCvLBq5syn
1257989032295968800,Wed May 06 11:02:12 +0000 2020,@MissLise @clairecoz Oh go there as soon as the plague is over, it's an indescribable pleasure -- not Europe or Asi… https://t.co/25IQOyaMQl
1257973373235335200,Wed May 06 09:59:58 +0000 2020,RT @VivGroskop: Been saving this to read. It's so beautiful and so sad. Thank you @laurenzcollins   https://t.co/HsvLVCMH5R
1257880874688929800,Wed May 06 03:52:25 +0000 2020,@xwellpredicts Right? A 19 year old kid from Springfield?
1257789059918893000,Tue May 05 21:47:35 +0000 2020,At the end of his memoir, di Palma writes wonderingly of all that he saw. "I still wonder how I, an average guy--ju… https://t.co/m4XQhSQdhp
1257787680273903600,Tue May 05 21:42:06 +0000 2020,So the next time Goering asked, di Palma brought him water from the toilet. Goering drank it down and said, "Ah, gu… https://t.co/L834NopQW2
1257787099534762000,Tue May 05 21:39:47 +0000 2020,While the trial was in recess, Goering repeatedly asked di Palma to bring him water from a chlorinated pouch, but h… https://t.co/ks6CfGr4eb
1257785941906817000,Tue May 05 21:35:11 +0000 2020,In his delightful autobiography, "Just a Kid," di Palma describes hostile encounters with the guy he called Hermann… https://t.co/KnEDKe8BqF
1257784802851291100,Tue May 05 21:30:40 +0000 2020,Emilio di Palma, one of the veterans who died last month of COVID in the Holyoke Soldiers' Home, was 19 when he gua… https://t.co/VqMl0UgCKt
1257763438815842300,Tue May 05 20:05:46 +0000 2020,@rksimonlaw @BetsBarnes Also, what is the point of reading a 932-page book if you can't thump it down on the table and scare your family
1257761683835162600,Tue May 05 19:58:48 +0000 2020,@CEQuirk You would love this book, Christy Quirk
1257759869039513600,Tue May 05 19:51:35 +0000 2020,@MiriamElder @candyfight So good
1257759537085415400,Tue May 05 19:50:16 +0000 2020,Lockdown readers, I vehemently recommend "The Eighth Life," a cinderblock-sized novel about Soviet Georgia which, a… https://t.co/099ZCQ1HMF
1257689024229249000,Tue May 05 15:10:04 +0000 2020,RT @ByMikeBaker: If you remove New York from the data, the number of new coronavirus cases being identified in the United States each day i…
1257660075235332000,Tue May 05 13:15:02 +0000 2020,RT @itscaitlinhd: 1/It was an honor for me to write an obituary for Ida B. Wells, and seeing her honored yesterday by the @PulitzerPrizes f…
1257640097601781800,Tue May 05 11:55:39 +0000 2020,@b_judah My favorite thing about him is that despite his jaundiced view of humans and their motivations he is devoutly religious
1257637223010308000,Tue May 05 11:44:14 +0000 2020,@TomMcTague Non-irony is my new thing
1257634992152293400,Tue May 05 11:35:22 +0000 2020,Lovely, non-ironic essay by ⁦@TomMcTague⁩ about the unexpected blessing of being locked down with our children: It… https://t.co/yaD2YgahUn
1257515216918765600,Tue May 05 03:39:25 +0000 2020,@lavi_raghavan @JimBYardley Thank you for reading it.
1257490595720958000,Tue May 05 02:01:35 +0000 2020,RT @joesonka: I won a Pulitzer Prize today, and I’m on my second week of unpaid furlough starting next Monday.  Please subscribe to the @co…
1257490134498521000,Tue May 05 01:59:45 +0000 2020,@qudsiya Well, I wish I had! I’m glad you liked it.
1257483844485369900,Tue May 05 01:34:46 +0000 2020,@qudsiya I didn’t win!
1257434663691354000,Mon May 04 22:19:20 +0000 2020,RT @mschwirtz: My 96-year-old grandma Jean has not quite forgiven me for failing to become a famous doctor, but she’s pretty pleased I won…
1257412098667266000,Mon May 04 20:49:40 +0000 2020,RT @smervosh: "To every black girl who was told she had to shrink yourself and your blackness in order to succeed in this world, I want you…
1257404743225409500,Mon May 04 20:20:26 +0000 2020,RT @rachelswarns: In 1894, the New York Times -- which I love and where I've spent most of my career -- described Ida B. Wells as a "slande…
1257399463976583200,Mon May 04 19:59:28 +0000 2020,RT @JimBYardley: Could not be more proud of the incredible work by @mschwirtz @ddknyt @dionnesearcey @malachybrowne @trbrtc Huge shoutout t…
1257390190231986200,Mon May 04 19:22:37 +0000 2020,@mschwirtz !!!!!!!!!! https://t.co/jJT42ZKG1S
1257388455061045200,Mon May 04 19:15:43 +0000 2020,History is made. So proud to work alongside @nhannahjones. https://t.co/UeB8MkZhZU
1257352827200049200,Mon May 04 16:54:09 +0000 2020,@meharazdan @nytimes That is beautifully put.
1257350299305508900,Mon May 04 16:44:06 +0000 2020,@kevinwatts @meharazdan @nytimes Thank you.
1257350124080160800,Mon May 04 16:43:24 +0000 2020,@meharazdan @nytimes You have to wonder, if Partition had been examined, processed, reckoned with like other nation… https://t.co/fbkaXil44B
1257348257925259300,Mon May 04 16:35:59 +0000 2020,@meharazdan @nytimes Thank you!
1257297836905050000,Mon May 04 13:15:38 +0000 2020,All of Canada has fewer coronavirus deaths than Massachusetts.  https://t.co/9v3shiqYmk
