id,created_at,text
1259582813495365600,Sun May 10 20:35:19 +0000 2020,@anapuzar We are amazed by this photo, Ana! You surely capture the beauty of a sunset in your pictures. Fantastic job. 🤩 -J.M.
1259238846136348700,Sat May 09 21:48:31 +0000 2020,@anapuzar What a beautiful view to end the day, Ana! Great job on this picture. Best wishes. -J.M.
1259170882712264700,Sat May 09 17:18:27 +0000 2020,@anapuzar 😉 -G.I.
1259168814068928500,Sat May 09 17:10:14 +0000 2020,@anapuzar Have a good one, Ana. 😊 -G.I.
1259159796168528000,Sat May 09 16:34:24 +0000 2020,@anapuzar it is always a pleasure! -G.I.
1259153084225216500,Sat May 09 16:07:43 +0000 2020,@anapuzar Amazing work, Ana! You're a pro. 😃 -G.I.
1258839247139729400,Fri May 08 19:20:39 +0000 2020,@anapuzar 😉 -G.I.
1258836159284707300,Fri May 08 19:08:23 +0000 2020,@anapuzar Amazing work! Thank you for sharing, Ana. 😊 -G.I.
1258825551839522800,Fri May 08 18:26:14 +0000 2020,@anapuzar This just shows how wonderful our world is. 🧡💛💙 -G.I.
1258764537219563500,Fri May 08 14:23:47 +0000 2020,@justin_kadafi That is a very nice capture! 😍 -H.W.
1258495222280937500,Thu May 07 20:33:37 +0000 2020,@DarthChillash Thank you, Darth! It's beautiful. 😃 -G.I.
1258489684893679600,Thu May 07 20:11:37 +0000 2020,@anapuzar This looks like paradise! ✨ -G.I.
1257745584036827100,Tue May 05 18:54:49 +0000 2020,@ZoranStricevic Looks like a nice place for a picnic, Zoran! The sky and grass look fantastic in the photo. Great job. -J.M
1257667420681994200,Tue May 05 13:44:14 +0000 2020,@thewindows10guy Nice shot! 😃 -G.I.
1256997938489778200,Sun May 03 17:23:57 +0000 2020,@ZoranStricevic Keep up the good work! -G.I.
1256990576198615000,Sun May 03 16:54:41 +0000 2020,@ZoranStricevic Bright view, Zoran! The colors are on point. 💙 -G.I.
1256741147898114000,Sun May 03 00:23:33 +0000 2020,@kpkpkp Hello, kp 🌊💙🌹! Thank you for reaching us. If you need any support, please drop us a DM, so we have more roo… https://t.co/7jeEEDBAgR
1256680439965573000,Sat May 02 20:22:19 +0000 2020,@anapuzar Thanks to you! Simba made our day today. 😊 -G.I.
1256675563256701000,Sat May 02 20:02:56 +0000 2020,@anapuzar What a perfect mixture we can see in this shot, Ana! And Simba is the key element here. Simply lovely. 💖 -G.I.
1256569229731442700,Sat May 02 13:00:24 +0000 2020,@ZoranStricevic Beautiful, Zoran! Wonderful job on this picture. Nature is very gorgeous. -J.M.
1256327967870816300,Fri May 01 21:01:43 +0000 2020,@anapuzar 😊 -G.I.
1256326076172603400,Fri May 01 20:54:12 +0000 2020,@anapuzar Thank you for sharing, Ana! -G.I.
1256321740751302700,Fri May 01 20:36:58 +0000 2020,@anapuzar amazing shades of green! 💚 -G.I.
1256248329572200400,Fri May 01 15:45:16 +0000 2020,@Vaughn_k05 Hello, Vaughn! We would be more than happy to help you with any concerns you have. Feel free to send us… https://t.co/v9NQTS5Qma
1256202868949946400,Fri May 01 12:44:37 +0000 2020,@ZoranStricevic Beautiful picture, Zoran! The sky is looking very gorgeous here. 😁 -J.M.
1255914004171686000,Thu Apr 30 17:36:47 +0000 2020,@ZoranStricevic This place looks calm, Zoran! Excellent job on this picture. Have a lovely day. -J.M.
1254399317395333000,Sun Apr 26 13:17:57 +0000 2020,@ZoranStricevic Nature is stunning as always, right, Zoran? Great job with this amazing picture. Best wishes. 😄 -J.M.
1254394605833015300,Sun Apr 26 12:59:14 +0000 2020,@nawa_75 Hello, eQuL! We would be more than glad to help. Feel free to send us a DM so we may provide you with pers… https://t.co/InDZKWvO8r
1254223938609184800,Sun Apr 26 01:41:03 +0000 2020,@engrp4christ Hello, Peter! We would be more than happy to help you. Please send us a DM so we may have more room t… https://t.co/ayxp1wqfjs
1254099279926505500,Sat Apr 25 17:25:43 +0000 2020,@ZoranStricevic 😀 -G.I.
1254079569268805600,Sat Apr 25 16:07:23 +0000 2020,@ZoranStricevic Sophisticated. -G.I.
1254078900814196700,Sat Apr 25 16:04:44 +0000 2020,@ZoranStricevic This work is impeccable, Zoran! -G.I.
1254058807908610000,Sat Apr 25 14:44:53 +0000 2020,@anapuzar 😊 -G.I.
1254048162647625700,Sat Apr 25 14:02:35 +0000 2020,@anapuzar Thank you, Ana! Keep us posted. 😃 -G.I.
1253819517052113000,Fri Apr 24 22:54:02 +0000 2020,@anapuzar What a gorgeous view, Ana! You did a great job on this picture. Have a splendid week. -J.M.
1253720380075913200,Fri Apr 24 16:20:06 +0000 2020,@anapuzar It is always a pleasure! 😃 -G.I.
1253674450794492000,Fri Apr 24 13:17:35 +0000 2020,@justin_kadafi Nice shot, Justin! The sky looks simply amazing. 😃 -G.I.
1253673344139964400,Fri Apr 24 13:13:12 +0000 2020,@anapuzar This looks so relaxing, Ana! -G.I.
1253352016744677400,Thu Apr 23 15:56:21 +0000 2020,@ZoranStricevic Sunny days! 😃 -G.I.
1253350790091231200,Thu Apr 23 15:51:29 +0000 2020,@ZoranStricevic Great job, Zoran! 🤗 -G.I.
1253106326823198700,Wed Apr 22 23:40:04 +0000 2020,@Soultaker04 Hey, Xander! We would be more than happy to assist you with any concerns you have. Can you please send… https://t.co/kPBL3NxVIT
1251948745987625000,Sun Apr 19 19:00:15 +0000 2020,@ZoranStricevic Beautiful, Zoran! One of the many wonders that nature gives us, right? Great job on this shot. -J.M.
1251518148978843600,Sat Apr 18 14:29:13 +0000 2020,@ZoranStricevic Thank you for sharing! -G.I.
1251509545190424600,Sat Apr 18 13:55:02 +0000 2020,@ZoranStricevic This is simply exquisite. -G.I.
1251508667796553700,Sat Apr 18 13:51:32 +0000 2020,@ZoranStricevic Good job, Zoran! 😃 -G.I.
1251256239016808400,Fri Apr 17 21:08:29 +0000 2020,@Al__hamami Hey, Al-Hamami! We would be more than happy to help you. Can you please send us a DM so we may have mor… https://t.co/h4KJKpBLQl
1250470109736558600,Wed Apr 15 17:04:41 +0000 2020,@NeilWRhodes Hello, NFR! We would be more than happy to assist you. Can you please send us a DM so we may have more… https://t.co/zlLlg6TYbv
1248343798662467600,Thu Apr 09 20:15:29 +0000 2020,@anapuzar Thank you for sharing, Ana! -G.I.
1248304373966557200,Thu Apr 09 17:38:49 +0000 2020,@anapuzar Well, that's what we call a view, Ana! Great shot. 😃 -G.I.
1248228541004644400,Thu Apr 09 12:37:29 +0000 2020,@justin_kadafi Thank you for sharing, Justin! -G.I.
1248058663480316000,Thu Apr 09 01:22:27 +0000 2020,@ang3l_ni3v3z It looks fantastic, Angel! Thank you for sharing this marvelous shot with us. Best wishes. 😃 -J.M.
