id,created_at,text
757567763967803400,Mon Jul 25 13:26:44 +0000 2016,@CATPOWER dear Chan, did you receive our letter and project#Paris#Philarmonie? How can we reach you? With all our love, Karima and Anne
757565086055694300,Mon Jul 25 13:16:06 +0000 2016,@karinevanasse chère Karine Vanasse, nous sommes réalisatrices et aimerions vous faire parvenir un scénario, comment peut-on vous l'envoyer?
