id,created_at,text
929849329690468400,Sun Nov 12 23:12:10 +0000 2017,Nothing was moving yet on the facades of palaces. The water was still. I walked... and jewels looked on, and wings arose noiselessly—
929845693958692900,Sun Nov 12 22:57:43 +0000 2017,A choir, to calm helplessness and absence / A choir of glasses, of nocturnal tunes
