id,created_at,text
1184076454755295200,Tue Oct 15 12:00:00 +0000 2019,Episode 175 — The Abyss Stares Back  https://t.co/l0ZfBUHw5I  The NBA and Apple in China and the long-term implicat… https://t.co/6U7yQQlikR
1180527945506410500,Sat Oct 05 16:59:30 +0000 2019,Episode 174 — Distracted at Facebook  https://t.co/dQ2Yxk6ivY  Facebook from multiple angles, including child sexua… https://t.co/LPMwhAxvT3
1175143315710206000,Fri Sep 20 20:22:54 +0000 2019,Episode 173 — The Exponent IPO  https://t.co/6YVAlqV6yP  Cloudflare, The IPO Process, and WeWork
1131858777525837800,Fri May 24 09:45:36 +0000 2019,Episode 171 — An Intra-west Debate  https://t.co/haB8CMEOjN  The U.S.-China trade war and the fundamental issues fa… https://t.co/f7ibIpmKlj
1126766325810864100,Fri May 10 08:30:01 +0000 2019,Episode 170 — A Perfect Meal  https://t.co/fAu993ByGA  The Zoom and Slack IPOs in the context of Microsoft's curren… https://t.co/dHqxStcoo0
1124281625913614300,Fri May 03 11:56:42 +0000 2019,Due to an unfortunate bout with pneumonia, there will again be no Exponent episode this week. We were, indeed, unable to power through.
1119215318369390600,Fri Apr 19 12:25:00 +0000 2019,Episode 169 — Family-friendly Disney  https://t.co/o9A2pR8FwJ  Disney’s recent announcements on streaming and what… https://t.co/jLdRfMnXgi
1116722159462666200,Fri Apr 12 15:18:05 +0000 2019,Episode 168 — A Community of Loonies  https://t.co/nmTPAFVTsj  Why Internet regulation is coming, why it is probabl… https://t.co/fbAU90w3LD
1114102444995174400,Fri Apr 05 09:48:16 +0000 2019,Episode 167 — YouTube and the End of Friction  https://t.co/lWDfC6Xtfs  The question of YouTube, why it's similar a… https://t.co/AC1rYXWgWc
1106481953279074300,Fri Mar 15 09:07:09 +0000 2019,Episode 166 — Fence-building vs. Axe-wielding  https://t.co/5HQHqmApp8  Senator Warren’s proposal to break up Big T… https://t.co/gzlGXzyqRG
1103953339580993500,Fri Mar 08 09:39:21 +0000 2019,Episode 165 — Mark Zuckerberg's Projected Self  https://t.co/4eLlxTSo6F  Mark Zuckerberg's latest missive, whether… https://t.co/KZ1Y4Gzy6W
1101431569502298100,Fri Mar 01 10:38:44 +0000 2019,Episode 164 — Valuing Value Chains  https://t.co/zjoyF4Oe3J  Amazon, Walmart, and groceries, Google Cloud versus AW… https://t.co/JWpnBL5BSe
1096430765103960000,Fri Feb 15 15:27:19 +0000 2019,Exponent 163 — Publishers vs Apple News  https://t.co/a1M11xqiPU  Apple News as it is today, where Apple wants to t… https://t.co/EDP8sDqfoc
1093803432798912500,Fri Feb 08 09:27:14 +0000 2019,Exponent 162 — Why Exponent Isn't on Spotify  https://t.co/N2IFBShXc2  Spotify's move into podcasts and integration… https://t.co/r4mCXr64y7
1091329195714592800,Fri Feb 01 13:35:30 +0000 2019,Episode 161 — Vigilante Justice  https://t.co/E87OHodCtL  Apple vs Facebook (and Google!)
1088768446513406000,Fri Jan 25 12:00:00 +0000 2019,Episode 160 — Zeros All the Way Down  https://t.co/M0RJoHdbo1  Ben and James discuss Netflix, why it is an Aggregat… https://t.co/UyHq6gF3Wf
1086463259308224500,Sat Jan 19 03:20:01 +0000 2019,Episode 159 — Inverted Pyramids  https://t.co/caseT8IQW5  Open source in a cloud world, how enterprise value chains… https://t.co/wcNG8hBUgx
1083684332118585300,Fri Jan 11 11:17:33 +0000 2019,Episode 158 — A Significant Shift  https://t.co/L6eyygbRY4  Apple's revenue warning and the company's shift to services.
1073610392897634300,Fri Dec 14 16:07:19 +0000 2018,Episode 157 — Clumping and Clustering  https://t.co/ic8Q07aTDL  The connection between Jobs to be Done and Aggregat… https://t.co/pNp78Mdyue
1068712994597613600,Sat Dec 01 03:46:48 +0000 2018,Episode 156 — Rent-Seeking  https://t.co/tyifbv7Dl1  Apple's case in front of the Supreme Court, whether the compan… https://t.co/NcHPmEwZSQ
1038066010882854900,Fri Sep 07 14:06:37 +0000 2018,Episode 155 — The End, For Now  https://t.co/EFHVg2ujK9  Exponent's break will continue, this time indefinitely. We… https://t.co/vVdtT85Wb7
1005099148876451800,Fri Jun 08 14:48:05 +0000 2018,Episode 154 — Legacy Leverage  https://t.co/va4u4DPTLh  Understanding Microsoft's acquisition of GitHub
1000032232831041500,Fri May 25 15:13:58 +0000 2018,Episode 153 — Black Holes  https://t.co/1HnWe0e1Su  More on why aggregators and platforms are different and why it… https://t.co/ffAeRRyvZE
997407742397636600,Fri May 18 09:25:11 +0000 2018,Episode 152 — Platforms Versus Aggregators  https://t.co/JM2oDe2U7W  The differences between platforms and aggregat… https://t.co/kp5FkfyBaD
994883470970314800,Fri May 11 10:14:38 +0000 2018,Episode 151 — Two by Twos  https://t.co/qA4KH7qmoB  The differences between Facebook, Google, Microsoft and Apple s… https://t.co/H8unEEU7s7
992370227068387300,Fri May 04 11:47:54 +0000 2018,Episode 150 — Round Numbers  https://t.co/wGx3LZNkyl  How Apple and Amazon's focus on the customer experience prote… https://t.co/QRsHJFhQCN
989811018820812800,Fri Apr 27 10:18:31 +0000 2018,Episode 149 — Zillow and Sustaining Aggregation  https://t.co/FskvnGOw4Z  Zillow's shift in business model and the… https://t.co/2dGTuiiY4N
984752713706569700,Fri Apr 13 11:18:37 +0000 2018,Episode 148 — Facebook Fatigue  https://t.co/rCWq9ZkeJO  Mark Zuckerberg’s appearances before Congress, and which F… https://t.co/J9r8GK7roo
982194914531266600,Fri Apr 06 09:54:50 +0000 2018,Episode 147 — There's Always a Bigger Fish  https://t.co/rBEbzdi6kw  Microsoft's reorganization, Nadella's manageme… https://t.co/8y6oq3600J
977177507731357700,Fri Mar 23 13:37:27 +0000 2018,Episode 146 — Facebook's Real Mistake  https://t.co/jzKPZDDI3H  Facebook's current crisis, and why almost everyone… https://t.co/GFTh9pWrW8
974605683587915800,Fri Mar 16 11:17:56 +0000 2018,Episode 145 — Qualcomm, Patents, and Innovation  https://t.co/VHQqSPoTnm  Trump's intervention in Broadcom's takeov… https://t.co/9DvIUJdETi
972095792751157200,Fri Mar 09 13:04:32 +0000 2018,Episode 144 — 90s Alt Forever  https://t.co/ni8F9cFvGx  Ben and James discuss Spotify's F-1, why Spotify isn't Netf… https://t.co/TvhV73okI1
969542380717203500,Fri Mar 02 11:58:11 +0000 2018,Episode 143 — Dilly-Dallying Dropbox  https://t.co/KbANxJYmd2  Ben and James discuss Dropbox's S-1 and why the comp… https://t.co/YyQWXs8DfI
967187694878011400,Sat Feb 24 00:01:30 +0000 2018,@benthompson The original podcast included an editing error. An updated version is here:  https://t.co/8pjVHd4OeB  https://t.co/du8GZaMK3F
967018281310683100,Fri Feb 23 12:48:19 +0000 2018,Episode 142 — Google and Antitrust  https://t.co/bmeDoPtYeK  Google’s recent moves around blocking ads and promotin… https://t.co/sZ0es2tb8u
964505395573153800,Fri Feb 16 14:23:00 +0000 2018,Episode 141 — The Mailbag Episode  https://t.co/5kYiI4Zu3w  Business school, what is strategy, the next Silicon Val… https://t.co/ieVoBbysUq
961967086837817300,Fri Feb 09 14:16:40 +0000 2018,Episode 140 — The Products They Built Along the Way  https://t.co/NVCfcPb6P6  Apple's strategy of monetizing its cu… https://t.co/X6qHVEGSsr
959463348923375600,Fri Feb 02 16:27:43 +0000 2018,Episode 139 — Amazon and Health Care  https://t.co/pzvkPWF85j  Amazon’s health care announcement and why the industry is so challengin
957258449833803800,Sat Jan 27 14:26:14 +0000 2018,Episode 138 — A Moat Too Far  https://t.co/OBiIf0J0u9  Amazon Go and what it says about the economics of tech and h… https://t.co/dO7FrEFBdb
954406568539246600,Fri Jan 19 17:33:52 +0000 2018,Episode 137 — Addicted to Facebook  https://t.co/9tECYLtxGv  Facebook’s algorithm change, power, and motivations.
951804930829910000,Fri Jan 12 13:15:53 +0000 2018,Episode 136 — It's All 1s and 0s  https://t.co/zhTcfdePdX  The Meltdown and Spectre bugs and what they say about pr… https://t.co/nbQNLexv2U
944189015548346400,Fri Dec 22 12:52:58 +0000 2017,Episode 135 — Two is Better than One  https://t.co/CoWfsNE5s4  Disney, Fox, Netflix, and the ongoing challenge of c… https://t.co/icoM6iTy4X
939100289960894500,Fri Dec 08 11:52:11 +0000 2017,Episode 134 — Human Problems  https://t.co/iy3va8euH6  Why effective content moderation is so hard, how it can be d… https://t.co/ufdGUU7zaH
936965911654776800,Sat Dec 02 14:30:55 +0000 2017,Episode 133 — Two Terrible Options  https://t.co/1wawQHiSm4  Net neutrality isn't black-and-white: it's a choice be… https://t.co/wgJgD5wztn
931536174480425000,Fri Nov 17 14:55:05 +0000 2017,Episode 132 — Successful Disappointments  https://t.co/UzHb660PTE  Ben and James discuss IPOs, including those of S… https://t.co/FRET1in44h
928999372171251700,Fri Nov 10 14:54:44 +0000 2017,Episode 131 — Head-on Is Hard  https://t.co/nPk26TRvYQ  The difference between low-end and new-market disruption an… https://t.co/jH1auDZSmT
926461197750169600,Fri Nov 03 14:48:57 +0000 2017,Episode 130 — The 50,000 Feet View  https://t.co/HhP0RiSITD  Five years of Stratechery explain why Facebook coverage is inevitable
923924689138860000,Fri Oct 27 14:49:46 +0000 2017,Episode 129 — The Disruption Antidote  https://t.co/83pcqFJMaX  Why acquisitions are the key to antitrust in technology.
921419759572226000,Fri Oct 20 16:56:04 +0000 2017,Episode 128 — Counterfactuals  https://t.co/VEOOFIuB12  Hollywood, Venture Capital, and why the past wan't better.
918782333158752300,Fri Oct 13 10:15:53 +0000 2017,Episode 127 — The Worst Case Scenario  https://t.co/VYssc6qnzA  Facebook and its critics both need to think about worst case scenarios
913727369260572700,Fri Sep 29 11:29:15 +0000 2017,Episode 126 — Getting to the Future Faster  https://t.co/lj5VKagm4I  Books, blogs, disruption, and the problem of tech pessimism
911224046213242900,Fri Sep 22 13:41:56 +0000 2017,Episode 125 — The Super-Aggregators  https://t.co/CXiXq5v8iZ  Why Google and Facebook are different and why the focus should be transparency
908602455440502800,Fri Sep 15 08:04:41 +0000 2017,Episode 124 — The Watch, The Phone, The Beatles  https://t.co/cSCC6KQ8zU  The Apple Watch, the iPhone 8 and X market, and the event itself
906174742062702600,Fri Sep 08 15:17:49 +0000 2017,Episode 123 — There Is No Going Back  https://t.co/sApPlfX4AT  Advertising, Antitrust, and yes, Aggregation Theory (and why!)
901468167439921200,Sat Aug 26 15:35:34 +0000 2017,Episode 122 — From Intel to Disney  https://t.co/aH7RULSoSo  The Law of Conservation of Attractive Profits, Intel, Netflix, and Disney
898555383073001500,Fri Aug 18 14:41:12 +0000 2017,Episode 121 — The Uber Mutation  https://t.co/z3tb8eD8kJ  Uber is a company unlike any other; Silicon Valley wasn't ready. Plus, Cloudflare
880816103621967900,Fri Jun 30 15:51:38 +0000 2017,Episode 120 — Google, Antitrust, and Aggregation Theory  https://t.co/8cjdT0mKjl  Antitrust and the user experience in the digital age
878245301038927900,Fri Jun 23 13:36:11 +0000 2017,Episode 119 — Amazon and Avocados  https://t.co/aKhplPT9JO  Amazon's acquisition of Whole Foods and when acquisitions make sense
875704166491893800,Fri Jun 16 13:18:37 +0000 2017,Episode 118 — Pocasting and Centralization  https://t.co/AGCvsAN3vC  Advertising needs a lot more than analytics.
873166136442933200,Fri Jun 09 13:13:24 +0000 2017,Episode 117 — Fruitful Clapping  https://t.co/Rt26HSBFpc  Apple WWDC, doing what you do best, and privacy that makes sense
870613814525296600,Fri Jun 02 12:11:23 +0000 2017,There is no Exponent episode this week. See you next week!
868048514562924500,Fri May 26 10:17:48 +0000 2017,Please note that the original version of this podcast had a corrupted audio file. Our apologies.
868048233120976900,Fri May 26 10:16:40 +0000 2017,Episode 116 [FINAL] — Blockchain Beauty Contest  https://t.co/GgwjVhbHk3  Blockchains, myths, culture, and yes, bubbles.
865568970241318900,Fri May 19 14:04:58 +0000 2017,Episode 115 — Business Matters  https://t.co/olxQsUiQnS  Google I/O, business relative to technology, and why Uber is in trouble
862974178357502000,Fri May 12 10:14:12 +0000 2017,The Job of Local News  https://t.co/23Zzsseno8  News versus newspapers and jobs-to-be-done.
860454252828696600,Fri May 05 11:20:54 +0000 2017,Episode 113 — WeChat, China, and Apple  https://t.co/A7ifthQvHx…  How leverage shifts in a value chain, and why WeChat hurts Apple in China.
857887488643285000,Fri Apr 28 09:21:30 +0000 2017,Episode 112 — It's Complicated  https://t.co/FpV1RFPJa3  Might monopolies be good? And I s education or healthcare a better investment.
855428316114833400,Fri Apr 21 14:29:38 +0000 2017,Episode 111 — Lamentation Not Condemnation  https://t.co/aFUh5iuWDb  If Facebook is a monopoly, is that a problem? And can anything be done?
852895970303983600,Fri Apr 14 14:47:00 +0000 2017,Episode 110 — Moral Hazard  https://t.co/ZqXOi4Xr2T  James takes the lead! The housing crisis, regulation, and how the App Store = economy
850308025755648000,Fri Apr 07 11:23:25 +0000 2017,Episode 109 — Screw-ups Are Fun!  https://t.co/np4HpVbJsM  What went wrong with the Mac Pro, and does that say anything about Apple?
847775445235884000,Fri Mar 31 11:39:51 +0000 2017,Episode 108 — Statistics Gone Wild  https://t.co/sOLe71oWih  What is AI, what is its impact, and how should we respond.
845221521861754900,Fri Mar 24 10:31:28 +0000 2017,Episode 107 — Smiling Curves and Self-Driving Cars  https://t.co/0vbZ3TZplH
840174313307217900,Fri Mar 10 12:15:40 +0000 2017,Episode 106 — To Be an Outlaw  https://t.co/LEiivfEiuj  Uber's scandals, and the connection between business and culture
835109035024134100,Fri Feb 24 12:48:04 +0000 2017,Episode 105 — The Most Political  https://t.co/B4Qx2u28Ab  Zuck's manifesto, the problem with regulation, and why FB needs exactly that.
832574798349754400,Fri Feb 17 12:57:55 +0000 2017,Episode 104 — Snap's Gingerbread Strategy  https://t.co/DuhQ5R4PYY  Comparing Snap and Facebook to Apple and Microsoft
827521516313022500,Fri Feb 03 14:17:58 +0000 2017,Episode 103 — Dull Knives Don't Cut  https://t.co/RCpciWS4zE  Products that work in the Internet age will be fundamentally different
824935898475221000,Fri Jan 27 11:03:39 +0000 2017,Episode 102 — Snakes and Ladders  https://t.co/iKmzwsO4fB  Snapchat vs Instagram  (Note: if audio problems please delete and re-download)
824923098063347700,Fri Jan 27 10:12:47 +0000 2017,The file is fixed. If you have a problem please delete and re download. https://t.co/55Nts5sAI9
824915461762490400,Fri Jan 27 09:42:26 +0000 2017,The initial file for Episode 102 has audio issues from the 36:50 mark. We are trying to troubleshoot.
822428976303902700,Fri Jan 20 13:02:02 +0000 2017,Episode 101 — TV is the Oak Tree  https://t.co/P063wzBLfN  How and why different types of media have adjusted to the Internet
819865168528052200,Fri Jan 13 11:14:23 +0000 2017,Episode 100 — The Anniversary Episode: iPhone and Exponent  https://t.co/KsY0znIzus  Understanding the iPhone's impact=summarizing Exponent
817340151873421300,Fri Jan 06 12:00:52 +0000 2017,Exponent 099 — Fate Has a Sense of Humor  https://t.co/2jz2j6OJ2O  Alexa and operating systems.
809744043634659300,Fri Dec 16 12:56:38 +0000 2016,Episode 098 — Shattered Glass  https://t.co/TLSa3Gad8M  Real estate, real innovation, and startups in a changing world
807195147557486600,Fri Dec 09 12:08:14 +0000 2016,This week's Exponent is delayed for a few days.
804650190883803100,Fri Dec 02 11:35:29 +0000 2016,Episode 097 — Google Versus AWS  https://t.co/h6rsldYox1  Google is trying to change the rules instead of changing its fundamental nature
799643603823837200,Fri Nov 18 16:01:06 +0000 2016,Episode 096 — Sins of Commission and Omission  https://t.co/d19WDss8Od  Fake news, Facebook's mistake, and the lessons for tech broadly
797068098188832800,Fri Nov 11 13:26:58 +0000 2016,Episode 095 — The Backlash Has Arrived  https://t.co/5ZO2bjmeHA  Trump, the tech bubble, and making changes for the future
794536015226544100,Fri Nov 04 13:45:22 +0000 2016,Episode 094 — Should Apple Buy Netflix?  https://t.co/SBkjHznDvm  When acquisitions makes sense, why Tesla doesn't, and why Netflix might
789443328538386400,Fri Oct 21 12:28:51 +0000 2016,Episode 093 — The Disruption of Everything  https://t.co/xiFKefKK05  IT was sustaining. The Internet is the real disruption.
786942759672254500,Fri Oct 14 14:52:29 +0000 2016,Note: This podcast originally had a dead spot at the 8:13 mark. It has been fixed. To update please delete the podc… https://t.co/UdBsy0hdZv
786869853915185200,Fri Oct 14 10:02:47 +0000 2016,Episode 092 — Defining Consumerization of IT  https://t.co/6k30xxjfY4  Workplace by FB, Skype Teams, Slack, and the Consumerization of IT
784359533070082000,Fri Oct 07 11:47:40 +0000 2016,Episode 091 — Google's New Business Model  https://t.co/JsN4Jq6H4K  The Pixel Phone is much more than another Android device
781813034268315600,Fri Sep 30 11:08:47 +0000 2016,Episode 90 — Fashionable to Be Cynical  https://t.co/xI7RDcmGjt  Spectacles and the creation of new categories
779335117311316000,Fri Sep 23 15:02:25 +0000 2016,Episode 89 — Move On from the 80s  https://t.co/9MaJLtHpo7  Oracle's cloud and the profound change in enterprise software.
776750332067971100,Fri Sep 16 11:51:25 +0000 2016,Episode 88 — The Darkside of the Facebook  https://t.co/mbD64O8StJ  Facebook and the media are fighting: both are wrong
774182459382505500,Fri Sep 09 09:47:36 +0000 2016,Episode 087 — Meditations on Courage  https://t.co/HmNqsOboc9  James' summer trip, then, the recent iPhone event and Apple's future
756350942707003400,Fri Jul 22 04:51:31 +0000 2016,Episode 086 — Falling a Pokèmon off a Cliff  https://t.co/XK429Xb9lu  Facebook Live, Pokèmon Go, and the Benefit of Missing Out
751433778543759400,Fri Jul 08 15:12:28 +0000 2016,There is no Exponent episode this week. Please note that episodes will be irregular throughout the summer.
748946634415886300,Fri Jul 01 18:29:27 +0000 2016,Episode 085 — Ballots Versus Guillotines    https://t.co/emGYeWuzqj  Brexit, trade, and rethinking government in a transformed world
746365137913733100,Fri Jun 24 15:31:30 +0000 2016,Episode 084 — A New World Order  https://t.co/vyuWLTgiWE  How TV and its advertisers will sustain each other and fall together
743819273869529100,Fri Jun 17 14:55:09 +0000 2016,Episode 083 — Microsoft &amp; LinkedIn versus Apple &amp; WWDC  https://t.co/nkf1BHKfr0  Why we're more excited by Microsoft + LinkedIn than WWDC
741277695510642700,Fri Jun 10 14:35:49 +0000 2016,Episode 082 — A Podcast About Podcasts  https://t.co/kSuvyJ9qiC  The present and future of podcasts, and a holistic approach for publishers
738656807925604400,Fri Jun 03 09:01:21 +0000 2016,Episode 081 — We Have Always Been at War with Amazon  https://t.co/DuNQ9CdzjW  -Why Alexa May Win -Microsoft's 2nd disruption
736155450710728700,Fri May 27 11:21:51 +0000 2016,Episode 080 — Multiple Full Circles  https://t.co/B5bbQRHKP9  Facebook, Thiel vs Gawker, and the Impact of Culture
733596955109003300,Fri May 20 09:55:18 +0000 2016,Episode 079 — Twerk the Algorithm  https://t.co/jzLwiJ6mBz  Facebook censorship allegations and News Feed Power, Google's market problem
731113490929360900,Fri May 13 13:26:54 +0000 2016,There is no episode this week. @jamesallworth will yell at @benthompson next week for forgetting his mic.
728540204357673000,Fri May 06 11:01:34 +0000 2016,Episode 078 — Bending Trees  https://t.co/TA6BIyad4F  Small versus big changes, how change happens, and whether the future is here.
726003594571345900,Fri Apr 29 11:02:00 +0000 2016,Episode 077 — Physical Goods  https://t.co/wcYO4MZeRR  Apple services and earning; Google, antitrust, and aggregation
723466510409158700,Fri Apr 22 11:00:32 +0000 2016,Episode 076 — Apple's Organization and Services  https://t.co/EihLcPzYRg  Apple's unitary structure: it's unique, but it it time to change?
720936951503671300,Fri Apr 15 11:28:58 +0000 2016,Episode 075 — Baby Picture Bots  https://t.co/OwGGMX8ahP  Facebook F8, Messenger, bots, and why owning the customer is dangerous
718413566940844000,Fri Apr 08 12:21:56 +0000 2016,Episode 074 — Tesla Fervor  https://t.co/QLmUcv0r43  How Tesla built a powerful brand, and whether or not that's enough to build a business
715908028730630100,Fri Apr 01 14:25:49 +0000 2016,Episode 073 — Get Off My Lawn!  https://t.co/3XpNB40sNc  Snapchat's growth, the power of self, and the structure of social around the world
713395739305488400,Fri Mar 25 16:02:53 +0000 2016,Episode 072 — Low Hanging Fruit  https://t.co/ewjGPjFEbh  Apple and the Cloud, the SE, Intel, Microsoft, and Effective Leadership
710799886547963900,Fri Mar 18 12:07:53 +0000 2016,Episode 071 — Pickaxe Retailers  https://t.co/6Bu3AZ9gfs  Amazon, Stripe, WeWork, and Why Apple Should (Finally) Buy Dropbox
708237644388372500,Fri Mar 11 10:26:27 +0000 2016,Episode 070 — Is That an Echo?  https://t.co/RbvrTMF2Es  The Amazon Echo, Apple's Cloudy Failure, Google's Nest Miss, Amazon's Potential
705734935710052400,Fri Mar 04 12:41:35 +0000 2016,Episode 069 — Wrapped Around an Axle  https://t.co/UaUbGk5ehX  Technology, aggregation, and politics; the danger of engagement; diversity
703223048283893800,Fri Feb 26 14:20:14 +0000 2016,Episode 068 — Binary Backdoors  https://t.co/cc0egJA4dl  Apple vs the FBI
700764433421733900,Fri Feb 19 19:30:35 +0000 2016,Episode 067 — Weighing and Voting  https://t.co/AyQyRY7Gf8  Regulation and short-term thinking.  (Note: recorded pre-Apple news. Next week!)
698157960824954900,Fri Feb 12 14:53:23 +0000 2016,Episode 066 — You Don't Know What You Don't Know  https://t.co/x2ba2r8Ixo  Winner-take-all, VCs &amp; bubble talk, Facebook Andreessen and India
693057779892895700,Fri Jan 29 13:07:05 +0000 2016,Episode 065 — Competing Against Non-Consumption  https://t.co/l64rxaMUjG  Apple's earnings, Twitter's struggles, and measuring the Internet
690519950184710100,Fri Jan 22 13:02:40 +0000 2016,Episode 064 — Disrupting Trump  https://t.co/t7N9wbB2dP  -Donald Trump and Inequality -FANGs and Aggregation Theory -Low End Disruptio
687977330514382800,Fri Jan 15 12:39:12 +0000 2016,Episode 063 — Driving Into the Future  https://t.co/gIJUBCGPDE  Electric, self-driving, transportation-as-a-service, and why Uber has adv
685486955224674300,Fri Jan 08 15:43:20 +0000 2016,Episode 063 — Give Some to Get Some  https://t.co/vZRrEa2nLB  Inequality and the Politics of Technology
677909107244855300,Fri Dec 18 17:51:40 +0000 2015,Episode 062 — OpenAI and Strategy Credits  https://t.co/5fLZw3tphQ
672838855309979600,Fri Dec 04 18:04:18 +0000 2015,Episode 060 — Beyond Disruption  https://t.co/jx0Pow8mbK  Disruption Theory has its place, but it's not the end-all be-all.
667753977975455700,Fri Nov 20 17:18:49 +0000 2015,Episode 059 — Fashion in PC Gaming  https://t.co/avq77e22ay  Business is still hard: it's just that what is difficult has changed.
662656644602445800,Fri Nov 06 15:43:50 +0000 2015,Episode 058 — The Attention Market  https://t.co/LIMVeStnbz  Is there a new model for publishing? Plus, why bundling is better in the end.
660128603695222800,Fri Oct 30 16:18:18 +0000 2015,Episode 057 — The User Experience  https://t.co/raGsSMRYnQ  How UX provides differentiation  in a way it didn't previously.
657634672298471400,Fri Oct 23 19:08:18 +0000 2015,Episode 056 — YouTube Red  https://t.co/D1bDOTxLyr  Does YouTube Red makes sense? Plus, Amazon versus The New York Times
655062313012101100,Fri Oct 16 16:46:40 +0000 2015,Episode 055 — Venture Capital and AWS  http://t.co/hOuToxFjL3  The Internet disrupts everyone  (And we're back on a Friday schedule!)
653223593090805800,Sun Oct 11 15:00:15 +0000 2015,Due to an unfortunate bout of food poisoning, there will be no Exponent episode this week. All the lurid details next week!
651081262745153500,Mon Oct 05 17:07:24 +0000 2015,Episode 054 — Check Facebook Time  http://t.co/ENyyuNDXMh  Brand Advertising and Web Gatekeepers  NOTE: Audio issues 2nd half. Sorry
650701747279671300,Sun Oct 04 15:59:20 +0000 2015,Exponent Episode 54 will be delayed until tomorrow.
648159730037198800,Sun Sep 27 15:38:16 +0000 2015,Episode 053 — Connect the Dots  http://t.co/EuzMsWnnJK  Volkswagen, Ben in Taiwan, Apple Watch, and everything in between.
645626374128988200,Sun Sep 20 15:51:37 +0000 2015,Episode 052 — All About Ads  http://t.co/MhQGBrtx47  Brief talk of ad-blockers, then an overview of the fundamental changes in advertising
643086612994355200,Sun Sep 13 15:39:31 +0000 2015,Exponent Episode 051 — Segue  http://t.co/7Aa1O9RnhJ  James returns to Burning Man, and a discussion about iPad developer economics &amp; Apple
640567257299423200,Sun Sep 06 16:48:29 +0000 2015,Episode 050 — The Amazon of Podcasts  http://t.co/ExcfBBdinX  We go deep on the New York Times exposé on Amazon.  Sponsored by @Zendesk
612298770055761900,Sat Jun 20 16:39:37 +0000 2015,Episode 049: In Aggregate  http://t.co/W1TrkH5I04  Uber drivers as employees, jobs of the future, unicorns and bubbles, and a break
609740709160038400,Sat Jun 13 15:14:48 +0000 2015,Episode 048 — An Exhausting Week  http://t.co/PUsWDM5wuy  -CEO Change at Twitter -Apple's Seeming War on Google -The Apple Music launch
609437093744410600,Fri Jun 12 19:08:20 +0000 2015,The next Exponent episode will be released early Saturday morning Pacific time (unless trans-Pacifjc wifi is unexpectedly robust).
607012313368031200,Sat Jun 06 02:33:07 +0000 2015,Episode 047 — Apple, Google, and Privacy  http://t.co/qvgHqc8xDN  Jony Ive, Apple Car, Google IO, and Tim Cook’s speech on privacy
604306496915001300,Fri May 29 15:21:10 +0000 2015,Due to technical problems there may not be an Exponent this week.   (No, there’s nothing that can be done to help, but thanks).
601797659377172500,Fri May 22 17:11:57 +0000 2015,Episode 046 - Everything Has a Price  http://t.co/WCazgJY4IZ  Ad-blockers, http://t.co/Zzjd0egn9B, and the moral quandary of the Internet
599258363319324700,Fri May 15 17:01:42 +0000 2015,Episode 045 — It’s a Watch that Does Stuff  http://t.co/FX9tYIQvwQ  Ben gets an Apple Watch; James has a lot of questions
596680670358863900,Fri May 08 14:18:52 +0000 2015,There is no Exponent episode this week. See you on May 15th!
593796098159870000,Thu Apr 30 15:16:36 +0000 2015,Episode 044 - Up in the Clouds with Twitter  http://t.co/0qonowvpnv   Twitter’s leadership issues, massive potential, and fit with Google
591656969934516200,Fri Apr 24 17:36:28 +0000 2015,Episode 043 - Project Fi and Facebook's Feed  http://t.co/TfeQ0eIV6k  Project Fi, the structure of the US telecoms industry, and Facebook
