id,created_at,text
1259490810489270300,Sun May 10 14:29:44 +0000 2020,I'm glad you liked it. I did too 😊 https://t.co/kdbgE0i91n
1259487893485052000,Sun May 10 14:18:08 +0000 2020,I could have gone one for another 90, easy. https://t.co/qwLZdAhekw
1259487691898409000,Sun May 10 14:17:20 +0000 2020,So much for everyone in those 90 minutes. IM Bhai 🙏 https://t.co/1bfd4H4ADw
1259140444849500200,Sat May 09 15:17:30 +0000 2020,No text needed. #ElevenOnTen https://t.co/iFqSgZW57y
1258323691961823200,Thu May 07 09:12:01 +0000 2020,Distressing news and scenes coming out of Vizag. Thoughts and prayers with all those who have suffered loss and sin… https://t.co/duu6bkrvaE
1258253620560007200,Thu May 07 04:33:35 +0000 2020,@Soumya70462652 @MEMExFeed Hey Dhaval,hope you and the family are doing well .Stay safe .
1257194286778421200,Mon May 04 06:24:10 +0000 2020,#ElevenOnTen will be me throwing ten questions, the answers of which I’ve always wanted to know – at these brillian… https://t.co/vCKEo1H4vn
1257194283691421700,Mon May 04 06:24:09 +0000 2020,Given we have at least two more weeks of staying put, I thought it would be fun to reach out to friends who are doi… https://t.co/yxqLolDIoa
1256888805933543400,Sun May 03 10:10:17 +0000 2020,Sounds great guys, now that we've got this figured out  Subscription for the kid ✅ Shirt for the kid ✅ Shirt for yo… https://t.co/sg1vfLrLSb
1256809866917630000,Sun May 03 04:56:37 +0000 2020,In the true spirit of a barter, how about you guys hand the kid a two-month subscription and I'll send a signed shi… https://t.co/tRgGWXFdJr
1256570332871180300,Sat May 02 13:04:47 +0000 2020,Jersey ❌ Autograph on a picture ❌ Reply to the post ❌ Video wishing the neighbour's son's pet dog ❌  Here's someone… https://t.co/SlnR5y89Ng
1255855333374750700,Thu Apr 30 13:43:38 +0000 2020,We’ve lost one of the leading lights of Indian sport today. Not too many can boast of being top-notch in two differ… https://t.co/ZmExh9HrND
1255795044490940400,Thu Apr 30 09:44:04 +0000 2020,Another day, and we lose another icon. Rest well, Rishi Kapoor ji. Stay strong, Ranbir. Thoughts with you and the f… https://t.co/Rl2vlLPOMU
1255409887988809700,Wed Apr 29 08:13:36 +0000 2020,Khan sahab, you were brilliant at what you did and that will always live on. Thank you for bringing your art to us… https://t.co/m6cUOPxySL
1254268179502645200,Sun Apr 26 04:36:51 +0000 2020,RT @kunmajgaonkar: Good Lord, what an animal and what a capture!
1253724315423404000,Fri Apr 24 16:35:44 +0000 2020,Just found out about veteran photographer Ronny da's passing away. All I can say is thank you for bringing the game… https://t.co/1dO48Ql8XL
1251393968291512300,Sat Apr 18 06:15:46 +0000 2020,I have questions and a lot of them! Really looking forward to this one with the Mister. I wouldn't miss it if I was… https://t.co/Uff0IS8hMN
1249299684549509000,Sun Apr 12 11:33:50 +0000 2020,We've got a tactically sound group. But if it comes to bringing a wall down then the Erik-Helsinki-Oslo set is the… https://t.co/3EpX392aXy
1247024162016653300,Mon Apr 06 04:51:43 +0000 2020,@Arjun599 @ESPNIndia @THESUBRATAPAUL @GurpreetGK @IMVijayan1 @bhaichung15 I am not sure which team would win, but t… https://t.co/5EBbCD9pkp
1244990641920069600,Tue Mar 31 14:11:14 +0000 2020,The ONLY reason we’re talking about this here is so that it can gently prod those who have been fortunate enough to… https://t.co/CEDxxkBCzy
1244990513020690400,Tue Mar 31 14:10:43 +0000 2020,It’s been heartening to see everyone – cutting across caps, goals, age and experience – give, and give with a smile… https://t.co/z3a7wowHtf
1244990403570352000,Tue Mar 31 14:10:17 +0000 2020,We’ve always received more than we can give. Which is why in this time of need, all of us national team players hav… https://t.co/iYrGbUU6lC
