id,created_at,text
1244958397444882400,Tue Mar 31 12:03:06 +0000 2020,RT @AnuragChoudhary: Swiggy is working with govt bodies,NGOs &amp; discerning citizens to facilitate 35k meals daily for the marginalized daily…
