id,created_at,text
1260255077509587000,Tue May 12 17:06:39 +0000 2020,Join us along with @DefineAmerican, @GoldenDoorSchol, and @UNITEDWEDREAM at the #Immigrad Virtual Commencement on S… https://t.co/iIrKNEXa1P
1260234048510853000,Tue May 12 15:43:05 +0000 2020,RT @TUSK81: #DACA recipient Hina Naveed: "I'm a nurse battling against #COVID19, but #DACA fight could end in my deportation." https://t.co…
1259876567091642400,Mon May 11 16:02:35 +0000 2020,RT @FaithandPolitic: Today in 1869, the Transcontinental Railroad was completed. Ninety percent of laborers who built the railroads that en…
1258864252946837500,Fri May 08 21:00:01 +0000 2020,When this Guatemalan family practically all tested positive for #COVID19, ESL teacher Luciana Lira agreed to care f… https://t.co/ecBAWzW9kY
1258853394376204300,Fri May 08 20:16:52 +0000 2020,RT @SenMarkey: Sisters Andrea &amp; Annette, from Jamaica, climbed the ranks @The_BMC over 15+ yrs: Andrea first as a messenger, achieved her d…
1258834051152019500,Fri May 08 19:00:00 +0000 2020,This public health crisis is not getting Haitian-born Whetchina Jean down.  “It has been more of a motivator for me… https://t.co/wC5mlXpDXs
1258830061861552000,Fri May 08 18:44:09 +0000 2020,RT @sheilacrruz: I busted my ass off at community college. I went to class from 9:30AM-4:30PM, work at 5:00PM-1:00AM and studied for finals…
1258809433213350000,Fri May 08 17:22:11 +0000 2020,RT @gloria_rinconi: My undocumented self did that!! When I was 18, I shared my story with @nytimes and never looked back. I am Undocumented…
1258803853111120000,Fri May 08 17:00:00 +0000 2020,Centered on an Indian-American family, @MindyKaling’s latest project ‘@neverhaveiever’ is breaking stereotypes and… https://t.co/MlJVf9psJq
1258602757193433000,Fri May 08 03:40:55 +0000 2020,RT @TheToddSchulte: They’re the Face of COVID-19 Response. They Also Have DACA Status. https://t.co/JSADaGghyi
1258154574273282000,Wed May 06 22:00:00 +0000 2020,Louise Rogenski is one of the 27,000 health care workers who is also a #DACA recipient. We thank her and all those… https://t.co/a7VWdb30UT
1258139672510959600,Wed May 06 21:00:47 +0000 2020,Custom-made flower arrangements, jewelry, and folk apparel. These women are amongst the roughly 11 million undocume… https://t.co/yzJkbdnhDU
1258133937978855400,Wed May 06 20:38:00 +0000 2020,RT @SenatorDurbin: One-sixth of our nation's health care workforce are immigrants. Over the next few weeks, I'll be sharing the stories of…
1258133876255449000,Wed May 06 20:37:45 +0000 2020,RT @SenMarkey: Dr. Saleena Arif is a primary care physician at a community health center in MA. She is involved in testing and management o…
1258125874693619700,Wed May 06 20:05:58 +0000 2020,RT @SenCortezMasto: Home means Nevada for Silver State #DACA recipients, too. We need to make sure Anna and all #Dreamers are able to stay…
1258109278444859400,Wed May 06 19:00:01 +0000 2020,From a Bangkok refugee camp to a Youtube star, Tippy Wyatt is living out her dreams creating content based on healt… https://t.co/Ga1O62Mjrt
1257475097985572900,Tue May 05 01:00:00 +0000 2020,These #immigrants made their entrepreneurial dreams come true by moving to the United States. Read their stories he… https://t.co/kbYrWN9nYw
1257444897637847000,Mon May 04 23:00:00 +0000 2020,“For this family, the pandemic is not what first changed their lives. But it is something that’s forced them to thi… https://t.co/BlmZ8S6Sif
1257384500583161900,Mon May 04 19:00:00 +0000 2020,Yale Graduate. Google intern. This #DACA recipient’s story is just beginning: https://t.co/Id3vFOUkrB
1257354304928862200,Mon May 04 17:00:01 +0000 2020,For 22 years, poet Marcelo Hernandez Castillo has lived in the United States as an undocumented immigrant. Read abo… https://t.co/EZ4FBQ28Fa
1257339386536104000,Mon May 04 16:00:44 +0000 2020,RT @SenatorDurbin: Dr. Manuel Bernal is an emergency room resident at Advocate Christ Medical Center in Chicago. He’s also a #DACA recipien…
1257339339660578800,Mon May 04 16:00:33 +0000 2020,RT @EddieATaveras: "César Andrade, un médico de origen ecuatoriano que llegó a EEUU cuando tenía 9 años, es uno de los tantos dreamers [con…
1257324102857048000,Mon May 04 15:00:00 +0000 2020,This Des Moines radio station is helping out in a big way with their radiothon Unidos por la Esparanza:  #COVID19 https://t.co/DLT0CcAfq7
1256282236502126600,Fri May 01 18:00:00 +0000 2020,Helping others is making space in everyone’s lives now. “People smile when they see the bags with food. I call them… https://t.co/m7pXJEYXXB
1256252037219725300,Fri May 01 16:00:00 +0000 2020,#AllOfUs is raising awareness of immigrants’ contributions, especially during the pandemic. 30 sponsors are backing… https://t.co/Fi7EjbAU3p
1256209063819518000,Fri May 01 13:09:14 +0000 2020,🧵STORY THREAD: @MHackman, a @WSJ reporter, shares her  #immigration heritage story in a moving thread.   You don’t… https://t.co/Uf3WJ5pRe6
1255950048271032300,Thu Apr 30 20:00:00 +0000 2020,Artists. Doctors. Musicians. These are just some of the people helping Cincinnati’s community stay strong during… https://t.co/dgdMRqfiNL
1255919849177415700,Thu Apr 30 18:00:00 +0000 2020,260,000 physicians in the US are immigrants. This doctor has linked with an advocacy group in hopes to fight deport… https://t.co/TO6sMEwMkz
1255889650826178600,Thu Apr 30 16:00:00 +0000 2020,40,000 meals. 15,000 masks. 1 month.  “We serve seven days a week because there are no days off for hunger.” https://t.co/oRiBHEI4OT
1255542365210710000,Wed Apr 29 17:00:01 +0000 2020,Victor Garcia’s future depends on the outcome of DACA. Coming to the US at 4, they have, with the support and love… https://t.co/fa31glnMkE
1255512161956159500,Wed Apr 29 15:00:00 +0000 2020,Opening up for world-renowned comedians like Trevor Noah and Hassan Minhaj, this first generation comic brings mate… https://t.co/tMzssA9SzM
1255508142374477800,Wed Apr 29 14:44:02 +0000 2020,From healthcare to agriculture, Americans, regardless of where we were born, are standing shoulder to shoulder duri… https://t.co/CGrHTbOO68
1255507260547174400,Wed Apr 29 14:40:31 +0000 2020,RT @NatImmForum: We’re proud to be a part of the #AllofUS campaign. From health care to the service sector to agriculture, immigrants, rega…
1255507026869997600,Wed Apr 29 14:39:36 +0000 2020,RT @AllofUS_United: Hi! We’re a broad coalition of business, faith, civil rights, and immigration organizations, sharing a message of inclu…
1255315995352273000,Wed Apr 29 02:00:30 +0000 2020,Due to the #COVID19 surge of patients in hospitals, many states are easing up on licensing requirements to allow mo… https://t.co/eYFQZ7G5wz
1255285670765101000,Wed Apr 29 00:00:00 +0000 2020,Chef Christian Irabien change his original restaurant concept to open a Latin American eatery Muchas Gracias in Che… https://t.co/9xMu7Q9ljT
1255255596108054500,Tue Apr 28 22:00:30 +0000 2020,Jacqueline Uwumeremyi fled 2 countries before arriving in Boise, Idaho. Thx to her local community, she is no longe… https://t.co/AYzDvALmHO
1255230607577223200,Tue Apr 28 20:21:12 +0000 2020,Congratulations on this accomplishment, @hoodrichglossy!   #HigherEd #DACA https://t.co/ZzxK2OQ1UC
1255225271294124000,Tue Apr 28 20:00:00 +0000 2020,With live Latin nights and a Latin-American-themed mall in Nashville, one musician says “Nashville today and the on… https://t.co/DV3Pyx4RY7
1255195075660755000,Tue Apr 28 18:00:01 +0000 2020,After leaving the Philippines, Yvonne Johnson started her design and sewing business in Indiana. She hopes to empow… https://t.co/prQZUBDdAl
1255164876881711000,Tue Apr 28 16:00:01 +0000 2020,Coach Legend emigrated from Haiti at 7 and now has a 7 figure empire. He aims to help his fellow millennials achiev… https://t.co/XYVaAyw0Gt
1254123009331224600,Sat Apr 25 19:00:00 +0000 2020,@DearDipika’s new novel, Shambala Junction, brings  forth the pain, shame, and reality of child-trafficking in Indi… https://t.co/njMtacUsIU
1253760621100904400,Fri Apr 24 19:00:00 +0000 2020,Born in Lebanon to a Jordanian father and American  mother, best-selling novelist and poet @lailahalaby has  grown… https://t.co/0vBQIbL36g
1253732532052529200,Fri Apr 24 17:08:23 +0000 2020,RT @WeAllGrowLatina: Join us on AMIGAS 4/30 as nationally best-selling authors, @julissaarce, and actor &amp; activist @dianeguerrero__  discus…
1253398234401108000,Thu Apr 23 19:00:00 +0000 2020,@GhoshAmitav has used his experiences as an Indian immigrant to write 9 fiction novels, with his latest —“Gun Islan… https://t.co/QPnOROReS0
1253148780385513500,Thu Apr 23 02:28:46 +0000 2020,RT @shamshiine: My mom came to this country over 20 years ago. She left behind her family, friends, and put her dreams on hold so my brothe…
1253027789931974700,Wed Apr 22 18:27:59 +0000 2020,RT @Las_Escritoras: Today #ScholarStories celebrates Jenice Fernández Popinski, Bilingual Instructional Coach at Guerrero Thompson Elementa…
